Msuc,Mdis,,Msuc,Mdis,,Psuc,Pdis,,Psuc,Pdis,,Tsuc,Tdis,,Tsuc,Tdis,,Tsuc,Tdis,,Tsuc,Tdis
lbm/min,lbm/min,,0.338093851,0.115813445,,psia,psia,,0.129240536,0.235302006,,F,F,,0.231610699,0.153290561,,F,F,,0.231610699,0.153290561
55.171103,63.435718,,,,,60.257636,118.936099,,,,,69.96589,131.295837,,,,,530.63589,591.965837,,,
55.152783,63.448156,,,,,60.259887,118.97533,,,,,69.96646,131.295634,,,,,530.63646,591.965634,,,
55.063545,63.452079,,,,,60.265691,119.010894,,,,,69.966543,131.295417,,,,,530.636543,591.965417,,,
54.976219,63.460168,,,,,60.26547,119.018476,,,,,69.966804,131.295303,,,,,530.636804,591.965303,,,
54.862332,63.460404,,,,,60.268446,118.998875,,,,,69.967536,131.295158,,,,,530.637536,591.965158,,,
54.890643,63.464676,,,,,60.272225,119.044486,,,,,69.968001,131.294999,,,,,530.638001,591.964999,,,
54.867387,63.484827,,,,,60.277742,119.03703,,,,,69.968519,131.294713,,,,,530.638519,591.964713,,,
54.876585,63.484959,,,,,60.278943,119.012726,,,,,69.969144,131.294863,,,,,530.639144,591.964863,,,
54.855183,63.48477,,,,,60.284779,119.022417,,,,,69.969953,131.295347,,,,,530.639953,591.965347,,,
54.811099,63.484555,,,,,60.287936,119.04204,,,,,69.970751,131.296107,,,,,530.640751,591.966107,,,
54.818012,63.49251,,,,,60.298111,119.056149,,,,,69.972113,131.296975,,,,,530.642113,591.966975,,,
54.763012,63.500711,,,,,60.300061,119.063132,,,,,69.973971,131.297418,,,,,530.643971,591.967418,,,
54.689034,63.525176,,,,,60.300755,119.065878,,,,,69.976531,131.297073,,,,,530.646531,591.967073,,,
54.709046,63.533378,,,,,60.303991,119.071169,,,,,69.978686,131.296505,,,,,530.648686,591.966505,,,
54.757575,63.541328,,,,,60.313415,119.07834,,,,,69.981727,131.295428,,,,,530.651727,591.965428,,,
54.79415,63.557463,,,,,60.318864,119.085857,,,,,69.984381,131.293905,,,,,530.654381,591.963905,,,
54.817629,63.581708,,,,,60.328022,119.066022,,,,,69.987282,131.291718,,,,,530.657282,591.961718,,,
54.872758,63.601883,,,,,60.331417,119.049161,,,,,69.989588,131.289511,,,,,530.659588,591.959511,,,
55.01735,63.622275,,,,,60.336008,118.951968,,,,,69.991917,131.286864,,,,,530.661917,591.956864,,,
55.070509,63.622403,,,,,60.340913,118.930338,,,,,69.994042,131.285372,,,,,530.664042,591.955372,,,
55.200389,63.632664,,,,,60.343032,118.911987,,,,,69.997097,131.283635,,,,,530.667097,591.953635,,,
55.380263,63.649172,,,,,60.34688,118.885404,,,,,69.999508,131.282202,,,,,530.669508,591.952202,,,
55.421777,63.669359,,,,,60.35351,118.90491,,,,,70.001977,131.280195,,,,,530.671977,591.950195,,,
55.433996,63.689521,,,,,60.356964,118.839368,,,,,70.00395,131.278564,,,,,530.67395,591.948564,,,
55.369596,63.687816,,,,,60.358426,118.88708,,,,,70.006284,131.277055,,,,,530.676284,591.947055,,,
55.374226,63.687703,,,,,60.361515,118.901987,,,,,70.008381,131.276301,,,,,530.678381,591.946301,,,
55.48486,63.707579,,,,,60.363118,118.947647,,,,,70.010908,131.27595,,,,,530.680908,591.94595,,,
55.51813,63.719971,,,,,60.364589,118.940787,,,,,70.012813,131.275575,,,,,530.682813,591.945575,,,
55.477482,63.736018,,,,,60.359205,118.940916,,,,,70.014283,131.27587,,,,,530.684283,591.94587,,,
55.526311,63.740093,,,,,60.354317,118.935911,,,,,70.014982,131.276797,,,,,530.684982,591.946797,,,
55.627582,63.715665,,,,,60.355402,118.95164,,,,,70.015615,131.278667,,,,,530.685615,591.948667,,,
55.603382,63.711431,,,,,60.353015,118.987117,,,,,70.015571,131.280612,,,,,530.685571,591.950612,,,
55.534906,63.711547,,,,,60.346114,118.971164,,,,,70.014585,131.283212,,,,,530.684585,591.953212,,,
55.52239,63.69949,,,,,60.340221,119.030654,,,,,70.013523,131.286452,,,,,530.683523,591.956452,,,
55.436194,63.675171,,,,,60.332957,119.035335,,,,,70.012474,131.291487,,,,,530.682474,591.961487,,,
55.427717,63.655031,,,,,60.325959,119.047896,,,,,70.011205,131.29626,,,,,530.681205,591.96626,,,
55.415569,63.630371,,,,,60.317738,119.154241,,,,,70.008915,131.302551,,,,,530.678915,591.972551,,,
55.383502,63.622262,,,,,60.309425,119.127338,,,,,70.006009,131.308763,,,,,530.676009,591.978763,,,
55.281678,63.607905,,,,,60.303722,119.128839,,,,,70.003345,131.314288,,,,,530.673345,591.984288,,,
55.230079,63.5874,,,,,60.29866,119.150544,,,,,70.000587,131.320172,,,,,530.670587,591.990172,,,
55.15432,63.567102,,,,,60.292846,119.176249,,,,,69.997683,131.326576,,,,,530.667683,591.996576,,,
55.093408,63.546746,,,,,60.283481,119.228436,,,,,69.994408,131.333345,,,,,530.664408,592.003345,,,
55.060797,63.524458,,,,,60.274858,119.207233,,,,,69.98996,131.341177,,,,,530.65996,592.011177,,,
55.044653,63.516343,,,,,60.265237,119.20637,,,,,69.986082,131.347326,,,,,530.656082,592.017326,,,
55.085036,63.504538,,,,,60.257768,119.201904,,,,,69.980646,131.35375,,,,,530.650646,592.02375,,,
55.02019,63.484214,,,,,60.249466,119.157912,,,,,69.975917,131.35874,,,,,530.645917,592.02874,,,
55.03972,63.467952,,,,,60.241778,119.117548,,,,,69.970027,131.364457,,,,,530.640027,592.034457,,,
55.026228,63.451654,,,,,60.237152,119.16008,,,,,69.965054,131.368749,,,,,530.635054,592.038749,,,
55.029813,63.451597,,,,,60.230342,119.167117,,,,,69.95888,131.374104,,,,,530.62888,592.044104,,,
55.030792,63.451696,,,,,60.224647,119.190744,,,,,69.953717,131.378697,,,,,530.623717,592.048697,,,
55.058562,63.435682,,,,,60.217335,119.192255,,,,,69.947937,131.384269,,,,,530.617937,592.054269,,,
55.114399,63.435577,,,,,60.213808,119.2003,,,,,69.943426,131.38892,,,,,530.613426,592.05892,,,
55.160033,63.435823,,,,,60.208221,119.151368,,,,,69.938028,131.393947,,,,,530.608028,592.063947,,,
55.261839,63.435708,,,,,60.202726,119.14924,,,,,69.933333,131.397729,,,,,530.603333,592.067729,,,
55.139806,63.435991,,,,,60.201542,119.181434,,,,,69.928301,131.401943,,,,,530.598301,592.071943,,,
55.156083,63.43618,,,,,60.198506,119.190546,,,,,69.924401,131.405186,,,,,530.594401,592.075186,,,
55.160072,63.436036,,,,,60.193538,119.237334,,,,,69.919274,131.40869,,,,,530.589274,592.07869,,,
55.115104,63.436274,,,,,60.188452,119.194301,,,,,69.914947,131.411231,,,,,530.584947,592.081231,,,
55.244458,63.4365,,,,,60.186309,119.164222,,,,,69.910007,131.413561,,,,,530.580007,592.083561,,,
55.313935,63.436426,,,,,60.183471,119.157954,,,,,69.906162,131.415164,,,,,530.576162,592.085164,,,
55.311213,63.436398,,,,,60.181603,119.183199,,,,,69.901885,131.416684,,,,,530.571885,592.086684,,,
55.342524,63.436306,,,,,60.180809,119.221078,,,,,69.898403,131.417881,,,,,530.568403,592.087881,,,
55.30165,63.436568,,,,,60.180094,119.224988,,,,,69.89445,131.419813,,,,,530.56445,592.089813,,,
55.297152,63.436256,,,,,60.181399,119.284255,,,,,69.890952,131.421814,,,,,530.560952,592.091814,,,
55.308501,63.436492,,,,,60.179835,119.359296,,,,,69.886967,131.424333,,,,,530.556967,592.094333,,,
55.34843,63.43661,,,,,60.17902,119.35391,,,,,69.883694,131.426365,,,,,530.553694,592.096365,,,
55.253643,63.436384,,,,,60.178718,119.371469,,,,,69.879929,131.428513,,,,,530.549929,592.098513,,,
55.309723,63.436534,,,,,60.178622,119.316738,,,,,69.876792,131.429905,,,,,530.546792,592.099905,,,
55.420156,63.436558,,,,,60.178562,119.289487,,,,,69.872919,131.431475,,,,,530.542919,592.101475,,,
55.364477,63.436731,,,,,60.179418,119.285453,,,,,69.869779,131.432666,,,,,530.539779,592.102666,,,
55.298912,63.436673,,,,,60.181104,119.343557,,,,,69.86592,131.433663,,,,,530.53592,592.103663,,,
55.299033,63.436631,,,,,60.181664,119.373782,,,,,69.862645,131.434108,,,,,530.532645,592.104108,,,
55.335663,63.436314,,,,,60.179967,119.367547,,,,,69.858522,131.434022,,,,,530.528522,592.104022,,,
55.325727,63.435944,,,,,60.179039,119.38833,,,,,69.855478,131.433629,,,,,530.525478,592.103629,,,
55.380927,63.435765,,,,,60.179903,119.365517,,,,,69.85223,131.4331,,,,,530.52223,592.1031,,,
55.381863,63.435852,,,,,60.18206,119.37636,,,,,69.849356,131.432507,,,,,530.519356,592.102507,,,
55.251746,63.435595,,,,,60.18169,119.416541,,,,,69.845674,131.431839,,,,,530.515674,592.101839,,,
55.189736,63.435687,,,,,60.182791,119.394341,,,,,69.842311,131.431308,,,,,530.512311,592.101308,,,
55.167531,63.435603,,,,,60.180575,119.384171,,,,,69.838485,131.430757,,,,,530.508485,592.100757,,,
55.061793,63.435522,,,,,60.175698,119.325811,,,,,69.83557,131.430058,,,,,530.50557,592.100058,,,
54.994025,63.435369,,,,,60.170982,119.288616,,,,,69.831907,131.428928,,,,,530.501907,592.098928,,,
55.042319,63.435508,,,,,60.166059,119.246936,,,,,69.829331,131.427901,,,,,530.499331,592.097901,,,
55.108025,63.435472,,,,,60.164657,119.143586,,,,,69.826512,131.426643,,,,,530.496512,592.096643,,,
55.031783,63.435322,,,,,60.160441,119.155411,,,,,69.824349,131.425541,,,,,530.494349,592.095541,,,
55.056275,63.435215,,,,,60.156888,119.140437,,,,,69.821913,131.424129,,,,,530.491913,592.094129,,,
55.060385,63.434832,,,,,60.154232,119.151712,,,,,69.820259,131.422768,,,,,530.490259,592.092768,,,
54.935367,63.434659,,,,,60.152317,119.166782,,,,,69.818531,131.420564,,,,,530.488531,592.090564,,,
54.954151,63.434562,,,,,60.148964,119.207453,,,,,69.817033,131.418524,,,,,530.487033,592.088524,,,
54.888972,63.434142,,,,,60.144587,119.183022,,,,,69.815421,131.4163,,,,,530.485421,592.0863,,,
54.824609,63.434147,,,,,60.139966,119.165686,,,,,69.814075,131.414738,,,,,530.484075,592.084738,,,
54.815306,63.434265,,,,,60.136588,119.210901,,,,,69.813224,131.413951,,,,,530.483224,592.083951,,,
54.798029,63.434425,,,,,60.132282,119.164988,,,,,69.812302,131.413742,,,,,530.482302,592.083742,,,
54.757318,63.434625,,,,,60.129318,119.151366,,,,,69.811427,131.413842,,,,,530.481427,592.083842,,,
54.733653,63.434239,,,,,60.125346,119.157598,,,,,69.810835,131.414229,,,,,530.480835,592.084229,,,
54.717156,63.434444,,,,,60.121244,119.17909,,,,,69.809921,131.414947,,,,,530.479921,592.084947,,,
54.75014,63.434433,,,,,60.114088,119.222264,,,,,69.80903,131.415598,,,,,530.47903,592.085598,,,
54.751603,63.434543,,,,,60.110521,119.234752,,,,,69.808573,131.416102,,,,,530.478573,592.086102,,,
54.898073,63.434373,,,,,60.106574,119.260287,,,,,69.807731,131.417614,,,,,530.477731,592.087614,,,
54.962838,63.434066,,,,,60.103815,119.285583,,,,,69.807268,131.419239,,,,,530.477268,592.089239,,,
54.8579,63.433977,,,,,60.096623,119.273853,,,,,69.80631,131.421165,,,,,530.47631,592.091165,,,
54.762595,63.433838,,,,,60.090864,119.34468,,,,,69.805088,131.422991,,,,,530.475088,592.092991,,,
54.823324,63.433447,,,,,60.085195,119.2812,,,,,69.803654,131.425371,,,,,530.473654,592.095371,,,
54.912344,63.433615,,,,,60.082079,119.254597,,,,,69.802468,131.427311,,,,,530.472468,592.097311,,,
54.889662,63.433672,,,,,60.073867,119.233643,,,,,69.800189,131.429838,,,,,530.470189,592.099838,,,
55.020605,63.433628,,,,,60.066944,119.212891,,,,,69.797668,131.43209,,,,,530.467668,592.10209,,,
55.041766,63.433473,,,,,60.062211,119.181495,,,,,69.794811,131.434637,,,,,530.464811,592.104637,,,
55.131295,63.433337,,,,,60.057113,119.171588,,,,,69.792439,131.436618,,,,,530.462439,592.106618,,,
55.105297,63.433106,,,,,60.051749,119.138362,,,,,69.789483,131.438734,,,,,530.459483,592.108734,,,
55.086051,63.432967,,,,,60.048174,119.024275,,,,,69.786879,131.440446,,,,,530.456879,592.110446,,,
55.054788,63.43265,,,,,60.044957,119.056687,,,,,69.783681,131.442102,,,,,530.453681,592.112102,,,
55.093516,63.432555,,,,,60.038676,119.085745,,,,,69.780544,131.443393,,,,,530.450544,592.113393,,,
55.042723,63.432739,,,,,60.032689,119.050166,,,,,69.776619,131.445013,,,,,530.446619,592.115013,,,
55.038888,63.432385,,,,,60.029367,119.016959,,,,,69.773974,131.446494,,,,,530.443974,592.116494,,,
54.87873,63.432193,,,,,60.021317,119.002874,,,,,69.77096,131.448131,,,,,530.44096,592.118131,,,
54.870106,63.431868,,,,,60.014121,118.976468,,,,,69.768318,131.449878,,,,,530.438318,592.119878,,,
54.805045,63.407502,,,,,60.007579,118.945114,,,,,69.766402,131.452011,,,,,530.436402,592.122011,,,
54.771251,63.387346,,,,,59.996804,118.974654,,,,,69.766331,131.454173,,,,,530.436331,592.124173,,,
54.802855,63.363054,,,,,59.986879,118.981439,,,,,69.768101,131.457458,,,,,530.438101,592.127458,,,
54.747674,63.342751,,,,,59.981244,118.898917,,,,,69.77118,131.460828,,,,,530.44118,592.130828,,,
54.617285,63.318474,,,,,59.971313,119.004488,,,,,69.77598,131.465109,,,,,530.44598,592.135109,,,
54.524026,63.298192,,,,,59.960322,119.028634,,,,,69.780734,131.468772,,,,,530.450734,592.138772,,,
54.485636,63.273826,,,,,59.948903,119.016832,,,,,69.788082,131.473732,,,,,530.458082,592.143732,,,
54.330383,63.253366,,,,,59.939746,119.082258,,,,,69.795114,131.478113,,,,,530.465114,592.148113,,,
54.26752,63.229074,,,,,59.927733,119.047824,,,,,69.804615,131.483853,,,,,530.474615,592.153853,,,
54.132847,63.208687,,,,,59.917339,119.003894,,,,,69.813051,131.489019,,,,,530.483051,592.159019,,,
54.111081,63.18441,,,,,59.907731,119.015763,,,,,69.824363,131.49537,,,,,530.494363,592.16537,,,
54.147369,63.164123,,,,,59.892921,119.020463,,,,,69.834505,131.500826,,,,,530.504505,592.170826,,,
54.146724,63.139977,,,,,59.881395,119.030869,,,,,69.847353,131.507795,,,,,530.517353,592.177795,,,
54.156964,63.119457,,,,,59.87141,119.036803,,,,,69.859224,131.513563,,,,,530.529224,592.183563,,,
54.148135,63.095038,,,,,59.861157,119.008027,,,,,69.875061,131.520134,,,,,530.545061,592.190134,,,
54.1776,63.074586,,,,,59.851066,119.011296,,,,,69.888979,131.524941,,,,,530.558979,592.194941,,,
54.284122,63.050016,,,,,59.844555,119.077404,,,,,69.906638,131.530252,,,,,530.576638,592.200252,,,
54.354355,63.029912,,,,,59.842294,119.039122,,,,,69.921738,131.534154,,,,,530.591738,592.204154,,,
54.288644,63.025962,,,,,59.838818,119.011171,,,,,69.93987,131.537628,,,,,530.60987,592.207628,,,
54.261068,63.025666,,,,,59.842177,118.988975,,,,,69.954496,131.539176,,,,,530.624496,592.209176,,,
54.24456,63.050063,,,,,59.84789,118.930779,,,,,69.971704,131.53937,,,,,530.641704,592.20937,,,
54.370915,63.070458,,,,,59.851717,118.953723,,,,,69.985306,131.537689,,,,,530.655306,592.207689,,,
54.532826,63.094705,,,,,59.85743,118.864716,,,,,70.001077,131.534433,,,,,530.671077,592.204433,,,
54.569025,63.114809,,,,,59.863057,118.771798,,,,,70.013969,131.531332,,,,,530.683969,592.201332,,,
54.577277,63.139143,,,,,59.869097,118.812339,,,,,70.029796,131.52675,,,,,530.699796,592.19675,,,
54.597782,63.159349,,,,,59.87723,118.815728,,,,,70.04369,131.522308,,,,,530.71369,592.192308,,,
54.544633,63.175474,,,,,59.889135,118.77397,,,,,70.060534,131.516329,,,,,530.730534,592.186329,,,
54.625961,63.195984,,,,,59.899399,118.773238,,,,,70.074885,131.510713,,,,,530.744885,592.180713,,,
54.737524,63.220188,,,,,59.911268,118.78276,,,,,70.092512,131.503019,,,,,530.762512,592.173019,,,
54.73257,63.240509,,,,,59.925999,118.726708,,,,,70.107226,131.495991,,,,,530.777226,592.165991,,,
54.793161,63.264799,,,,,59.938329,118.705275,,,,,70.125252,131.486806,,,,,530.795252,592.156806,,,
54.759944,63.285259,,,,,59.949353,118.611342,,,,,70.14068,131.478793,,,,,530.81068,592.148793,,,
54.727363,63.309725,,,,,59.964236,118.575795,,,,,70.1596,131.469234,,,,,530.8296,592.139234,,,
54.705736,63.3305,,,,,59.976149,118.533153,,,,,70.175515,131.461346,,,,,530.845515,592.131346,,,
54.629381,63.354881,,,,,59.993806,118.466739,,,,,70.19473,131.452105,,,,,530.86473,592.122105,,,
54.57702,63.37936,,,,,60.004868,118.502259,,,,,70.213936,131.443588,,,,,530.883936,592.113588,,,
54.645469,63.399812,,,,,60.017637,118.519063,,,,,70.229992,131.43732,,,,,530.899992,592.10732,,,
54.644147,63.424472,,,,,60.028714,118.551386,,,,,70.249022,131.430417,,,,,530.919022,592.100417,,,
54.666077,63.424616,,,,,60.034886,118.56026,,,,,70.264381,131.42534,,,,,530.934381,592.09534,,,
54.645538,63.424288,,,,,60.042082,118.522146,,,,,70.279834,131.421021,,,,,530.949834,592.091021,,,
54.516318,63.424619,,,,,60.054725,118.532655,,,,,70.298826,131.416489,,,,,530.968826,592.086489,,,
54.524978,63.424828,,,,,60.063412,118.610482,,,,,70.318094,131.412437,,,,,530.988094,592.082437,,,
54.460082,63.424889,,,,,60.074271,118.530867,,,,,70.333224,131.409336,,,,,531.003224,592.079336,,,
54.476283,63.425169,,,,,60.083875,118.474997,,,,,70.350425,131.406021,,,,,531.020425,592.076021,,,
54.509687,63.433363,,,,,60.088478,118.463442,,,,,70.364534,131.403752,,,,,531.034534,592.073752,,,
54.45966,63.43352,,,,,60.095631,118.456873,,,,,70.380912,131.402038,,,,,531.050912,592.072038,,,
54.43391,63.433743,,,,,60.098952,118.471648,,,,,70.394163,131.401442,,,,,531.064163,592.071442,,,
54.404359,63.433929,,,,,60.10362,118.49717,,,,,70.409833,131.401284,,,,,531.079833,592.071284,,,
54.368025,63.434045,,,,,60.108388,118.508151,,,,,70.422784,131.401721,,,,,531.092784,592.071721,,,
54.418105,63.434166,,,,,60.117777,118.512004,,,,,70.437455,131.402561,,,,,531.107455,592.072561,,,
54.523908,63.43426,,,,,60.122419,118.541333,,,,,70.448531,131.403471,,,,,531.118531,592.073471,,,
54.619742,63.434289,,,,,60.127644,118.587925,,,,,70.461273,131.404832,,,,,531.131273,592.074832,,,
54.675626,63.434449,,,,,60.128872,118.578202,,,,,70.47129,131.406213,,,,,531.14129,592.076213,,,
54.667522,63.434601,,,,,60.134286,118.527197,,,,,70.483126,131.407933,,,,,531.153126,592.077933,,,
54.631841,63.434656,,,,,60.137866,118.550164,,,,,70.492746,131.409283,,,,,531.162746,592.079283,,,
54.628663,63.434753,,,,,60.14397,118.518476,,,,,70.503781,131.411337,,,,,531.173781,592.081337,,,
54.537688,63.434853,,,,,60.152305,118.525334,,,,,70.512595,131.41296,,,,,531.182595,592.08296,,,
54.520352,63.435424,,,,,60.160273,118.586531,,,,,70.522895,131.41483,,,,,531.192895,592.08483,,,
54.598479,63.435404,,,,,60.159032,118.595708,,,,,70.530985,131.416818,,,,,531.200985,592.086818,,,
54.647735,63.435716,,,,,60.16249,118.610478,,,,,70.540441,131.419723,,,,,531.210441,592.089723,,,
54.651617,63.435713,,,,,60.16515,118.645169,,,,,70.548385,131.422702,,,,,531.218385,592.092702,,,
54.666268,63.435692,,,,,60.167735,118.670812,,,,,70.557859,131.427222,,,,,531.227859,592.097222,,,
54.748028,63.435862,,,,,60.172548,118.706385,,,,,70.565589,131.431149,,,,,531.235589,592.101149,,,
54.864661,63.435784,,,,,60.176757,118.707647,,,,,70.574474,131.435508,,,,,531.244474,592.105508,,,
54.851186,63.435487,,,,,60.183175,118.704067,,,,,70.581086,131.438778,,,,,531.251086,592.108778,,,
54.825472,63.435262,,,,,60.188512,118.678329,,,,,70.588474,131.44341,,,,,531.258474,592.11341,,,
54.887847,63.435283,,,,,60.192461,118.679492,,,,,70.594277,131.447696,,,,,531.264277,592.117696,,,
54.909558,63.435272,,,,,60.19671,118.692429,,,,,70.601412,131.453141,,,,,531.271412,592.123141,,,
54.881175,63.434952,,,,,60.203618,118.683043,,,,,70.607666,131.457806,,,,,531.277666,592.127806,,,
54.826159,63.434674,,,,,60.209722,118.767031,,,,,70.614465,131.46369,,,,,531.284465,592.13369,,,
54.865928,63.434646,,,,,60.215847,118.775389,,,,,70.619763,131.468502,,,,,531.289763,592.138502,,,
54.974239,63.434504,,,,,60.223401,118.85701,,,,,70.625814,131.474055,,,,,531.295814,592.144055,,,
55.088401,63.43436,,,,,60.224772,118.859471,,,,,70.630628,131.478709,,,,,531.300628,592.148709,,,
55.161687,63.43426,,,,,60.227527,118.850078,,,,,70.636392,131.48417,,,,,531.306392,592.15417,,,
55.203977,63.434247,,,,,60.230927,118.839163,,,,,70.640953,131.489166,,,,,531.310953,592.159166,,,
55.259046,63.433846,,,,,60.231968,118.772478,,,,,70.646429,131.49517,,,,,531.316429,592.16517,,,
55.173128,63.433615,,,,,60.236492,118.821205,,,,,70.650849,131.500258,,,,,531.320849,592.170258,,,
55.156426,63.433232,,,,,60.243615,118.760532,,,,,70.655821,131.506521,,,,,531.325821,592.176521,,,
55.222471,63.433316,,,,,60.248024,118.706479,,,,,70.660101,131.511625,,,,,531.330101,592.181625,,,
55.141004,63.433533,,,,,60.256745,118.691088,,,,,70.665411,131.517443,,,,,531.335411,592.187443,,,
55.117341,63.433305,,,,,60.259754,118.68304,,,,,70.669738,131.522013,,,,,531.339738,592.192013,,,
55.071642,63.433153,,,,,60.263799,118.691999,,,,,70.674555,131.527235,,,,,531.344555,592.197235,,,
55.15512,63.433213,,,,,60.268207,118.752997,,,,,70.678836,131.531986,,,,,531.348836,592.201986,,,
55.158105,63.433229,,,,,60.274685,118.746959,,,,,70.684493,131.537698,,,,,531.354493,592.207698,,,
55.144157,63.43341,,,,,60.281562,118.751801,,,,,70.688957,131.541965,,,,,531.358957,592.211965,,,
55.039712,63.433368,,,,,60.288353,118.775652,,,,,70.69361,131.546674,,,,,531.36361,592.216674,,,
55.027697,63.433523,,,,,60.291647,118.785376,,,,,70.69718,131.550396,,,,,531.36718,592.220396,,,
55.019745,63.433672,,,,,60.293184,118.731945,,,,,70.701576,131.554465,,,,,531.371576,592.224465,,,
54.987524,63.433804,,,,,60.298382,118.674373,,,,,70.70549,131.557919,,,,,531.37549,592.227919,,,
54.91932,63.441976,,,,,60.305099,118.573357,,,,,70.710814,131.562172,,,,,531.380814,592.232172,,,
54.741718,63.442034,,,,,60.312598,118.578746,,,,,70.715832,131.565999,,,,,531.385832,592.235999,,,
54.698686,63.446186,,,,,60.31554,118.60276,,,,,70.721737,131.570784,,,,,531.391737,592.240784,,,
54.714454,63.458264,,,,,60.31895,118.639661,,,,,70.728203,131.575728,,,,,531.398203,592.245728,,,
54.704933,63.466505,,,,,60.329184,118.679752,,,,,70.733656,131.580387,,,,,531.403656,592.250387,,,
54.769984,63.491106,,,,,60.339837,118.677185,,,,,70.740279,131.585809,,,,,531.410279,592.255809,,,
54.72109,63.499379,,,,,60.346946,118.674119,,,,,70.74598,131.589603,,,,,531.41598,592.259603,,,
54.646387,63.519509,,,,,60.355484,118.711354,,,,,70.752578,131.593778,,,,,531.422578,592.263778,,,
54.729173,63.531392,,,,,60.360581,118.772955,,,,,70.757445,131.597255,,,,,531.427445,592.267255,,,
54.639468,63.53967,,,,,60.371668,118.853022,,,,,70.763077,131.601959,,,,,531.433077,592.271959,,,
54.544825,63.543756,,,,,60.381681,118.815636,,,,,70.768263,131.606117,,,,,531.438263,592.276117,,,
54.457782,63.568303,,,,,60.396644,118.776686,,,,,70.774449,131.610214,,,,,531.444449,592.280214,,,
54.494097,63.588989,,,,,60.408087,118.805148,,,,,70.778531,131.612647,,,,,531.448531,592.282647,,,
54.547272,63.613523,,,,,60.42467,118.81249,,,,,70.782109,131.614557,,,,,531.452109,592.284557,,,
54.640649,63.633736,,,,,60.437865,118.82157,,,,,70.783956,131.615378,,,,,531.453956,592.285378,,,
54.693619,63.658149,,,,,60.457481,118.851648,,,,,70.784939,131.615962,,,,,531.454939,592.285962,,,
54.754462,63.678552,,,,,60.471108,118.893812,,,,,70.784488,131.616193,,,,,531.454488,592.286193,,,
54.775424,63.702976,,,,,60.489956,118.927578,,,,,70.782484,131.61606,,,,,531.452484,592.28606,,,
54.87365,63.719166,,,,,60.50311,118.997542,,,,,70.779348,131.61582,,,,,531.449348,592.28582,,,
54.994288,63.73939,,,,,60.521287,118.999361,,,,,70.774146,131.615088,,,,,531.444146,592.285088,,,
55.033365,63.75957,,,,,60.534684,119.029172,,,,,70.768836,131.6142,,,,,531.438836,592.2842,,,
54.967118,63.767675,,,,,60.549074,119.043144,,,,,70.760792,131.613109,,,,,531.430792,592.283109,,,
55.003701,63.7797,,,,,60.555834,119.020666,,,,,70.7526,131.612113,,,,,531.4226,592.282113,,,
54.974507,63.783524,,,,,60.563268,119.069378,,,,,70.74127,131.611052,,,,,531.41127,592.281052,,,
54.998891,63.791437,,,,,60.570159,119.127332,,,,,70.730381,131.610682,,,,,531.400381,592.280682,,,
54.987298,63.799647,,,,,60.579197,119.167071,,,,,70.715703,131.611534,,,,,531.385703,592.281534,,,
54.942501,63.803793,,,,,60.58266,119.150403,,,,,70.703066,131.612889,,,,,531.373066,592.282889,,,
54.917773,63.824272,,,,,60.585408,119.152944,,,,,70.686976,131.614816,,,,,531.356976,592.284816,,,
55.055847,63.840536,,,,,60.584549,119.192673,,,,,70.671936,131.616867,,,,,531.341936,592.286867,,,
55.136419,63.840625,,,,,60.579814,119.238332,,,,,70.652314,131.620669,,,,,531.322314,592.290669,,,
55.121286,63.840497,,,,,60.572003,119.253113,,,,,70.635361,131.625437,,,,,531.305361,592.295437,,,
55.043977,63.840483,,,,,60.559724,119.326017,,,,,70.61503,131.632819,,,,,531.28503,592.302819,,,
55.00315,63.840719,,,,,60.551234,119.339365,,,,,70.597955,131.640143,,,,,531.267955,592.310143,,,
54.982241,63.832563,,,,,60.534291,119.359237,,,,,70.576864,131.650402,,,,,531.246864,592.320402,,,
54.973413,63.812157,,,,,60.522354,119.347984,,,,,70.559313,131.659774,,,,,531.229313,592.329774,,,
55.026687,63.787673,,,,,60.498658,119.390859,,,,,70.538278,131.672439,,,,,531.208278,592.342439,,,
54.941263,63.767349,,,,,60.484734,119.385696,,,,,70.520991,131.68391,,,,,531.190991,592.35391,,,
54.888256,63.743146,,,,,60.462643,119.422394,,,,,70.500149,131.698596,,,,,531.170149,592.368596,,,
54.896867,63.722919,,,,,60.447019,119.43972,,,,,70.482218,131.711628,,,,,531.152218,592.381628,,,
54.917484,63.698695,,,,,60.430769,119.471136,,,,,70.460913,131.727745,,,,,531.130913,592.397745,,,
54.970968,63.678547,,,,,60.411987,119.465261,,,,,70.44317,131.741228,,,,,531.11317,592.411228,,,
54.971451,63.654538,,,,,60.397623,119.512397,,,,,70.421474,131.757462,,,,,531.091474,592.427462,,,
54.947025,63.634521,,,,,60.38442,119.44036,,,,,70.403582,131.770951,,,,,531.073582,592.440951,,,
55.015713,63.610268,,,,,60.369869,119.443211,,,,,70.382132,131.786488,,,,,531.052132,592.456488,,,
55.056335,63.58998,,,,,60.359565,119.512573,,,,,70.364083,131.79912,,,,,531.034083,592.46912,,,
55.109573,63.565725,,,,,60.344798,119.501717,,,,,70.342074,131.813878,,,,,531.012074,592.483878,,,
55.080782,63.545406,,,,,60.333496,119.488921,,,,,70.324317,131.825324,,,,,530.994317,592.495324,,,
