Torad 40 Ton Compressor Load Stand
C Bradshaw
Measured on:
Tuesday, September 4, 2018
10:09:15 AM

5
Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2
F,F,F,F,F,F,F,psia,psia,psia,psia,psia,psia,psia,psia,psia,lb/min,lb/min,lb/min,lb/min,lb/min,lb/min,psia,rpm
-0.885458,19.539007,0.150586,414.694298,-0.974937,-1.879033,0.000000,0.000000,0.058528,-0.862835,19.494195,-250.001508,19.272631,0.215504,19.314981,0.147850,19.307220,0.082190,0.040210,-0.872233,-0.639206,0.485465,-2.946340,0.984665
-0.886677,19.539087,0.151941,414.694298,-0.978571,-1.877547,0.000000,0.000000,0.059097,-0.862206,19.494153,-250.001519,19.272748,0.216146,19.314926,0.147463,19.307169,0.082815,0.040198,-0.872600,-0.637585,0.485366,-2.945815,0.984663
-0.888121,19.539167,0.152466,414.694298,-0.979489,-1.877249,0.000000,0.000000,0.059559,-0.858965,19.494229,-250.001570,19.272886,0.216364,19.315055,0.147872,19.307249,0.081874,0.040152,-0.871980,-0.638895,0.485722,-2.945536,0.984669
-0.890447,19.539324,0.153361,440.104589,-0.978639,-1.877249,0.000000,0.000000,0.060539,-0.859090,19.494261,-250.001621,19.272861,0.218034,19.314985,0.148989,19.307358,0.082611,0.040169,-0.871384,-0.638310,0.486582,-2.944995,0.984669
-0.891431,19.539403,0.154235,465.514880,-0.980726,-1.877368,0.000000,0.000000,0.060757,-0.862442,19.494254,-250.001603,19.272887,0.220211,19.314922,0.149260,19.307242,0.082864,0.040174,-0.871384,-0.637857,0.487091,-2.945225,0.984665
-0.892207,19.539462,0.154108,490.925172,-0.978517,-1.879003,0.000000,0.000000,0.060641,-0.861849,19.494293,-250.001583,19.272827,0.220857,19.314941,0.149863,19.307267,0.082318,0.039586,-0.871544,-0.638621,0.487336,-2.945012,0.984666
-0.892942,19.539522,0.154989,516.335463,-0.977309,-1.878379,0.000000,0.000000,0.060913,-0.858347,19.494235,-250.001562,19.272713,0.221795,19.314858,0.149478,19.307195,0.082988,0.039589,-0.871292,-0.637477,0.487787,-2.945159,0.984667
-0.893771,19.539652,0.155520,516.335463,-0.980218,-1.877993,0.000000,0.000000,0.062366,-0.858329,19.494276,-250.001528,19.272800,0.222422,19.314863,0.151047,19.307257,0.084000,0.039614,-0.870948,-0.637428,0.487842,-2.944438,0.984661
-0.893622,19.539715,0.156970,516.335463,-0.977127,-1.878260,0.000000,0.000000,0.062512,-0.861685,19.494346,-250.001556,19.272981,0.223260,19.315041,0.149368,19.307269,0.084596,0.039708,-0.870489,-0.638916,0.487964,-2.943996,0.984659
-0.892550,19.539773,0.157905,516.335463,-0.974258,-1.878260,0.000000,0.000000,0.063036,-0.861252,19.494574,-250.001610,19.273243,0.222934,19.315137,0.148568,19.307430,0.085080,0.039708,-0.870581,-0.638023,0.488785,-2.943864,0.984658
-0.892014,19.539831,0.158319,516.335463,-0.976198,-1.879390,0.000000,0.000000,0.063764,-0.860498,19.494633,-250.001585,19.273338,0.224340,19.315269,0.148783,19.307601,0.085555,0.039705,-0.870351,-0.639772,0.488926,-2.943225,0.984658
-0.890996,19.539965,0.161670,567.156045,-0.977785,-1.879033,0.000000,0.000000,0.065061,-0.854531,19.494539,-250.001544,19.273493,0.224943,19.315561,0.147527,19.307745,0.085960,0.039655,-0.869663,-0.639479,0.489272,-2.942733,0.984665
-0.890026,19.540020,0.161689,592.566336,-0.976541,-1.879330,0.000000,0.000000,0.066337,-0.856968,19.494414,-250.001523,19.273522,0.225873,19.315546,0.147827,19.307830,0.086012,0.039658,-0.869089,-0.639108,0.490467,-2.942193,0.984669
-0.890708,19.540081,0.162165,617.976628,-0.977263,-1.879182,0.000000,0.000000,0.066409,-0.855964,19.494354,-250.001518,19.273580,0.225802,19.315669,0.148385,19.307992,0.085976,0.039670,-0.868056,-0.638467,0.491362,-2.942570,0.984670
-0.891678,19.540142,0.163356,643.386919,-0.978017,-1.879509,0.000000,0.000000,0.066021,-0.852887,19.494423,-250.001597,19.273713,0.225712,19.315655,0.148022,19.308186,0.086781,0.039637,-0.867552,-0.639254,0.491773,-2.942061,0.984670
-0.893502,19.540252,0.163861,694.207501,-0.977134,-1.879301,0.000000,0.000000,0.066766,-0.853273,19.494820,-250.001569,19.274075,0.226279,19.315766,0.147180,19.308373,0.086062,0.039646,-0.866702,-0.639005,0.492958,-2.942652,0.984669
-0.894753,19.540317,0.164771,719.617793,-0.980826,-1.879568,0.000000,0.000000,0.067005,-0.856746,19.494998,-250.001528,19.274117,0.226773,19.315833,0.145562,19.308393,0.086303,0.039677,-0.866473,-0.639351,0.493508,-2.942422,0.984676
-0.896099,19.540383,0.165746,719.617793,-0.981655,-1.879241,0.000000,0.000000,0.067199,-0.856042,19.495153,-250.001497,19.274220,0.227300,19.315811,0.144782,19.308408,0.087452,0.039673,-0.866886,-0.638907,0.493134,-2.942094,0.984678
-0.897171,19.540438,0.165941,694.207501,-0.978967,-1.879152,0.000000,0.000000,0.066222,-0.855403,19.495041,-250.001467,19.274219,0.227477,19.315796,0.143861,19.308474,0.088066,0.040088,-0.866266,-0.640218,0.493004,-2.942275,0.984677
-0.898784,19.540554,0.168030,643.386919,-0.980886,-1.877903,0.000000,0.000000,0.066877,-0.852530,19.495160,-250.001439,19.274361,0.229692,19.315889,0.144097,19.308567,0.088406,0.040104,-0.865486,-0.639970,0.493492,-2.941947,0.984680
-0.898400,19.540611,0.168587,617.976628,-0.978417,-1.877933,0.000000,0.000000,0.067278,-0.855971,19.495158,-250.001442,19.274303,0.230448,19.315886,0.144420,19.308653,0.088633,0.040227,-0.864844,-0.639687,0.493675,-2.942275,0.984680
