Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Saturday, September 29, 2018
7:40:29 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,eta_is,Q_dot,eta_vol,DT_sup,DT_sub
psia,C,psia,C,lbm/min,lbm/min,rpm,psia,psia,lbm/min,C,psia,C,psia,C,psia,C,C,lb/min,lb/min,C,psia,psia,lbm/min,,kW,,C,C
-3.003012,464.755163,-12.079433,-67.972055,-0.383399,-2.581257,0.000000,0.694573,0.007540,-0.875939,19.604689,0.015753,19.651179,-15.678725,19.649877,-0.399056,19.698699,-0.307859,-1.146099,0.053317,0.000000,-250.011459,157.430094,-0.745324,0.634468,289.182014,0.902622,10.054310,10.014069
-3.003877,540.849159,-12.077561,-144.141944,-0.386245,-2.580060,0.000000,0.694578,-0.009534,-0.894924,19.606182,0.011455,19.652341,-15.696758,19.649309,-0.402172,19.699777,-0.314790,-1.145772,0.053641,0.000000,-250.011607,157.430375,-0.716666,0.634468,289.182014,0.902622,10.054310,10.014069
-3.003357,261.837840,-12.081535,389.047279,-0.428285,-2.573602,0.000000,0.694580,-0.014686,-0.917978,19.608813,-0.009844,19.653751,-15.687333,19.650202,-0.407974,19.701526,-0.319787,-1.139708,0.055562,0.000000,-250.011228,157.414618,-0.743559,0.634468,289.182014,0.902622,10.054310,10.014069
-3.003092,-17.173479,-12.085986,414.437242,-0.467939,-2.579109,0.000000,0.694580,-0.026109,-0.912729,19.609398,-0.008989,19.651313,-15.684937,19.648611,-0.429083,19.698938,-0.315448,-1.156831,0.050636,0.000000,-250.011751,157.413942,-0.717348,0.634468,289.182014,0.902622,10.054310,10.014069
-3.003335,-42.538144,-12.087840,439.827205,-0.503393,-2.579372,0.000000,0.694561,-0.052481,-0.893040,19.612283,-0.005006,19.651645,-15.693612,19.649943,-0.429300,19.699660,-0.311354,-1.148864,0.050951,0.000000,-250.011987,157.409350,-0.716191,0.634468,289.182014,0.902622,10.054310,10.014069
-3.002710,-42.538144,-12.088830,-42.582092,-0.461468,-2.586207,0.000000,0.694566,-0.054496,-0.894988,19.611366,-0.008950,19.648495,-15.694323,19.648880,-0.435630,19.699657,-0.318098,-1.163639,0.052667,0.000000,-250.012000,157.413610,-0.716959,0.634468,289.182014,0.902622,10.054310,10.014069
-3.003036,337.931836,-12.086893,-42.582092,-0.440172,-2.590583,0.000000,0.694566,-0.061372,-0.863021,19.612059,-0.008200,19.647863,-15.703217,19.650825,-0.436975,19.700242,-0.318994,-1.175828,0.050725,0.000000,-250.012123,157.431897,-0.716416,0.634468,289.182014,0.902622,10.054310,10.014069
-3.002703,185.743844,-12.083725,185.927575,-0.416880,-2.588387,0.000000,0.694555,-0.056655,-0.842389,19.611317,-0.016379,19.650956,-15.708151,19.653276,-0.423405,19.703219,-0.318204,-1.177107,0.050567,0.000000,-250.012387,157.433373,-0.743759,0.634468,289.182014,0.902622,10.054310,10.014069
-3.003262,8.191187,-12.085412,871.456576,-0.401689,-2.588239,0.000000,0.694567,-0.046092,-0.879119,19.609983,-0.014347,19.650163,-15.721190,19.653214,-0.441470,19.700267,-0.306516,-1.185133,0.052140,0.000000,-250.012366,157.444868,-0.727647,0.634468,289.182014,0.902622,10.054310,10.014069
