Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Monday, November 5, 2018
4:19:07 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio
bar,C,bar,C,kg/s,kg/s,rpm,bar,bar,kg/s,C,bar,C,bar,C,bar,C,C,kg/s,kg/s,C,bar,bar,kg/s,kW,,kW,,C,C,
3.759259,28.864115,11.766396,79.713214,0.406897,0.414942,59.125886,0.880459,11.632256,0.010715,29.226548,3.797209,78.716704,11.758310,76.634267,11.668327,20.561612,11.615684,0.000014,0.000102,0.000000,-16.356919,11.667335,0.003389,15.846120,0.694952,81.079898,0.922355,21.755296,24.495536,3.130501
3.759284,28.868429,11.767606,79.717169,0.406799,0.414942,59.151555,0.880532,11.632096,0.010714,29.230809,3.797195,78.721270,11.758040,76.639094,11.667978,20.562244,11.615516,0.000014,0.000102,0.000000,-16.356845,11.666964,0.003390,15.844207,0.695007,81.081350,0.922344,21.759752,24.493868,3.130312
3.759216,28.872693,11.767422,79.721085,0.406735,0.414942,7.873971,0.880538,11.631826,0.010714,29.235155,3.797317,78.725521,11.757655,76.643793,11.667648,20.562743,11.615190,0.000014,0.000101,0.000000,-16.356834,11.666626,0.003389,15.845179,0.694955,81.082284,0.922601,21.762893,24.492984,3.129978
3.759166,28.876947,11.764966,79.725073,0.406684,0.414942,59.137893,0.880596,11.631550,0.010714,29.239075,3.797311,78.729632,11.757405,76.648674,11.667393,20.562985,11.615047,0.000014,0.000101,0.000000,-16.356775,11.665456,0.003401,15.843285,0.695108,81.083511,0.922211,21.767009,24.491792,3.130278
3.759215,28.879807,11.765031,79.727693,0.406673,0.414942,59.138565,0.880567,11.631176,0.012595,29.242052,3.797520,78.732764,11.757067,76.652249,11.667055,20.563441,11.614730,0.000014,0.000102,0.000000,-16.356801,11.665009,0.004035,15.842571,0.695085,81.084915,6.928188,21.771802,24.490212,3.130286
3.759383,28.884292,11.767145,79.731382,0.406909,0.414939,59.150579,0.880661,11.631580,0.012119,29.245912,3.797713,78.736971,11.756955,76.657393,11.666867,20.563951,11.614516,0.000014,0.000102,0.000000,-16.356701,11.666801,0.003829,15.842652,0.695061,81.086428,0.922490,21.776446,24.489495,3.129675
3.759145,28.888807,11.765120,79.734545,0.406970,0.414938,59.142916,0.880602,11.631643,0.010706,29.250004,3.797427,78.740783,11.756688,76.662028,11.666565,20.564788,11.614418,0.000014,0.000102,0.000000,-16.356757,11.666029,0.003383,15.843892,0.695101,81.087197,0.922478,21.778925,24.487988,3.129651
3.759076,28.892846,11.769142,79.738624,0.406786,0.414936,59.142143,0.880642,11.631563,0.010705,29.253865,3.797390,78.744934,11.756685,76.666714,11.666298,20.565202,11.614228,0.000014,0.000102,0.000000,-16.356714,11.665868,0.003384,15.843654,0.695187,81.087894,0.922259,21.782103,24.486767,3.130074
3.758998,28.895569,11.765615,79.741475,0.406899,0.414936,59.183889,0.880641,11.631460,0.010706,29.256599,3.797179,78.747712,11.756548,76.669985,11.666101,20.565502,11.614047,0.000014,0.000102,0.000000,-16.356717,11.665769,0.003384,15.850106,0.695083,81.089141,0.922457,21.788474,24.485606,3.129733
3.758831,28.899815,11.763882,79.745689,0.407122,0.414935,59.144555,0.880594,11.631170,0.010706,29.261065,3.797092,78.751769,11.756403,76.674732,11.665769,20.566261,11.613823,0.000014,0.000102,0.000000,-16.356768,11.665634,0.003382,15.849411,0.695327,81.090169,0.922500,21.793046,24.484561,3.130860
3.758789,28.904088,11.760136,79.749878,0.406824,0.414935,59.148717,0.880581,11.630865,0.010707,29.264854,3.796975,78.755121,11.756229,76.679679,11.665454,20.566722,11.613596,0.000014,0.000102,0.000000,-16.356782,11.664545,0.003397,15.853196,0.694879,81.091089,0.921880,21.796376,24.483661,3.129987
3.758929,28.908376,11.761729,79.754089,0.406578,0.414936,59.135139,0.880556,11.630952,0.012063,29.269132,3.796961,78.758851,11.756094,76.684274,11.665208,20.567431,11.613350,0.000014,0.000102,0.000000,-16.356804,11.664686,0.003816,15.851537,0.694868,81.092235,0.922553,21.801922,24.482159,3.129665
3.758774,28.912884,11.762477,79.758042,0.406705,0.414936,59.134939,0.880495,11.630806,0.010695,29.273567,3.796735,78.762585,11.755842,76.689495,11.664955,20.568011,11.613108,0.000014,0.000102,0.000000,-16.356862,11.664198,0.003379,15.844123,0.694528,81.093700,0.922518,21.806522,24.480942,3.128703
3.758782,28.915748,11.761972,79.760896,0.406833,0.414935,59.137330,0.880555,11.630778,0.010695,29.276244,3.796792,78.764845,11.755679,76.692495,11.664728,20.568121,11.613001,0.000014,0.000102,0.000000,-16.356795,11.664027,0.003381,15.844957,0.694670,81.094892,0.922710,21.809724,24.479417,3.129011
3.758765,28.919911,11.761055,79.765595,0.406905,0.414935,59.135428,0.880591,11.630505,0.010695,29.280679,3.796680,78.768394,11.755525,76.696671,11.664482,20.568553,11.612655,0.000014,0.000102,0.000000,-16.356752,11.663747,0.003379,15.849057,0.695081,81.096480,0.922774,21.815433,24.478034,3.129338
3.758682,28.924181,11.761932,79.770341,0.406904,0.414935,59.118803,0.880516,11.630237,0.010695,29.284843,3.796519,78.771981,11.755202,76.700448,11.664103,20.568852,11.612167,0.000014,0.000102,0.000000,-16.356827,11.663413,0.003380,15.848011,0.695020,81.097237,0.922744,21.818238,24.477569,3.129198
3.758578,28.928561,11.759042,79.775113,0.406843,0.414935,59.158286,0.880512,11.629900,0.010695,29.289297,3.796385,78.775864,11.754877,76.704184,11.663701,20.569385,11.611741,0.000014,0.000102,0.000000,-16.356834,11.663012,0.003379,15.839534,0.694808,81.098602,0.922795,21.822530,24.475988,3.128968
3.758586,28.931424,11.761984,79.778104,0.406783,0.414936,59.134335,0.880583,11.630118,0.009897,29.292186,3.796371,78.778487,11.754765,76.707522,11.663490,20.569934,11.611604,0.000014,0.000102,0.000000,-16.356764,11.664706,0.003095,15.843834,0.694928,81.100195,0.923094,21.827448,24.474071,3.129270
3.758165,28.935611,11.763667,79.782646,0.406786,0.414936,59.153174,0.880549,11.629650,0.008517,29.296502,3.795905,78.782324,11.754529,76.712119,11.662983,20.570611,11.611268,0.000014,0.000102,0.000000,-16.356796,11.664145,0.002691,15.841835,0.695183,81.101701,0.922524,21.832638,24.472122,3.128588
3.758294,28.939584,11.763481,79.787688,0.406594,0.414936,59.113537,0.880487,11.628867,0.011494,29.300820,3.795908,78.786175,11.754085,76.716272,11.662363,20.571262,11.610680,0.000014,0.000102,0.000000,-16.356860,11.661986,0.003680,15.841767,0.695162,81.102519,0.922908,21.835436,24.471117,3.129364
3.758357,28.944063,11.763274,79.792176,0.406456,0.414936,59.142965,0.880437,11.628402,0.011779,29.305199,3.796030,78.790158,11.753673,76.720805,11.661922,20.572246,11.610155,0.000014,0.000102,0.000000,-16.356918,11.661544,0.003749,15.840072,0.695432,81.104314,0.922745,21.842902,24.469326,3.130162
3.758355,28.947185,11.762773,79.794634,0.406409,0.414936,59.151773,0.880424,11.628213,0.011779,29.308168,3.795965,78.792771,11.753345,76.723819,11.661588,20.572827,11.609913,0.000014,0.000102,0.000000,-16.356934,11.661234,0.003749,15.833501,0.695408,81.105269,0.923345,21.845871,24.466724,3.130005
3.758345,28.951634,11.763763,79.797935,0.406336,0.414935,59.154113,0.880463,11.627995,0.011780,29.312004,3.795939,78.796417,11.753042,76.728087,11.661302,20.573277,11.609679,0.000014,0.000102,0.000000,-16.356897,11.660919,0.003747,15.832691,0.695476,81.106327,0.922887,21.849859,24.463997,3.129898
3.758277,28.955907,11.763582,79.801178,0.406339,0.414935,59.119403,0.880431,11.627603,0.011780,29.316137,3.795862,78.799821,11.752718,76.732344,11.660843,20.573420,11.609332,0.000014,0.000102,0.000000,-16.356932,11.660506,0.003749,15.833599,0.695752,81.107092,0.922762,21.852996,24.462613,3.129766
3.758074,28.960134,11.761032,79.804506,0.406126,0.414934,59.138851,0.880404,11.627247,0.011780,29.320287,3.795799,78.803511,11.752376,76.736224,11.660315,20.573964,11.608948,0.000014,0.000102,0.000000,-16.356958,11.660110,0.003747,15.826556,0.695848,81.108420,0.922745,21.857528,24.461383,3.130038
3.758135,28.962954,11.758728,79.806765,0.406065,0.414935,59.127128,0.880473,11.626991,0.011780,29.323049,3.795939,78.805790,11.752341,76.738918,11.660246,20.574167,11.608693,0.000014,0.000102,0.000000,-16.356893,11.659906,0.003748,15.830855,0.695828,81.109989,0.923322,21.862326,24.460089,3.130047
3.757828,28.967191,11.756421,79.810134,0.406064,0.414935,59.139860,0.880473,11.626818,0.009917,29.327212,3.795885,78.809224,11.751985,76.742461,11.659742,20.574413,11.608159,0.000014,0.000102,0.000000,-16.356890,11.660457,0.003116,15.829954,0.696053,81.111349,0.923088,21.868130,24.458270,3.129537
3.757587,28.971320,11.754047,79.813837,0.406064,0.414935,59.152877,0.880460,11.625890,0.010462,29.331346,3.795783,78.812940,11.751506,76.745736,11.659165,20.574513,11.607754,0.000014,0.000102,0.000000,-16.356898,11.657959,0.003366,15.833040,0.695742,81.112323,0.923267,21.870475,24.457221,3.128873
3.757701,28.975450,11.755021,79.818126,0.405879,0.414935,59.122086,0.880434,11.625350,0.012834,29.335650,3.796014,78.816453,11.751056,76.749400,11.658790,20.574373,11.607355,0.000014,0.000102,0.000000,-16.356927,11.656122,0.004114,15.832833,0.695732,81.114139,0.923168,21.877104,24.455203,3.128515
3.757845,28.978470,11.754288,79.820595,0.405787,0.414935,59.151742,0.880470,11.625191,0.012869,29.338674,3.796290,78.818988,11.750889,76.752109,11.658763,20.574604,11.607216,0.000014,0.000102,0.000000,-16.356887,11.655924,0.004116,15.837567,0.695532,81.115886,0.923047,21.883113,24.453758,3.128084
3.757829,28.983140,11.757598,79.823736,0.406082,0.414936,59.138731,0.880532,11.625111,0.012869,29.342938,3.796512,78.821971,11.750679,76.755350,11.658633,20.574654,11.607122,0.000014,0.000102,0.000000,-16.356820,11.655848,0.004114,15.843870,0.695588,81.117401,0.923513,21.886356,24.452572,3.128248
3.757725,28.987620,11.760230,79.826842,0.405959,0.414936,1.061698,0.880419,11.624828,0.012870,29.346994,3.796517,78.825275,11.750455,76.758934,11.658316,20.574573,11.607039,0.000014,0.000102,0.000000,-16.356932,11.655556,0.004116,15.841659,0.695323,81.118350,0.923025,21.888250,24.451879,3.127933
3.757704,28.992005,11.761519,79.829976,0.405928,0.414937,59.116784,0.880406,11.624708,0.012871,29.351129,3.796700,78.828400,11.750227,76.762827,11.658190,20.574375,11.606849,0.000014,0.000102,0.000000,-16.356945,11.655456,0.004115,15.846271,0.695244,81.120380,0.923254,21.893049,24.451518,3.128828
3.757559,28.994945,11.760095,79.832120,0.406015,0.414936,59.142856,0.880352,11.624923,0.012048,29.354090,3.796672,78.830411,11.750164,76.765369,11.658117,20.574537,11.606703,0.000014,0.000102,0.000000,-16.356993,11.657227,0.003816,15.845591,0.695510,81.122233,51.429682,21.898333,24.451323,3.129614
3.757246,28.999261,11.759884,79.835813,0.405898,0.414936,59.125608,0.880275,11.624728,0.010677,29.358149,3.796329,78.833267,11.750105,76.768509,11.657981,20.574411,11.606519,0.000014,0.000102,0.000000,-16.357073,11.657713,0.003395,15.845838,0.695396,81.124125,0.923667,21.902883,24.450892,3.129975
3.757007,29.003344,11.757619,79.840373,0.405802,0.414935,59.136902,0.880270,11.624559,0.010677,29.362202,3.796215,78.836193,11.749905,76.771323,11.657781,20.574098,11.606354,0.000014,0.000102,0.000000,-16.357074,11.657594,0.003395,15.847190,0.695380,81.125152,0.923310,21.906950,24.450244,3.129716
3.756979,29.007557,11.760539,79.845319,0.405709,0.414936,59.140323,0.880334,11.624497,0.010677,29.366012,3.796317,78.839441,11.749848,76.774835,11.657612,20.574232,11.606299,0.000014,0.000102,0.000000,-16.357012,11.657590,0.003394,15.852895,0.695436,81.127221,0.923680,21.913704,24.449758,3.129921
3.756969,29.011909,11.759797,79.850041,0.405621,0.414936,59.142309,0.880338,11.624299,0.010678,29.370096,3.796292,78.843225,11.749787,76.778333,11.657358,20.573917,11.606128,0.000014,0.000102,0.000000,-16.357011,11.657349,0.003395,15.856605,0.695317,81.128980,0.923582,21.919653,24.449523,3.129518
3.756875,29.014799,11.756175,79.853107,0.405649,0.414936,59.102210,0.880252,11.624190,0.010677,29.372822,3.796187,78.846376,11.749591,76.780872,11.657142,20.573847,11.606047,0.000014,0.000102,0.000000,-16.357091,11.657125,0.003395,15.858302,0.695235,81.130617,0.923555,21.924084,24.449209,3.130318
3.756876,29.019025,11.760208,79.857754,0.405463,0.414937,59.139798,0.880232,11.623924,0.010678,29.376849,3.796036,78.851233,11.749500,76.784919,11.656832,20.573700,11.605734,0.000014,0.000102,0.000000,-16.357116,11.656950,0.003395,15.862484,0.695055,81.132506,0.923544,21.928509,24.448954,3.130129
3.756876,29.023248,11.760780,79.862245,0.405402,0.414937,59.162305,0.880260,11.623619,0.010749,29.380826,3.796098,78.855705,11.749353,76.788993,11.656674,20.573433,11.605697,0.000014,0.000102,0.000000,-16.357091,11.655152,0.003444,15.861906,0.694816,81.133812,0.924209,21.932135,24.448755,3.129243
3.756910,29.027518,11.762328,79.866550,0.405460,0.414938,59.126911,0.880144,11.623344,0.011750,29.385007,3.796162,78.860307,11.749190,76.793388,11.656296,20.573138,11.605463,0.000014,0.000102,0.000000,-16.357212,11.655064,0.003758,15.855177,0.694860,81.135558,0.923639,21.936352,24.447863,3.130316
3.757020,29.030396,11.760928,79.869349,0.405317,0.414938,59.118756,0.880188,11.623208,0.011750,29.387834,3.796225,78.863478,11.749195,76.796570,11.656217,20.572878,11.605490,0.000014,0.000102,0.000000,-16.357170,11.655011,0.003758,15.853263,0.694923,81.137362,0.923306,21.940574,24.448008,3.130468
3.757044,29.034752,11.756438,79.873337,0.405527,0.414939,59.140262,0.880225,11.623159,0.011750,29.391727,3.796191,78.867950,11.749021,76.800799,11.655990,20.572445,11.605591,0.000014,0.000102,0.000000,-16.357145,11.654920,0.003760,15.854988,0.695307,81.139167,0.923868,21.944577,24.447525,3.130851
3.757099,29.038961,11.758317,79.877179,0.405559,0.414939,59.141755,0.880278,11.623027,0.011751,29.395741,3.796346,78.871866,11.748933,76.805070,11.655794,20.572010,11.605606,0.000014,0.000102,0.000000,-16.357093,11.654851,0.003758,15.853480,0.695309,81.140425,0.923978,21.946599,24.447874,3.130387
3.757307,29.043115,11.754464,79.881049,0.405212,0.414940,59.139464,0.880384,11.622936,0.011750,29.399675,3.796479,78.875871,11.748757,76.809025,11.655734,20.571905,11.605510,0.000014,0.000102,0.000000,-16.356989,11.654786,0.003760,15.852931,0.695014,81.142506,0.923656,21.950772,24.448644,3.129172
3.757331,29.045889,11.754581,79.883547,0.405124,0.414940,59.142979,0.880386,11.622830,0.011750,29.402629,3.796479,78.879065,11.748674,76.811889,11.655606,20.571616,11.605481,0.000014,0.000102,0.000000,-16.356983,11.654714,0.003759,15.855714,0.695180,81.144339,0.923636,21.954548,24.449126,3.129626
3.757053,29.050060,11.753643,79.887187,0.405498,0.414940,59.130744,0.880403,11.623034,0.009863,29.406561,3.796312,78.882786,11.748510,76.815968,11.655454,20.571460,11.605571,0.000014,0.000102,0.000000,-16.356971,11.656892,0.003113,15.854263,0.694978,81.145872,0.923635,21.957087,24.448915,3.128428
3.756848,29.053994,11.756611,79.891097,0.405472,0.414940,59.144402,0.880508,11.622911,0.009568,29.410389,3.796295,78.886660,11.748552,76.819862,11.655222,20.571229,11.605619,0.000014,0.000102,0.000000,-16.356870,11.656820,0.003046,15.857666,0.694870,81.147197,0.923586,21.959674,24.449108,3.128439
3.756723,29.057768,11.755940,79.895562,0.405239,0.414941,59.133350,0.880505,11.622626,0.009567,29.414133,3.796248,78.890722,11.748443,76.823360,11.654992,20.571112,11.605486,0.000014,0.000102,0.000000,-16.356880,11.656589,0.003044,15.851399,0.694949,81.149053,0.923868,21.966009,24.449562,3.128421
3.756689,29.060363,11.759712,79.898491,0.405176,0.414941,59.173102,0.880527,11.622479,0.009568,29.416626,3.796316,78.893373,11.748347,76.826281,11.654787,20.570996,11.605484,0.000014,0.000102,0.000000,-16.356864,11.656445,0.003045,15.852713,0.695004,81.151006,0.923725,21.971536,24.449951,3.129381
3.756700,29.064291,11.757734,79.902700,0.405336,0.414941,59.148744,0.880593,11.622294,0.009567,29.420459,3.796431,78.897088,11.748017,76.830593,11.654457,20.571106,11.605297,0.000014,0.000102,0.000000,-16.356798,11.656081,0.003046,15.846676,0.695282,81.152699,0.923948,21.976284,24.449627,3.129307
3.756941,29.068215,11.759267,79.906827,0.405336,0.414911,59.149160,0.880678,11.621818,0.011528,29.423892,3.796787,78.900897,11.747815,76.834642,11.654212,20.571036,11.605092,0.000014,0.000102,0.000000,-16.356717,11.654244,0.003710,15.844644,0.695440,81.153891,0.923348,21.979144,24.449737,3.130339
3.757044,29.072344,11.758098,79.910411,0.405426,0.414880,59.145505,0.880641,11.621584,0.011776,29.427558,3.796906,78.904567,11.747465,76.838168,11.654007,20.570862,11.604807,0.000014,0.000102,0.000000,-16.356751,11.653922,0.003766,15.850178,0.695607,81.155284,0.923741,21.982984,24.449005,3.129803
3.757112,29.075183,11.758890,79.912371,0.405340,0.414881,59.145171,0.880602,11.621468,0.011776,29.430076,3.796991,78.906951,11.747266,76.840810,11.653821,20.570907,11.604613,0.000014,0.000102,0.000000,-16.356793,11.653732,0.003766,15.850705,0.695697,81.150517,0.923618,21.985036,24.448394,3.130011
3.756908,29.079224,11.758053,79.915267,0.405594,0.414882,59.146902,0.880643,11.621980,0.009861,29.433333,3.796866,78.910426,11.747123,76.845187,11.653817,20.570635,11.604630,0.000014,0.000102,0.000000,-16.356749,11.656664,0.003091,15.849206,0.695329,81.146086,0.923596,21.988359,24.447621,3.129614
3.756844,29.082941,11.758144,79.918681,0.405666,0.414850,59.144170,0.880735,11.621660,0.010456,29.436956,3.796971,78.914040,11.747047,76.849505,11.653641,20.570351,11.604604,0.000014,0.000102,0.000000,-16.356654,11.654244,0.003347,15.849235,0.695347,81.147215,0.923596,21.990670,24.446932,3.129768
3.756804,29.086413,11.757697,79.923022,0.405912,0.414851,59.174294,0.880712,11.621583,0.010692,29.440602,3.797001,78.917887,11.746943,76.853448,11.653523,20.569765,11.604627,0.000014,0.000102,0.000000,-16.356677,11.654069,0.003401,15.856542,0.695425,81.149246,0.923642,21.996301,24.447262,3.129716
3.756744,29.088966,11.755215,79.925797,0.406071,0.414851,59.148855,0.880700,11.621479,0.010692,29.442979,3.796979,78.920289,11.746889,76.855942,11.653406,20.569462,11.604486,0.000014,0.000102,0.000000,-16.356690,11.653906,0.003402,15.857474,0.695401,81.144744,0.923647,22.000514,24.447459,3.129793
3.756656,29.092809,11.753976,79.929882,0.406067,0.414852,59.134158,0.880666,11.621440,0.010692,29.446225,3.797095,78.923696,11.746750,76.859597,11.653329,20.569154,11.604387,0.000014,0.000102,0.000000,-16.356724,11.653748,0.003401,15.860944,0.695072,81.146576,0.923203,22.004297,24.448122,3.129707
3.756665,29.096541,11.754245,79.933882,0.406137,0.414853,59.169368,0.880661,11.621278,0.010691,29.449727,3.797191,78.927202,11.746668,76.862792,11.653370,20.569055,11.604245,0.000014,0.000102,0.000000,-16.356731,11.653620,0.003401,15.861328,0.694927,81.147927,0.923628,22.007318,24.447957,3.129096
3.756602,29.100283,11.752522,79.937852,0.406474,0.414841,59.138731,0.880585,11.621152,0.010691,29.453262,3.797067,78.930814,11.746428,76.866727,11.653252,20.568874,11.604263,0.000014,0.000102,0.000000,-16.356806,11.653508,0.003402,15.857067,0.694741,81.149785,0.923899,22.011846,24.447935,3.128840
3.756709,29.104049,11.751695,79.941924,0.406590,0.414842,59.144857,0.880621,11.620987,0.011664,29.456915,3.797140,78.934758,11.746538,76.871304,11.653450,20.568523,11.604388,0.000014,0.000102,0.000000,-16.356776,11.651526,0.003767,15.862044,0.694748,81.151351,0.923362,22.015511,24.447561,3.128904
3.756924,29.106585,11.751472,79.944691,0.406560,0.414842,59.127740,0.880608,11.621199,0.012850,29.459242,3.797308,78.937321,11.746611,76.874235,11.653459,20.568219,11.604415,0.000014,0.000102,0.000000,-16.356789,11.652483,0.004088,15.857617,0.694849,81.150503,0.923846,22.019746,24.447804,3.128498
3.757002,29.110620,11.752804,79.948402,0.406826,0.414842,59.136051,0.880671,11.621822,0.009895,29.462961,3.797206,78.941430,11.746961,76.878429,11.653897,20.567864,11.604578,0.000014,0.000102,0.000000,-16.356726,11.655201,0.003101,15.853696,0.694577,81.152290,0.923740,22.022674,24.448568,3.128189
3.756837,29.114315,11.752782,79.952501,0.407073,0.414843,59.143836,0.880698,11.622004,0.009617,29.466593,3.797103,78.945406,11.747190,76.882592,11.654001,20.567331,11.604873,0.000014,0.000102,0.000000,-16.356700,11.655457,0.003037,15.852871,0.694728,81.153275,0.923960,22.023536,24.448962,3.127950
3.756842,29.117836,11.749169,79.957229,0.406833,0.414843,59.132640,0.880691,11.622052,0.009617,29.470286,3.797031,78.950260,11.747436,76.887526,11.654320,20.566971,11.605033,0.000014,0.000102,0.000000,-16.356707,11.655483,0.003038,15.852486,0.694966,81.154753,0.923825,22.026961,24.449861,3.128240
3.756836,29.120310,11.747809,79.960432,0.406868,0.414843,59.133130,0.880724,11.622155,0.009617,29.472748,3.797096,78.953224,11.747746,76.890336,11.654437,20.566576,11.605206,0.000014,0.000102,0.000000,-16.356678,11.655690,0.003037,15.854803,0.695050,81.156963,0.923766,22.031942,24.451372,3.128371
3.756875,29.124125,11.747758,79.965252,0.406998,0.414844,59.121923,0.880727,11.622331,0.009616,29.476211,3.796935,78.957519,11.748080,76.894468,11.654710,20.565953,11.605309,0.000014,0.000102,0.000000,-16.356677,11.655709,0.003037,15.854513,0.694883,81.158477,0.923953,22.035430,24.452265,3.127406
3.757222,29.127909,11.746346,79.970181,0.406784,0.414844,59.120430,0.880785,11.621957,0.011665,29.479655,3.797253,78.962107,11.748364,76.898526,11.654632,20.565089,11.605399,0.000014,0.000102,0.000000,-16.356620,11.653262,0.003765,15.853390,0.694723,81.159738,0.923958,22.037945,24.453233,3.127048
3.757811,29.131914,11.745161,79.974414,0.406724,0.414845,59.150899,0.880793,11.621881,0.013952,29.483593,3.797809,78.967080,11.748434,76.903109,11.654716,20.564671,11.605324,0.000014,0.000102,0.000000,-16.356609,11.652631,0.004478,15.846669,0.694743,81.161548,0.924139,22.041460,24.454199,3.127003
3.758147,29.134791,11.746883,79.976439,0.406835,0.414846,59.135936,0.880837,11.622011,0.013981,29.486503,3.798010,78.970315,11.748659,76.906256,11.654834,20.564572,11.605459,0.000014,0.000102,0.000000,-16.356567,11.652767,0.004479,15.846098,0.694665,81.163164,0.924086,22.042541,24.455363,3.126338
3.758356,29.138982,11.745903,79.978815,0.406866,0.414847,59.140605,0.880796,11.622073,0.013981,29.490757,3.798101,78.974766,11.748763,76.911174,11.654840,20.564056,11.605528,0.000014,0.000102,0.000000,-16.356604,11.652767,0.004481,15.836287,0.694799,81.164578,0.923472,22.041957,24.455529,3.125532
3.758450,29.142857,11.745224,79.981358,0.407076,0.414848,59.125012,0.880764,11.622194,0.013982,29.494776,3.798201,78.978921,11.749016,76.916236,11.654989,20.563717,11.605639,0.000014,0.000102,0.000000,-16.356642,11.652999,0.004478,15.842593,0.694864,81.165471,0.923629,22.042224,24.456076,3.125712
3.758706,29.146606,11.750835,79.984087,0.407342,0.414848,59.121545,0.880846,11.622342,0.013982,29.498567,3.798221,78.982260,11.749255,76.921534,11.655300,20.563320,11.605699,0.000014,0.000102,0.000000,-16.356562,11.653264,0.004479,15.835490,0.695218,81.167369,0.923519,22.044783,24.456824,3.125276
3.758696,29.149166,11.751323,79.985876,0.407411,0.414847,59.149120,0.880804,11.622561,0.013982,29.501396,3.798312,78.984539,11.749350,76.924654,11.655514,20.563357,11.605842,0.000014,0.000102,0.000000,-16.356601,11.653356,0.004479,15.835145,0.694900,81.168926,0.923754,22.047930,24.457531,3.125018
3.758889,29.153053,11.746031,79.988616,0.407289,0.414847,7.788010,0.880810,11.623218,0.013090,29.505221,3.798289,78.987704,11.749801,76.928720,11.655775,20.562793,11.606214,0.000014,0.000102,0.000000,-16.356596,11.655411,0.004138,15.832181,0.695475,81.170335,0.923756,22.049689,24.458128,3.126298
3.758636,29.156857,11.748560,79.991665,0.407376,0.414848,59.141480,0.880832,11.623755,0.010754,29.509111,3.798013,78.991103,11.750162,76.932995,11.656185,20.562398,11.606623,0.000014,0.000102,0.000000,-16.356577,11.656643,0.003397,15.833247,0.695525,81.171274,0.923337,22.052322,24.458564,3.126436
3.758537,29.160382,11.745868,79.995840,0.407375,0.414848,59.130828,0.880867,11.624165,0.010720,29.512916,3.798039,78.994558,11.750569,76.937047,11.656508,20.562281,11.606932,0.000014,0.000102,0.000000,-16.356541,11.657026,0.003398,15.829675,0.695348,81.172857,7.012376,22.054709,24.460363,3.124868
3.758535,29.162813,11.747415,79.998934,0.407321,0.414849,59.140537,0.880830,11.624258,0.010720,29.515394,3.798169,78.996887,11.750739,76.939605,11.656741,20.561948,11.606914,0.000014,0.000102,0.000000,-16.356575,11.657170,0.003396,15.831184,0.695502,81.174912,0.923505,22.060485,24.462118,3.125751
3.758538,29.166700,11.751044,80.003648,0.407137,0.414849,59.119551,0.880731,11.624332,0.010720,29.519240,3.798089,79.000513,11.750829,76.943672,11.656962,20.561610,11.606971,0.000014,0.000102,0.000000,-16.356676,11.657326,0.003399,15.837766,0.695545,81.176544,0.923713,22.064776,24.463261,3.125117
3.758637,29.170719,11.752768,80.008219,0.407270,0.414850,59.118752,0.880735,11.624663,0.010720,29.523110,3.798344,79.004492,11.750952,76.947388,11.657195,20.561264,11.607133,0.000014,0.000102,0.000000,-16.356668,11.657531,0.003398,15.831805,0.695567,81.177783,0.923574,22.067222,24.463534,3.125530
3.758677,29.174686,11.752356,80.012824,0.407390,0.414850,59.108458,0.880693,11.624799,0.010720,29.526488,3.798301,79.008070,11.750910,76.950431,11.657407,20.560782,11.607216,0.000014,0.000102,0.000000,-16.356717,11.657593,0.003399,15.830581,0.695483,81.179457,0.923916,22.071090,24.464059,3.126494
3.758775,29.177292,11.753138,80.015828,0.407368,0.414850,59.146850,0.880686,11.624890,0.010720,29.529321,3.798376,79.010873,11.751046,76.952612,11.657511,20.560860,11.607242,0.000014,0.000102,0.000000,-16.356718,11.657664,0.003399,15.831511,0.695835,81.181074,0.923920,22.074339,24.464943,3.126870
3.758800,29.181290,11.755952,80.020126,0.407295,0.414850,59.159978,0.880638,11.625030,0.010720,29.533163,3.798343,79.015062,11.751093,76.956434,11.657713,20.560525,11.607343,0.000014,0.000102,0.000000,-16.356763,11.657746,0.003397,15.825254,0.695873,81.182900,0.924086,22.077991,24.465700,3.126727
3.758829,29.185272,11.755206,80.024219,0.407533,0.414849,59.142757,0.880622,11.625175,0.010720,29.537259,3.798192,79.019791,11.751180,76.961348,11.658023,20.560666,11.607510,0.000014,0.000102,0.000000,-16.356771,11.657917,0.003400,15.835515,0.695861,81.183660,0.923470,22.079832,24.465712,3.126853
3.759041,29.189211,11.752535,80.028226,0.407411,0.414848,59.116311,0.880574,11.625034,0.012711,29.541019,3.798374,79.024274,11.751376,76.965310,11.658214,20.560719,11.607694,0.000014,0.000102,0.000000,-16.356810,11.656114,0.004069,15.824477,0.696289,81.185469,0.923276,22.083641,24.466381,3.127582
