Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Tuesday, December 4, 2018
3:35:11 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz
54.716857,74.516426,162.566141,163.833923,60.349548,56.217881,59.181860,12.990026,159.764006,1.344962,74.496431,55.372898,162.255608,162.012962,159.099711,160.753052,70.968446,160.291563,0.001904,-1.734791,32.000000,-237.017448,160.929357,0.304192,15.288491,0.685940,274168.794796,0.918004,29.487903,38.721717,2.970052,69.293986,96.246212,56.848794,7.000000,39.211517
54.686741,74.527747,162.515992,163.851825,60.362387,56.189665,59.196319,12.989474,159.726905,1.505291,74.524599,55.341651,162.271095,161.978595,159.110123,160.717975,70.970719,160.259022,0.001906,-1.736568,32.000000,-237.017945,160.866902,0.362548,15.293372,0.685495,274061.109219,0.918340,29.523323,38.707281,2.970434,69.297477,96.256278,56.849378,7.000000,39.203092
54.656337,74.541239,162.430715,163.869355,60.358983,56.165299,59.178091,12.990095,159.693754,1.589994,74.554217,55.310595,162.285705,161.943436,159.119239,160.685316,70.971794,160.224623,0.001929,-1.737145,32.000000,-237.017342,160.831404,0.387224,15.284660,0.685917,273989.374847,0.918467,29.547662,38.697637,2.971043,69.300274,96.265106,56.849111,7.000000,39.178305
54.623882,74.556185,162.400623,163.886577,60.261842,56.132863,59.166225,12.989889,159.657755,1.590114,74.585500,55.278444,162.300157,161.904697,159.128951,160.648620,70.972257,160.188437,0.001912,-1.737115,32.000000,-237.017585,160.795245,0.387341,15.280117,0.685583,273865.644856,0.918363,29.587999,38.681450,2.971762,69.303155,96.273995,56.848443,7.000000,39.148727
54.601968,74.567297,162.395195,163.898068,60.210278,56.116591,59.192118,12.989685,159.635289,1.446807,74.608050,55.254909,162.309567,161.878017,159.135856,160.622613,70.972205,160.164579,0.001907,-1.737126,32.000000,-237.017758,160.799397,0.333890,15.277670,0.685774,273763.965772,0.918839,29.630795,38.665663,2.971855,69.305398,96.279706,56.848227,7.000000,39.153129
54.567385,74.585242,162.355628,163.915906,60.085229,56.088097,59.166423,12.989579,159.594018,1.344612,74.642363,55.222649,162.323487,161.835304,159.145671,160.582391,70.970095,160.127335,0.001909,-1.737118,32.000000,-237.017790,160.760034,0.304059,15.263628,0.685922,273624.972612,0.919127,29.677036,38.649725,2.973070,69.308350,96.288118,56.847226,7.000000,39.151021
54.535715,74.604334,162.326559,163.934320,60.036783,56.051439,59.171885,12.989094,159.551255,1.344418,74.677566,55.188331,162.337796,161.794797,159.155281,160.541508,70.967377,160.086503,0.001930,-1.737712,32.000000,-237.018189,160.719935,0.304257,15.262619,0.686125,273559.849416,0.918889,29.709286,38.639571,2.974164,69.311737,96.296545,56.847035,7.000000,39.142136
54.505211,74.624254,162.294271,163.952527,60.030779,56.014832,59.197858,12.989041,159.508711,1.344471,74.712936,55.159148,162.352530,161.750876,159.165382,160.498242,70.963763,160.041985,0.001934,-1.737706,32.000000,-237.018309,160.676795,0.303900,15.260376,0.686744,273445.663910,0.919502,29.760606,38.625745,2.975324,69.315093,96.305034,56.846990,7.000000,39.128810
54.486323,74.637611,162.241196,163.964343,59.969516,55.990493,59.179675,12.989079,159.479277,1.344464,74.736293,55.137995,162.362456,161.719564,159.171999,160.467487,70.960682,160.012348,0.001929,-1.737715,32.000000,-237.018315,160.646403,0.304082,15.256810,0.686686,273292.086248,0.919446,29.810274,38.610991,2.976518,69.316912,96.310340,56.846939,7.000000,39.119398
54.458934,74.658074,162.226107,163.981622,59.953124,55.962056,59.229596,12.989041,159.433578,1.344360,74.771464,55.112116,162.377283,161.671200,159.181064,160.421665,70.955119,159.965994,0.001929,-1.737695,32.000000,-237.018427,160.601241,0.304034,15.251521,0.686664,273140.231598,0.919053,29.859657,38.595552,2.977592,69.319502,96.318028,56.846958,7.000000,39.107326
54.435421,74.679061,162.191179,163.997898,59.921120,55.933266,59.202344,12.989906,159.384008,1.395925,74.807110,55.088621,162.392688,161.623738,159.192295,160.372618,70.949014,159.918180,0.001930,-1.737702,32.000000,-237.017594,160.540604,0.324972,15.239925,0.686594,273039.759872,0.919317,29.891264,38.585946,2.977650,69.322129,96.326556,56.847096,7.000000,39.110632
54.412800,74.700709,162.149460,164.012652,59.862706,55.900717,59.179498,12.990248,159.333529,1.554725,74.842856,55.067936,162.407072,161.574483,159.202411,160.323359,70.941155,159.869141,0.001933,-1.737698,32.000000,-237.017227,160.493419,0.369361,15.241659,0.686825,272929.254312,0.918630,29.938200,38.571663,2.978870,69.323534,96.334256,56.846794,7.000000,39.095785
54.398315,74.715704,162.154694,164.021423,59.826183,55.888495,59.188893,12.989689,159.301342,1.361478,74.867390,55.054017,162.416878,161.540499,159.210745,160.289502,70.935637,159.835763,0.001913,-1.737709,32.000000,-237.017770,160.473657,0.306874,15.236687,0.687212,272816.714853,0.919064,29.981920,38.557291,2.979515,69.323752,96.339738,56.846765,7.000000,39.089321
54.377922,74.738782,162.114716,164.033516,59.822378,55.872289,59.257029,12.990095,159.251410,1.347303,74.904625,55.034186,162.430243,161.492644,159.222513,160.238574,70.925827,159.786000,0.001912,-1.737730,32.000000,-237.017455,160.423574,0.303203,15.232596,0.686909,272688.069176,0.919354,30.025447,38.544143,2.979987,69.323171,96.346732,56.845955,7.000000,39.087861
54.359475,74.762598,162.059152,164.044428,59.803333,55.851954,59.165008,12.990586,159.199369,1.347289,74.942124,55.016779,162.443454,161.441129,159.234667,160.186831,70.915475,159.735010,0.001914,-1.737742,32.000000,-237.016939,160.371871,0.303358,15.231621,0.687227,272649.036623,0.919310,30.054456,38.535363,2.980877,69.322789,96.354036,56.845554,7.000000,39.064023
54.345000,74.787304,162.029959,164.053627,59.828533,55.839742,59.169109,12.991863,159.146225,1.347317,74.981065,55.001768,162.455646,161.389091,159.245310,160.134395,70.904134,159.684444,0.001934,-1.737735,32.000000,-237.015727,160.318872,0.303308,15.231023,0.687375,272602.522391,0.918419,30.097267,38.523847,2.981260,69.322132,96.360699,56.844545,7.000000,39.051474
54.335820,74.804341,161.998267,164.058891,59.820222,55.831604,59.198535,12.991875,159.109865,1.347058,75.007606,54.992946,162.463035,161.352823,159.252488,160.098009,70.896431,159.647654,0.001916,-1.737745,32.000000,-237.015636,160.282421,0.303246,15.231087,0.687239,272536.655395,0.919910,30.138939,38.512346,2.981249,69.321778,96.365362,56.843751,7.000000,39.049097
54.324551,74.830592,161.919804,164.065232,59.844687,55.819547,59.167159,12.992872,159.055771,1.346930,75.048155,54.982363,162.473725,161.300770,159.262509,160.042845,70.884225,159.596705,0.001911,-1.737736,32.000000,-237.014598,160.229074,0.303411,15.224081,0.687247,272510.772166,0.919972,30.177659,38.502008,2.981506,69.320810,96.373180,56.842947,7.000000,39.021232
54.313223,74.857830,161.853013,164.069262,59.795979,55.807401,59.177509,12.992655,158.993338,1.514390,75.089975,54.972296,162.483403,161.244506,159.271826,159.986342,70.870619,159.539814,0.001914,-1.737733,32.000000,-237.014741,160.141403,0.363823,15.224210,0.687171,272494.075339,0.919591,30.203587,38.493935,2.981427,69.319648,96.381463,56.841123,7.000000,38.987325
54.303417,74.885866,161.764246,164.071725,59.769948,55.795213,59.209090,12.993146,158.932625,1.590475,75.132317,54.963757,162.491505,161.186233,159.281271,159.927706,70.856674,159.481223,0.001935,-1.737769,32.000000,-237.014192,160.080876,0.385464,15.223551,0.687231,272469.977389,0.920150,30.240751,38.484289,2.980601,69.318698,96.390650,56.840024,7.000000,38.954366
54.299726,74.905386,161.741980,164.072402,59.811186,55.787103,59.177894,12.993827,158.892501,1.590377,75.162307,54.960349,162.495755,161.144432,159.287374,159.886923,70.847155,159.443122,0.001937,-1.737800,32.000000,-237.013565,160.042552,0.385563,15.224312,0.687018,272447.775218,0.920063,30.278962,38.473489,2.979993,69.317621,96.397083,56.839686,7.000000,38.932107
54.293299,74.935800,161.666803,164.071904,59.845374,55.783164,59.192195,12.994105,158.833972,1.549455,75.206697,54.957099,162.500722,161.082553,159.296114,159.827300,70.832330,159.382048,0.001933,-1.737797,32.000000,-237.013381,159.996842,0.367458,15.220030,0.686730,272425.920074,0.919619,30.316499,38.462292,2.978896,69.315614,96.406550,56.839118,7.000000,38.925665
54.287383,74.966875,161.615325,164.069844,59.833055,55.775253,59.198728,12.994874,158.778693,1.347014,75.252121,54.951311,162.505084,161.022505,159.304313,159.769815,70.817278,159.323795,0.001931,-1.737786,32.000000,-237.012507,159.954606,0.303292,15.223367,0.686592,272411.645838,0.920085,30.339593,38.455458,2.978689,69.312854,96.415650,56.838782,7.000000,38.878605
54.282970,74.998662,161.567657,164.065946,59.795276,55.763097,59.195103,12.996024,158.721046,1.345622,75.297716,54.949646,162.508325,160.965360,159.311366,159.711237,70.801569,159.265893,0.001934,-1.737786,32.000000,-237.011391,159.896516,0.303030,15.217240,0.686584,272431.660863,0.919988,30.376235,38.444062,2.977657,69.309775,96.422343,56.839515,7.000000,38.861930
54.281451,75.020272,161.547696,164.062557,59.839777,55.759050,59.188346,12.995849,158.681421,1.345729,75.328587,54.945285,162.509573,160.926665,159.315805,159.672063,70.791710,159.226157,0.001936,-1.737803,32.000000,-237.011613,159.857003,0.303102,15.219408,0.686278,272433.022149,0.919939,30.413044,38.434097,2.977033,69.307542,96.426085,56.840307,7.000000,38.860801
54.280572,75.053544,161.487848,164.056355,59.912644,55.758622,59.210576,12.996086,158.621590,1.345638,75.374732,54.946157,162.510195,160.870129,159.321487,159.614047,70.776135,159.167290,0.001914,-1.737810,32.000000,-237.011300,159.800497,0.303157,15.219563,0.686330,272414.135450,0.919951,30.449107,38.424936,2.976397,69.303516,96.430371,56.841681,7.000000,38.830401
54.283830,75.087620,161.426074,164.048450,59.933057,55.758562,59.183185,12.997009,158.562517,1.345722,75.422675,54.949414,162.509443,160.812687,159.326118,159.557056,70.761306,159.110378,0.001910,-1.737814,32.000000,-237.010345,159.743112,0.303083,15.219921,0.686167,272421.008277,0.920068,30.472188,38.417722,2.976112,69.299770,96.432653,56.843614,7.000000,38.806384
54.285892,75.122418,161.377224,164.038921,59.895533,55.758475,59.176436,12.995460,158.502378,1.345588,75.470602,54.953021,162.507277,160.751263,159.330076,159.497544,70.746713,159.049369,0.001913,-1.737824,32.000000,-237.011875,159.684334,0.303269,15.214956,0.685989,272459.524913,0.919810,30.506312,38.407998,2.975058,69.295534,96.433732,56.845263,7.000000,38.784976
54.290717,75.145949,161.332548,164.031611,59.896188,55.758389,59.198117,12.995179,158.461415,1.345504,75.503931,54.957108,162.505405,160.710404,159.332943,159.458420,70.738202,159.010501,0.001933,-1.737832,32.000000,-237.012129,159.645131,0.303004,15.215393,0.685748,272498.490217,0.920254,30.537229,38.398363,2.973741,69.292990,96.434944,56.847283,7.000000,38.764536
54.298867,75.182160,161.252940,164.019454,59.871977,55.758323,59.184088,12.995567,158.401278,1.345748,75.554709,54.967165,162.501057,160.651675,159.336674,159.399111,70.724408,158.950649,0.001914,-1.737828,32.000000,-237.011683,159.586692,0.302936,15.203721,0.685819,272538.178062,0.920400,30.570029,38.386723,2.972729,69.289512,96.436595,56.849820,7.000000,38.741856
54.309799,75.219226,161.168679,164.005848,59.855559,55.762735,59.176466,12.996106,158.346550,1.112028,75.606518,54.979262,162.495826,160.593002,159.339187,159.341215,70.711463,158.892943,0.001910,-1.738440,32.000000,-237.011142,159.559977,0.223841,15.200911,0.685600,272562.456140,0.920027,30.588886,38.378517,2.971641,69.287490,96.437915,56.852886,7.000000,38.685393
54.325092,75.257339,161.100113,163.990331,59.903792,55.767136,59.208901,12.996431,158.285737,1.271591,75.658131,54.996152,162.488660,160.535901,159.340528,159.285525,70.698385,158.832414,0.001913,-1.738444,32.000000,-237.010889,159.477599,0.282244,15.196677,0.685774,272600.412479,0.920178,30.617201,38.366564,2.969729,69.285714,96.438909,56.855614,7.000000,38.658400
54.336164,75.283039,161.066396,163.978807,59.911345,55.775211,59.167490,12.996346,158.249525,1.344348,75.692389,55.007859,162.483042,160.498115,159.341229,159.247886,70.689720,158.793583,0.001935,-1.738449,32.000000,-237.010994,159.439544,0.302084,15.190347,0.685537,272659.722664,0.920253,30.643675,38.354679,2.967580,69.284620,96.439338,56.857752,7.000000,38.635280
54.355846,75.321458,161.010449,163.959589,59.951327,55.791328,59.182549,12.996831,158.195161,1.345629,75.742429,55.028193,162.472751,160.442483,159.339979,159.192211,70.676521,158.738012,0.001936,-1.738464,32.000000,-237.010517,159.387490,0.301978,15.180550,0.685383,272718.163871,0.919626,30.666974,38.341703,2.965483,69.281964,96.439780,56.860648,7.000000,38.615117
54.378102,75.359210,160.975553,163.938360,59.994488,55.815710,59.208909,12.996539,158.142073,1.346006,75.790334,55.052610,162.460670,160.388168,159.338919,159.139229,70.663134,158.683886,0.001932,-1.738462,32.000000,-237.010710,159.333232,0.301956,15.170580,0.685532,272782.650571,0.920258,30.681952,38.333650,2.964258,69.279739,96.439720,56.863899,7.000000,38.588716
54.403170,75.396263,160.923129,163.915542,59.910191,55.840131,59.236318,12.996839,158.092047,1.346143,75.837852,55.077381,162.448021,160.337740,159.337740,159.087398,70.649770,158.634376,0.001931,-1.738478,32.000000,-237.010360,159.283937,0.301821,15.160269,0.685762,272897.847645,0.920014,30.701312,38.322918,2.962155,69.278037,96.440302,56.867834,7.000000,38.578142
54.420907,75.420716,160.910212,163.899031,59.913921,55.856277,59.188705,12.997547,158.062324,1.346224,75.868427,55.097395,162.437567,160.307057,159.335981,159.055184,70.640983,158.602061,0.001936,-1.738473,32.000000,-237.009663,159.251659,0.301809,15.157909,0.686147,273052.313139,0.919682,30.717522,38.312992,2.960301,69.276821,96.440532,56.870340,7.000000,38.565605
54.446799,75.456934,160.897899,163.872648,59.876286,55.880642,59.197459,12.996374,158.018930,1.297692,75.913126,55.124812,162.421798,160.259071,159.331491,159.009329,70.627765,158.554027,0.001938,-1.738476,32.000000,-237.010931,159.219800,0.281831,15.155153,0.686435,273206.131097,0.919281,30.730319,38.305024,2.957973,69.274906,96.440133,56.873622,7.000000,38.549351
54.480020,75.492503,160.873608,163.844792,59.869556,55.904869,59.180333,12.996616,157.975116,1.277252,75.956954,55.157441,162.404602,160.215270,159.326994,158.964267,70.614670,158.510479,0.001916,-1.738481,32.000000,-237.010572,159.164856,0.281133,15.151640,0.686491,273307.039941,0.920015,30.737612,38.299885,2.956772,69.272625,96.440092,56.877014,7.000000,38.536780
54.515351,75.527567,160.849386,163.815252,59.945295,55.930622,59.160580,12.996747,157.930274,1.347205,75.999652,55.193286,162.386087,160.170584,159.322601,158.920567,70.602858,158.467343,0.001913,-1.738495,32.000000,-237.010370,159.121690,0.299755,15.154610,0.686592,273459.812601,0.919886,30.748792,38.292400,2.955140,69.270710,96.440968,56.880638,7.000000,38.529650
54.539026,75.550609,160.810410,163.794712,59.981552,55.955101,59.201026,12.996009,157.902998,1.347189,76.027699,55.218397,162.372723,160.141852,159.318499,158.891930,70.594579,158.437811,0.001918,-1.738503,32.000000,-237.011148,159.093182,0.299630,15.157117,0.686566,273609.066641,0.920019,30.752247,38.286723,2.952892,69.269238,96.441164,56.883067,7.000000,38.503853
54.577667,75.584753,160.774772,163.762205,60.038769,55.991681,59.233230,12.996057,157.862275,1.346879,76.069192,55.257812,162.351317,160.101810,159.310741,158.851056,70.582402,158.395079,0.001936,-1.738554,32.000000,-237.011170,159.051002,0.299668,15.165052,0.686244,273763.265797,0.920178,30.753174,38.279934,2.950534,69.267053,96.441336,56.886875,7.000000,38.497840
54.620384,75.618278,160.767101,163.727024,60.100126,56.040376,59.174997,12.996726,157.824847,1.346813,76.109170,55.300503,162.327692,160.061059,159.301809,158.810126,70.570664,158.356292,0.001919,-1.737367,32.000000,-237.010495,159.011047,0.299826,15.161237,0.685999,273902.396998,0.919568,30.753351,38.275477,2.948538,69.264721,96.440823,56.890428,7.000000,38.480043
54.663070,75.651135,160.709535,163.689855,60.103376,56.089107,59.223482,12.997173,157.785152,1.582426,76.148136,55.342502,162.302495,160.024752,159.291315,158.771973,70.559685,158.318916,0.001915,-1.737358,32.000000,-237.010085,158.947975,0.379440,15.156461,0.685490,274108.487897,0.919035,30.750192,38.269223,2.945798,69.262570,96.440124,56.894241,7.000000,38.456686
54.693105,75.672673,160.667886,163.663875,60.160755,56.121708,59.160879,12.997209,157.761211,1.591425,76.172815,55.370462,162.283875,160.002107,159.283208,158.749808,70.552371,158.295713,0.001921,-1.736194,32.000000,-237.009961,158.925188,0.381411,15.156252,0.685722,274372.373399,0.920029,30.742501,38.264228,2.943354,69.260897,96.438755,56.896464,7.000000,38.428125
54.737066,75.704115,160.646459,163.623631,60.241704,56.162343,59.172831,12.998333,157.730120,1.591382,76.209829,55.413300,162.254886,159.972467,159.271342,158.718622,70.542037,158.263650,0.001939,-1.736202,32.000000,-237.008724,158.895348,0.381198,15.160080,0.685788,274634.795849,0.919364,30.734200,38.259078,2.940002,69.259385,96.438077,56.899432,7.000000,38.428692
54.780268,75.734708,160.593497,163.582380,60.255034,56.207432,59.189861,12.998273,157.703561,1.591196,76.244746,55.457417,162.224325,159.943584,159.258230,158.690510,70.531693,158.235275,0.001940,-1.735037,32.000000,-237.008790,158.864253,0.381559,15.159709,0.685668,274809.764350,0.920368,30.726792,38.256379,2.937626,69.257792,96.436596,56.902095,7.000000,38.397549
54.822315,75.763764,160.567359,163.540804,60.372388,56.252158,59.191379,12.997998,157.686529,1.354686,76.277153,55.498806,162.192499,159.921126,159.243062,158.666291,70.522627,158.213301,0.001936,-1.734457,32.000000,-237.009214,158.870531,0.301950,15.162249,0.685376,275030.826601,0.920111,30.715887,38.252873,2.934875,69.257231,96.435361,56.904890,7.000000,38.382695
54.851600,75.782247,160.562171,163.513223,60.437451,56.276582,59.175234,12.998511,157.674534,1.341968,76.297451,55.525580,162.170384,159.905914,159.232526,158.653265,70.516798,158.199143,0.001936,-1.734448,32.000000,-237.008634,158.856588,0.299304,15.162367,0.685210,275273.324565,0.919860,30.704891,38.250969,2.931594,69.257444,96.434594,56.906489,7.000000,38.379235
54.896223,75.808446,160.508097,163.472219,60.534495,56.313222,59.197477,12.999437,157.659003,1.341373,76.325193,55.567752,162.136906,159.889231,159.214540,158.637412,70.509046,158.180055,0.001943,-1.733292,32.000000,-237.007675,158.839599,0.299520,15.163941,0.685021,275511.650162,0.919863,30.693494,38.250548,2.928869,69.258506,96.433589,56.909128,7.000000,38.352760
54.938364,75.832141,160.500560,163.432065,60.630342,56.349729,59.187959,12.999567,157.642031,1.407543,76.348832,55.609890,162.103255,159.874747,159.194916,158.624813,70.502336,158.166119,0.001943,-1.731541,32.000000,-237.007540,158.738784,0.324666,15.156320,0.684933,275643.409500,0.920018,30.683816,38.250265,2.927210,69.259424,96.432923,56.911482,7.000000,38.325302
54.980969,75.853858,160.505385,163.392454,60.658178,56.386348,59.163072,12.998780,157.630196,1.580977,76.369322,55.650347,162.069319,159.863756,159.175572,158.614857,70.496821,158.153756,0.001923,-1.731536,32.000000,-237.008308,158.720340,0.380797,15.155261,0.684543,275838.159025,0.919512,30.667127,38.249774,2.923846,69.259652,96.432965,56.914195,7.000000,38.335222
55.020865,75.872677,160.477056,163.353322,60.702862,56.426986,59.188480,12.997289,157.621637,1.581927,76.385099,55.691320,162.035128,159.856639,159.156198,158.607451,70.493082,158.143177,0.001919,-1.731551,32.000000,-237.009843,158.712287,0.380777,15.150865,0.684778,276029.889742,0.919537,30.650343,38.250465,2.921466,69.260097,96.433002,56.916723,7.000000,38.320852
55.048779,75.884036,160.484101,163.327773,60.702561,56.459469,59.170780,12.997119,157.618302,1.581935,76.393754,55.718440,162.012364,159.851953,159.142974,158.604905,70.490919,158.140827,0.001926,-1.731563,32.000000,-237.010071,158.709593,0.380949,15.156705,0.684759,276219.793037,0.919790,30.631159,38.250641,2.919290,69.260641,96.432337,56.918217,7.000000,38.324128
55.091712,75.899369,160.506506,163.290298,60.743586,56.508161,59.169152,12.996620,157.618045,1.527089,76.403189,55.758280,161.977726,159.849094,159.122720,158.604420,70.488593,158.138204,0.001941,-1.731572,32.000000,-237.010669,158.722715,0.358916,15.153442,0.684836,276425.551699,0.919371,30.611701,38.249812,2.916658,69.261354,96.431017,56.920737,7.000000,38.315318
55.135821,75.911907,160.520531,163.253296,60.774116,56.556969,59.192646,12.997766,157.623695,1.339145,76.408488,55.802057,161.943227,159.852927,159.101926,158.607097,70.487171,158.139175,0.001922,-1.730411,32.000000,-237.009540,158.742969,0.298792,15.139088,0.684645,276587.907775,0.919690,30.596290,38.250959,2.915307,69.261935,96.429122,56.923475,7.000000,38.322631
55.177769,75.921943,160.556951,163.217028,60.804677,56.605687,59.195421,12.997930,157.631961,1.337832,76.409211,55.845170,161.908853,159.863070,159.080279,158.612744,70.486105,158.144506,0.001919,-1.730465,32.000000,-237.009290,158.751861,0.298652,15.135090,0.684930,276828.514288,0.919757,30.570472,38.252154,2.913442,69.262917,96.426340,56.925595,7.000000,38.337852
55.206182,75.927046,160.564244,163.193259,60.797904,56.634105,59.162642,12.998590,157.640294,1.337821,76.409019,55.874051,161.886483,159.870822,159.065588,158.621108,70.486863,158.151309,0.001927,-1.730457,32.000000,-237.008593,158.759163,0.298696,15.138221,0.685652,277066.485515,0.919408,30.540757,38.253994,2.911366,69.264195,96.425004,56.927699,7.000000,38.339890
55.251020,75.932875,160.581930,163.158256,60.841571,56.674732,59.188049,12.998513,157.651213,1.522294,76.405195,55.917220,161.853670,159.884723,159.043535,158.635314,70.488229,158.162004,0.001945,-1.730460,32.000000,-237.008691,158.859362,0.363875,15.131159,0.686031,277302.350250,0.919413,30.510635,38.257363,2.909812,69.267320,96.423063,56.930144,7.000000,38.347184
55.296408,75.936600,160.612841,163.123768,60.847963,56.723432,59.185106,12.998958,157.668048,1.585329,76.399009,55.963215,161.821012,159.902979,159.022151,158.654300,70.490783,158.179112,0.001944,-1.729303,32.000000,-237.008311,158.875378,0.380621,15.134004,0.685890,277436.758350,0.919877,30.488548,38.259542,2.908447,69.270884,96.421610,56.932395,7.000000,38.360616
55.342399,75.937757,160.585085,163.089710,60.896807,56.768350,59.161120,12.998827,157.690582,1.585317,76.388084,56.011142,161.788383,159.924442,159.000006,158.675612,70.493451,158.200471,0.001941,-1.727523,32.000000,-237.008393,158.896047,0.380567,15.130717,0.686182,277626.605097,0.919336,30.451494,38.262795,2.906407,69.274122,96.420270,56.933442,7.000000,38.352416
55.373922,75.937233,160.611809,163.067249,60.896320,56.793141,59.207956,12.999370,157.710121,1.585279,76.379580,56.042615,161.767103,159.942378,158.985671,158.694907,70.496000,158.217357,0.001940,-1.726943,32.000000,-237.007793,158.913817,0.380453,15.126141,0.686170,277852.632464,0.919351,30.411835,38.267631,2.904580,69.276770,96.419652,56.934232,7.000000,38.354476
55.419737,75.934297,160.677625,163.033900,60.970109,56.829632,59.176884,12.998830,157.739209,1.585466,76.362679,56.087526,161.735196,159.969879,158.963691,158.724564,70.500311,158.244028,0.001949,-1.725197,32.000000,-237.008322,158.941758,0.380601,15.129728,0.686135,278058.041225,0.919616,30.369062,38.274184,2.901665,69.281138,96.419309,56.935313,7.000000,38.380171
55.465640,75.927908,160.714734,163.001439,61.015733,56.874447,59.160027,12.999584,157.773964,1.585237,76.341277,56.132433,161.704273,160.003040,158.943488,158.756752,70.505539,158.275636,0.001947,-1.723420,32.000000,-237.007592,158.974868,0.380528,15.137131,0.686327,278167.972919,0.918714,30.338444,38.278927,2.900495,69.285716,96.419355,56.936361,7.000000,38.396895
55.510550,75.918891,160.756523,162.969492,61.088148,56.922966,59.189671,13.000895,157.810479,1.585409,76.316032,56.178856,161.673337,160.043275,158.922677,158.793933,70.510736,158.311542,0.001927,-1.722837,32.000000,-237.006238,158.979849,0.380650,15.142273,0.686248,278327.426900,0.918946,30.291791,38.286130,2.899285,69.290662,96.419375,56.936233,7.000000,38.427874
55.539412,75.911039,160.774749,162.948495,61.087901,56.955536,59.160278,13.001134,157.833539,1.772800,76.295921,56.208015,161.653356,160.068627,158.908305,158.818377,70.514900,158.336573,0.001923,-1.722827,32.000000,-237.006096,158.940373,0.446885,15.146150,0.685972,278524.205742,0.919082,30.241629,38.294546,2.897555,69.294311,96.418902,56.935941,7.000000,38.432078
55.580284,75.895818,160.834285,162.917729,61.130404,57.004344,59.168372,13.001232,157.875972,1.831557,76.261698,56.247589,161.624022,160.111700,158.888002,158.859978,70.522090,158.377939,0.001933,-1.721644,32.000000,-237.005965,158.982271,0.462344,15.155470,0.685876,278737.397609,0.918567,30.189814,38.304846,2.895963,69.299964,96.418312,56.935645,7.000000,38.440223
55.616481,75.877379,160.883751,162.887820,61.138110,57.045008,59.190438,13.001217,157.921539,1.772298,76.223286,56.284242,161.594244,160.155767,158.867398,158.906820,70.530159,158.424520,0.001946,-1.721074,32.000000,-237.005951,159.040855,0.439228,15.155835,0.685771,278878.556707,0.919006,30.154471,38.311483,2.894787,69.305126,96.417996,56.935124,7.000000,38.483672
55.651215,75.854904,160.951888,162.860015,61.166806,57.081638,59.175829,13.001588,157.969071,1.586369,76.180610,56.317697,161.565500,160.202690,158.845641,158.957317,70.539443,158.473949,0.001928,-1.719311,32.000000,-237.005524,159.103069,0.381103,15.154819,0.685595,279087.499165,0.918890,30.100339,38.322140,2.893729,69.310344,96.417899,56.934754,7.000000,38.504615
55.672853,75.838490,160.972823,162.842753,61.184528,57.101972,59.186625,13.001587,158.001611,1.584917,76.150742,56.338051,161.546551,160.236880,158.831680,158.991284,70.546160,158.507186,0.001924,-1.718148,32.000000,-237.005468,159.135311,0.381111,15.153464,0.685750,279254.160516,0.918502,30.047455,38.334165,2.892735,69.314035,96.417796,56.934375,7.000000,38.513634
55.702048,75.811878,161.012834,162.818745,61.225656,57.126511,59.217398,13.001615,158.054440,1.584748,76.103796,56.367209,161.519075,160.291435,158.811310,159.047406,70.556791,158.560552,0.001932,-1.716399,32.000000,-237.005546,159.188984,0.381142,15.162439,0.686008,279397.170171,0.918636,29.991945,38.346198,2.892154,69.319857,96.417330,56.933622,7.000000,38.539309
55.727104,75.782678,161.065120,162.797385,61.269685,57.150787,59.166309,13.001641,158.112130,1.584556,76.053753,56.393289,161.494117,160.348627,158.790780,159.105397,70.569255,158.616893,0.001949,-1.714648,32.000000,-237.005660,159.245293,0.381325,15.166347,0.686077,279471.421252,0.918365,29.954961,38.353813,2.891406,69.326097,96.416346,56.932988,7.000000,38.569897
55.749672,75.751368,161.149613,162.778520,61.291732,57.175290,59.172241,13.001124,158.169165,1.659672,76.001324,56.415118,161.470474,160.409069,158.770905,159.165640,70.581707,158.676228,0.001947,-1.712899,32.000000,-237.006175,159.268328,0.408991,15.174203,0.685690,279552.367789,0.917691,29.900601,38.366188,2.890609,69.332068,96.414827,56.932326,7.000000,38.598665
55.766690,75.729401,161.164152,162.767703,61.328343,57.191679,52.903034,13.002185,158.215952,1.827027,75.964551,56.429715,161.455095,160.451809,158.758717,159.207932,70.590871,158.717304,0.001943,-1.712292,32.000000,-237.005083,159.268060,0.462286,15.181243,0.685626,279629.124867,0.918351,29.847598,38.378006,2.890247,69.335554,96.414334,56.932189,7.000000,38.615017
