Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Tuesday, December 4, 2018
3:35:11 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz
55.161964,75.443548,157.320253,159.890694,61.457023,56.735324,59.198522,13.002612,154.313879,1.313616,75.847845,55.851869,158.294326,156.511583,155.379660,155.265277,69.683210,154.792411,0.001977,-1.737292,32.000000,-237.004338,155.454742,0.292557,14.891033,0.685845,278520.756990,0.920712,30.071812,37.561473,2.849359,69.418387,94.908962,57.079978,7.000000,38.025137
55.157369,75.427514,157.342042,159.930722,61.394228,56.731256,59.212490,13.002742,154.360931,1.313887,75.820230,55.849428,158.336694,156.558828,155.413546,155.309255,69.684966,154.837590,0.001968,-1.737289,32.000000,-237.004255,155.498190,0.292372,14.898013,0.685202,278488.699415,0.920566,30.059498,37.582380,2.850333,69.420044,94.906891,57.075344,7.000000,38.028753
55.155521,75.417332,157.345297,159.956540,61.396560,56.731280,59.172765,13.003142,154.388325,1.353931,75.802892,55.847237,158.364752,156.587863,155.436653,155.338103,69.686180,154.866574,0.001953,-1.737307,32.000000,-237.003857,155.514179,0.309716,14.901459,0.684742,278435.879834,0.920636,30.047366,37.600856,2.851970,69.421262,94.905138,57.072467,7.000000,38.015009
55.152040,75.403125,157.358174,159.993987,61.364493,56.723191,59.180646,13.002319,154.428593,1.553769,75.778079,55.843606,158.405170,156.630019,155.470535,155.377832,69.687178,154.906561,0.001951,-1.737279,32.000000,-237.004639,155.541979,0.372394,14.902111,0.684505,278403.609334,0.920399,30.035732,37.618926,2.852602,69.422424,94.902334,57.068236,7.000000,37.999325
55.149870,75.389888,157.379947,160.030344,61.344424,56.719068,59.193490,13.001905,154.470647,1.555509,75.755390,55.841028,158.444530,156.671789,155.503628,155.418546,69.688305,154.944484,0.001969,-1.737281,32.000000,-237.005023,155.584952,0.372535,14.901595,0.684366,278395.431149,0.921027,30.027319,37.630430,2.852757,69.423916,94.900157,57.064080,7.000000,37.989392
55.146253,75.377698,157.420152,160.065381,61.306367,56.714961,59.237160,13.001347,154.516655,1.334228,75.734374,55.838540,158.482837,156.713978,155.536732,155.459103,69.689877,154.983243,0.001967,-1.737287,32.000000,-237.005549,155.655568,0.297110,14.899671,0.684312,278345.308863,0.920804,30.016444,37.646975,2.853171,69.425413,94.899363,57.060021,7.000000,37.977976
55.144722,75.369827,157.445997,160.088115,61.332689,56.713757,59.208770,13.000505,154.545186,1.315612,75.720228,55.837619,158.507318,156.740798,155.558103,155.486751,69.690669,155.011126,0.001953,-1.737267,32.000000,-237.006428,155.683813,0.293112,14.905610,0.684379,278315.009756,0.920546,30.005284,37.662479,2.853678,69.426234,94.899424,57.056909,7.000000,37.975025
55.145173,75.358224,157.456050,160.121460,61.343949,56.709634,59.199006,13.001944,154.589367,1.315134,75.700113,55.837806,158.543224,156.784899,155.589646,155.529827,69.692026,155.054427,0.001951,-1.737266,32.000000,-237.005024,155.729650,0.293076,14.917424,0.684614,278285.146022,0.919838,29.996557,37.677905,2.854594,69.428284,94.900546,57.052294,7.000000,37.972291
55.143958,75.347138,157.513121,160.154104,61.368165,56.701419,59.209842,13.002048,154.628961,1.314781,75.681911,55.837009,158.578471,156.829025,155.620978,155.571469,69.694105,155.094980,0.001967,-1.737257,32.000000,-237.004972,155.770192,0.293074,14.913022,0.684437,278273.397546,0.920269,29.990154,37.689339,2.855142,69.430460,94.902843,57.047927,7.000000,37.974560
55.145201,75.336907,157.553708,160.185830,61.314587,56.701369,59.214836,13.002009,154.667796,1.314641,75.665718,55.836235,158.613084,156.867750,155.652368,155.610767,69.696884,155.133714,0.001977,-1.737274,32.000000,-237.005109,155.809223,0.293064,14.912453,0.683866,278243.191142,0.920318,29.978118,37.706964,2.855301,69.432250,94.906304,57.043892,7.000000,37.979169
55.143731,75.331011,157.577110,160.206359,61.291776,56.701333,59.212296,13.001474,154.693066,1.314592,75.655245,55.836539,158.634853,156.892442,155.673077,155.634939,69.698680,155.159212,0.001967,-1.737292,32.000000,-237.005643,155.835269,0.292907,14.922893,0.684201,278192.930872,0.920013,29.968195,37.722659,2.856399,69.433601,94.908475,57.040619,7.000000,37.978275
55.145818,75.322592,157.615961,160.236203,61.230665,56.705453,59.206197,13.001674,154.735588,1.095195,75.641112,55.838097,158.667785,156.931481,155.702948,155.674603,69.700956,155.196487,0.001966,-1.737303,32.000000,-237.005448,155.901446,0.217095,14.928089,0.684358,278181.874168,0.919888,29.956774,37.736854,2.857070,69.435583,94.912141,57.035524,7.000000,37.971460
55.148882,75.314973,157.642522,160.265276,61.152991,56.701561,59.228435,13.002192,154.770974,1.231534,75.628251,55.842096,158.700050,156.968642,155.733308,155.711622,69.703834,155.231149,0.001965,-1.737834,32.000000,-237.004897,155.913062,0.268712,14.920622,0.683989,278176.076002,0.919940,29.952286,37.746228,2.857571,69.437934,94.915247,57.029864,7.000000,37.964381
55.154774,75.308284,157.676747,160.292911,61.153563,56.693302,59.180932,13.003327,154.809671,1.316859,75.617647,55.848477,158.731026,157.007198,155.762623,155.749027,69.707838,155.266392,0.001983,-1.737838,32.000000,-237.003792,155.948618,0.292524,14.929652,0.683912,278187.003608,0.920043,29.941869,37.760282,2.858167,69.440903,94.917661,57.023476,7.000000,37.968952
55.156391,75.304193,157.678849,160.310760,61.143242,56.701390,59.231351,13.003555,154.833544,1.316929,75.610492,55.849500,158.751003,157.031876,155.781711,155.773580,69.710127,155.288874,0.001971,-1.737845,32.000000,-237.003577,155.972953,0.292382,14.928634,0.684269,278158.537839,0.919561,29.931316,37.772587,2.858490,69.443012,94.918845,57.019153,7.000000,37.960937
55.159124,75.298251,157.715066,160.336785,61.165300,56.709466,59.209036,13.004168,154.871872,1.317215,75.600732,55.854637,158.780686,157.067825,155.810360,155.810060,69.714498,155.323069,0.001958,-1.737844,32.000000,-237.002939,156.011372,0.292361,14.926157,0.683799,278107.341986,0.920041,29.918986,37.784016,2.858805,69.446781,94.920652,57.013295,7.000000,37.948558
55.161470,75.292444,157.745903,160.361599,61.206334,56.721709,59.203709,13.004644,154.907931,1.316980,75.590660,55.857164,158.808769,157.103585,155.838447,155.847569,69.718636,155.358883,0.001956,-1.737820,32.000000,-237.002428,156.049207,0.292241,14.928105,0.683923,278141.489042,0.919350,29.913347,37.791571,2.858759,69.449485,94.921011,57.007818,7.000000,37.949696
55.165586,75.286774,157.826020,160.385747,61.214538,56.721764,59.207941,13.005395,154.945998,1.316971,75.582133,55.858273,158.836086,157.140402,155.866030,155.881035,69.722863,155.394887,0.001973,-1.737821,32.000000,-237.001668,156.087771,0.292284,14.927671,0.684239,278171.427697,0.919763,29.904789,37.802171,2.859274,69.452395,94.920925,57.002345,7.000000,37.966124
55.167639,75.283529,157.851206,160.401555,61.205985,56.721814,59.231587,13.005482,154.967017,1.438891,75.576841,55.860049,158.854064,157.162470,155.884077,155.904628,69.725290,155.418862,0.001971,-1.737842,32.000000,-237.001606,156.097295,0.333924,14.929696,0.684386,278222.012044,0.919988,29.896736,37.813709,2.859712,69.454351,94.921467,56.998829,7.000000,37.981702
55.169371,75.279055,157.880924,160.424881,61.226495,56.725814,59.180974,13.004884,155.004159,1.317587,75.570614,55.860833,158.880889,157.197052,155.911080,155.940270,69.728796,155.454968,0.001959,-1.737825,32.000000,-237.002283,156.147718,0.292738,14.940127,0.684677,278212.840418,0.919835,29.887126,37.825240,2.860951,69.457288,94.921783,56.993803,7.000000,37.957788
55.171716,75.275017,157.907918,160.448050,61.191171,56.733871,59.172736,13.005513,155.041924,1.315581,75.564460,55.864140,158.907427,157.233736,155.936003,155.978251,69.731778,155.489238,0.001956,-1.737822,32.000000,-237.001705,156.186317,0.292714,14.948809,0.684649,278207.649010,0.919423,29.881915,37.833302,2.861301,69.460474,94.922158,56.988130,7.000000,37.965329
55.172946,75.271499,157.975584,160.471405,61.145081,56.738060,59.223545,13.005831,155.077609,1.315312,75.559332,55.865125,158.933699,157.270368,155.961284,156.017310,69.735310,155.525472,0.001975,-1.737836,32.000000,-237.001405,156.222427,0.292717,14.952051,0.684310,278219.773485,0.920232,29.875784,37.845596,2.861750,69.463004,94.924056,56.982510,7.000000,37.970216
55.174414,75.269187,157.995114,160.486874,61.111260,56.742135,59.206899,13.005525,155.102834,1.314906,75.555846,55.866880,158.950729,157.293902,155.977476,156.042051,69.737706,155.550636,0.001983,-1.737829,32.000000,-237.001679,156.246439,0.292715,14.952383,0.684085,278252.775065,0.920438,29.869500,37.857604,2.862117,69.464395,94.925623,56.978698,7.000000,37.971571
55.175250,75.265909,158.051099,160.510036,61.109503,56.754379,59.177394,13.004361,155.135640,1.314381,75.550416,55.867760,158.975707,157.329177,156.001160,156.077353,69.741143,155.586918,0.001969,-1.737821,32.000000,-237.002874,156.279608,0.292723,14.950594,0.684248,278266.672795,0.919686,29.864805,37.869921,2.863280,69.466162,94.927924,56.973170,7.000000,37.981872
55.176290,75.262780,158.079395,160.533239,61.184197,56.759632,59.207132,13.004842,155.173251,1.314260,75.546832,55.867132,158.999569,157.363187,156.024438,156.112083,69.744498,155.622818,0.001968,-1.737822,32.000000,-237.002332,156.316539,0.292702,14.948711,0.684336,278282.080101,0.919978,29.861090,37.878528,2.863558,69.467901,94.929945,56.967833,7.000000,37.988869
55.178077,75.260179,158.090965,160.556421,61.184061,56.763794,59.236164,13.005002,155.207292,1.313777,75.543124,55.867979,159.023546,157.396987,156.046396,156.146031,69.747959,155.658076,0.001967,-1.737831,32.000000,-237.002148,156.351932,0.292717,14.955402,0.684782,278336.173810,0.920612,29.857011,37.890957,2.864529,69.470091,94.932318,56.963344,7.000000,37.970127
55.179272,75.258394,158.129228,160.571955,61.232840,56.768125,59.203596,13.004135,155.228680,1.313757,75.540256,55.868465,159.038953,157.419087,156.060654,156.167364,69.750239,155.679064,0.001985,-1.737818,32.000000,-237.003007,156.373139,0.292693,14.955762,0.685032,278355.630907,0.920209,29.852886,37.903295,2.864988,69.471925,94.933853,56.960269,7.000000,37.971590
55.182142,75.256116,158.167961,160.594983,61.282020,56.768295,59.199168,13.004472,155.257988,1.541974,75.536435,55.871654,159.062873,157.451762,156.082586,156.200723,69.754163,155.711812,0.001972,-1.737884,32.000000,-237.002627,156.377073,0.370065,14.955244,0.684793,278370.334583,0.919786,29.848576,37.915246,2.865105,69.475178,94.936234,56.956270,7.000000,37.984289
55.183837,75.254130,158.192504,160.617815,61.310257,56.772329,59.233086,13.004725,155.289812,1.554170,75.533544,55.873260,159.086885,157.482846,156.104761,156.233228,69.758491,155.744116,0.001960,-1.737878,32.000000,-237.002366,156.408349,0.372880,14.958146,0.684971,278387.451112,0.920336,29.845647,37.922137,2.865736,69.478653,94.938972,56.951748,7.000000,37.976379
55.182478,75.252279,158.244278,160.640644,61.314235,56.772279,59.210645,13.004505,155.322186,1.553982,75.531197,55.873188,159.109787,157.513716,156.126941,156.264655,69.762008,155.777448,0.001957,-1.737869,32.000000,-237.002606,156.440611,0.372732,14.964397,0.685106,278381.701148,0.920350,29.840622,37.932525,2.866289,69.481814,94.942832,56.947361,7.000000,37.979590
55.183722,75.251102,158.271575,160.656151,61.355041,56.772263,59.193872,13.005258,155.345562,1.554174,75.529370,55.873276,159.125089,157.533238,156.141207,156.286685,69.764223,155.799876,0.001976,-1.737880,32.000000,-237.001800,156.463416,0.372766,14.967303,0.685103,278395.023311,0.919853,29.837013,37.942311,2.866646,69.483605,94.945759,56.944453,7.000000,37.981500
55.183196,75.249452,158.317660,160.679702,61.399395,56.772227,59.223256,13.005242,155.382003,1.410475,75.526337,55.869278,159.148357,157.563548,156.163151,156.318018,69.767817,155.833478,0.001967,-1.737877,32.000000,-237.001806,156.522771,0.319995,14.975106,0.685042,278390.488455,0.920221,29.836463,37.953354,2.867654,69.487101,94.950546,56.940481,7.000000,37.995652
55.182873,75.247733,158.384197,160.703069,61.424298,56.768130,59.205385,13.005799,155.413230,1.317811,75.524907,55.866999,159.171830,157.594546,156.185734,156.349098,69.771920,155.864679,0.001957,-1.737869,32.000000,-237.001164,156.555539,0.292741,14.982988,0.685006,278386.732472,0.920456,29.834097,37.960934,2.868084,69.490631,94.955939,56.937376,7.000000,38.009711
55.178861,75.246180,158.408798,160.726614,61.367507,56.764122,59.196943,13.005732,155.443156,1.317502,75.522730,55.865099,159.195532,157.622409,156.207791,156.379503,69.775688,155.895306,0.001954,-1.737844,32.000000,-237.001234,156.586620,0.292865,14.980071,0.684842,278381.773179,0.920005,29.832949,37.972016,2.868947,69.493134,94.961067,56.933872,7.000000,38.008529
55.176099,75.245136,158.434591,160.742975,61.403859,56.759941,59.282449,13.005781,155.464538,1.317195,75.522078,55.863056,159.211800,157.641154,156.223107,156.397423,69.778393,155.915170,0.001953,-1.737848,32.000000,-237.001199,156.606401,0.292776,14.973284,0.684713,278356.387693,0.920218,29.831539,37.981538,2.870169,69.495121,94.964658,56.931663,7.000000,38.009278
55.170740,75.243309,158.457510,160.767863,61.367906,56.751966,59.229976,13.006488,155.492974,1.369940,75.519799,55.859414,159.235739,157.670178,156.245795,156.427044,69.781880,155.943728,0.001963,-1.737840,32.000000,-237.000543,156.622045,0.314030,14.966471,0.684953,278332.575605,0.920354,29.833825,37.991139,2.870824,69.497652,94.969496,56.927625,7.000000,38.019254
55.167449,75.241587,158.450764,160.793009,61.345732,56.747976,59.195833,13.006662,155.518523,1.558395,75.517507,55.855484,159.260727,157.696573,156.268776,156.453677,69.785789,155.970457,0.001949,-1.737839,32.000000,-237.000404,156.633665,0.372989,14.966864,0.685352,278309.591946,0.919007,29.835424,37.997107,2.871435,69.500191,94.974466,56.924343,7.000000,37.993393
55.161635,75.239808,158.442888,160.818021,61.371163,56.739898,59.205851,13.006762,155.544136,1.559865,75.514692,55.850834,159.285197,157.719969,156.290384,156.479299,69.790222,155.995885,0.001949,-1.737824,32.000000,-237.000336,156.658459,0.372966,14.968857,0.685734,278266.899969,0.919785,29.838727,38.006085,2.872130,69.502128,94.978727,56.921225,7.000000,37.979981
55.159366,75.238571,158.492041,160.834675,61.382063,56.731783,59.209906,13.007290,155.562577,1.559969,75.513437,55.848312,159.301187,157.737634,156.304375,156.498917,69.793079,156.015772,0.001948,-1.737834,32.000000,-236.999835,156.677660,0.372952,14.969122,0.685680,278242.856550,0.920307,29.840155,38.013842,2.872179,69.503785,94.981722,56.919273,7.000000,37.985124
55.154344,75.236513,158.556799,160.859706,61.380487,56.723569,59.227571,13.007050,155.592810,1.333434,75.510158,55.844021,159.325281,157.762955,156.325353,156.526155,69.797864,156.043872,0.001968,-1.737845,32.000000,-237.000034,156.735410,0.296490,14.977440,0.685536,278199.003884,0.920123,29.843941,38.020504,2.872339,69.506526,94.986212,56.916597,7.000000,37.992463
55.150556,75.234103,158.584713,160.884220,61.409799,56.719616,59.170425,13.007943,155.620188,1.319006,75.506477,55.840763,159.349290,157.792442,156.346631,156.557211,69.802531,156.073453,0.001951,-1.737856,32.000000,-236.999146,156.762390,0.292929,14.987973,0.685657,278155.634810,0.919967,29.844877,38.026325,2.873348,69.509086,94.990171,56.913252,7.000000,38.010260
55.144510,75.231794,158.621508,160.909012,61.362529,56.711457,59.187445,13.007805,155.648103,1.319153,75.503188,55.834702,159.373026,157.819162,156.367899,156.585611,69.807064,156.101797,0.001941,-1.737835,32.000000,-236.999291,156.789127,0.293060,14.992343,0.685501,278110.280938,0.919647,29.847627,38.033800,2.874784,69.511151,94.993806,56.910792,7.000000,38.007817
55.138903,75.230461,158.641915,160.925431,61.325645,56.704582,59.208252,13.007443,155.662674,1.375416,75.501743,55.829112,159.389290,157.836153,156.381854,156.601792,69.810028,156.119242,0.001941,-1.737836,32.000000,-236.999634,156.791740,0.315469,14.985102,0.685135,278085.226579,0.920534,29.848844,38.042035,2.875487,69.512711,94.996398,56.909640,7.000000,38.000599
55.134138,75.228808,158.631492,160.949652,61.271253,56.692391,59.200701,13.007122,155.685358,1.561759,75.498811,55.823854,159.413293,157.860217,156.402281,156.625399,69.814621,156.143015,0.001960,-1.737833,32.000000,-236.999828,156.804637,0.373946,14.979660,0.685073,278040.649697,0.920242,29.852324,38.049864,2.876470,69.513560,95.000182,56.907582,7.000000,38.001899
55.128014,75.227351,158.644920,160.973447,61.241521,56.692512,59.198841,13.006079,155.708003,1.563125,75.496277,55.816679,159.437533,157.881800,156.423054,156.648244,69.818542,156.165046,0.001952,-1.737846,32.000000,-237.000869,156.826840,0.374097,14.974640,0.685478,278004.210608,0.919907,29.856358,38.054509,2.877132,69.513840,95.004707,56.905704,7.000000,37.988546
55.122935,75.225731,158.668190,160.996395,61.275990,56.680369,59.221651,13.006182,155.730829,1.563206,75.492874,55.811060,159.461061,157.904775,156.442905,156.671273,69.822142,156.188440,0.001942,-1.737815,32.000000,-237.000756,156.850323,0.373963,14.981610,0.685598,277939.599226,0.919910,29.859270,38.060283,2.877192,69.513333,95.008377,56.903310,7.000000,37.984690
55.117294,75.223905,158.675880,161.019234,61.292138,56.668002,59.224072,13.006983,155.755896,1.563337,75.490512,55.805617,159.485143,157.927141,156.463701,156.696352,69.826275,156.209480,0.001960,-1.737803,32.000000,-236.999980,156.874660,0.374116,14.983864,0.685966,277936.685115,0.920050,29.863677,38.065968,2.877755,69.512853,95.012941,56.901744,7.000000,37.977975
55.111716,75.222742,158.713900,161.034717,61.312683,56.659882,59.194202,13.007058,155.770917,1.563483,75.488984,55.800982,159.500715,157.940137,156.477930,156.710922,69.829228,156.224641,0.001960,-1.737793,32.000000,-236.999914,156.887623,0.374077,14.978635,0.685656,277873.649170,0.919587,29.866921,38.072566,2.878442,69.512779,95.016259,56.900639,7.000000,37.975753
55.103950,75.221108,158.703332,161.057903,61.312777,56.647578,59.227869,13.007130,155.793575,1.519322,75.486128,55.790008,159.523629,157.961030,156.497641,156.731329,69.832861,156.247328,0.001967,-1.737806,32.000000,-236.999885,156.922204,0.355483,14.977220,0.685514,277809.114277,0.919448,29.870498,38.077604,2.878876,69.512143,95.021329,56.898925,7.000000,37.979169
55.094217,75.219450,158.731382,161.081324,61.378051,56.647471,59.224119,13.006720,155.814057,1.327591,75.483386,55.778937,159.547181,157.980994,156.516577,156.752799,69.835903,156.269714,0.001950,-1.737807,32.000000,-237.000267,156.958083,0.294748,14.975548,0.685882,277766.691805,0.919880,29.874680,38.081261,2.879858,69.511062,95.027115,56.896610,7.000000,37.958376
55.086934,75.217621,158.774402,161.104977,61.398519,56.639372,59.181401,13.006175,155.831507,1.384749,75.481247,55.772912,159.571103,158.000179,156.535989,156.771609,69.839589,156.289497,0.001950,-1.737794,32.000000,-237.000793,156.964560,0.317911,14.982329,0.685860,277703.601383,0.919296,29.880486,38.087516,2.880072,69.509707,95.034161,56.894560,7.000000,37.970024
55.081720,75.216519,158.765359,161.120614,61.353923,56.631170,59.203672,13.005923,155.842540,1.449258,75.479773,55.766641,159.587266,158.012317,156.548745,156.784073,69.841760,156.302801,0.001950,-1.737778,32.000000,-237.001049,156.976505,0.335144,14.986428,0.686178,277701.230091,0.919526,29.888153,38.094230,2.881090,69.507872,95.038834,56.893397,7.000000,37.971101
55.074165,75.214883,158.810824,161.143931,61.302155,56.618961,59.218422,13.006306,155.863037,1.450478,75.476983,55.757776,159.610797,158.031232,156.568346,156.803604,69.844413,156.322436,0.001971,-1.737774,32.000000,-237.000778,156.993704,0.335016,14.989899,0.686038,277658.474492,0.920188,29.893303,38.099163,2.882252,69.505602,95.045905,56.890863,7.000000,37.962407
55.066034,75.213445,158.828787,161.167378,61.239861,56.606665,59.197958,13.006233,155.881161,1.450567,75.475265,55.751771,159.634142,158.050417,156.588842,156.824098,69.847028,156.341564,0.001954,-1.737768,32.000000,-237.000856,157.013506,0.335146,14.988816,0.685785,277616.422576,0.919801,29.897198,38.102791,2.882360,69.503948,95.053976,56.888613,7.000000,37.964278
55.059911,75.212139,158.862176,161.191149,61.206428,56.594362,59.199159,13.006908,155.904823,1.296198,75.472370,55.746492,159.657180,158.071736,156.608794,156.843762,69.849729,156.362382,0.001944,-1.737743,32.000000,-237.000201,157.059899,0.278743,14.986527,0.685762,277554.967453,0.919509,29.902801,38.108692,2.883581,69.502332,95.062197,56.885773,7.000000,37.962240
55.055435,75.211230,158.886426,161.206833,61.215881,56.594367,59.229603,13.007383,155.917545,1.213211,75.470522,55.743491,159.672410,158.084254,156.621482,156.855436,69.851573,156.373142,0.001943,-1.737744,32.000000,-236.999704,157.072029,0.255673,14.987647,0.685848,277492.985139,0.919772,29.909157,38.114410,2.884333,69.501482,95.068112,56.883652,7.000000,37.963268
55.049423,75.209960,158.902898,161.230084,61.191030,56.582203,59.165761,13.008075,155.935637,1.211669,75.468661,55.740284,159.695336,158.100977,156.641858,156.870204,69.855044,156.391765,0.001966,-1.737738,32.000000,-236.998972,157.085456,0.255540,14.985543,0.686020,277430.512784,0.919663,29.913721,38.120778,2.885260,69.500956,95.077538,56.881548,7.000000,37.977067
55.043493,75.209043,158.894072,161.252702,61.219951,56.569983,59.181450,13.006885,155.953428,1.211791,75.466292,55.736123,159.717480,158.119248,156.662451,156.884471,69.858834,156.409567,0.001953,-1.737747,32.000000,-237.000147,157.102480,0.255688,14.983456,0.686130,277429.043283,0.919270,29.917103,38.123619,2.885935,69.500139,95.086924,56.879904,7.000000,37.954967
55.040826,75.208293,158.880843,161.274605,61.213266,56.561894,59.193454,13.006442,155.964871,1.385665,75.464398,55.731108,159.739755,158.134787,156.682801,156.896406,69.861980,156.423961,0.001945,-1.737749,32.000000,-237.000629,157.089663,0.317252,14.976207,0.686226,277366.842334,0.920172,29.921597,38.128260,2.886550,69.499909,95.096378,56.878159,7.000000,37.937805
55.038841,75.207795,158.901187,161.288913,61.196063,56.553766,59.176358,13.007276,155.976850,1.452553,75.463294,55.728612,159.753953,158.145375,156.696422,156.908528,69.864023,156.435063,0.001944,-1.737752,32.000000,-236.999775,157.104490,0.336300,14.981496,0.686211,277303.793623,0.919836,29.926366,38.132224,2.886700,69.499911,95.102481,56.876521,7.000000,37.937229
55.037604,75.207258,158.898996,161.309622,61.135030,56.544545,59.173536,13.008018,155.995253,1.454061,75.462716,55.727227,159.775305,158.162967,156.715944,156.925892,69.867736,156.452133,0.001965,-1.737751,32.000000,-236.999091,157.120239,0.336155,14.983732,0.686429,277261.045113,0.919565,29.928174,38.135344,2.886600,69.500577,95.112000,56.874528,7.000000,37.927221
55.034947,75.206927,158.942036,161.329424,61.197038,56.544550,59.231336,13.008429,156.011938,1.454480,75.462159,55.722471,159.795346,158.180967,156.735805,156.943716,69.870827,156.470465,0.001972,-1.737747,32.000000,-236.998749,157.135832,0.336229,14.976411,0.686199,277218.922411,0.919734,29.929580,38.138137,2.887074,69.501158,95.120974,56.872076,7.000000,37.922580
55.031393,75.207161,158.951639,161.348876,61.194156,56.536207,59.208997,13.009236,156.029945,1.454527,75.462878,55.720961,159.815770,158.200506,156.755404,156.963141,69.874132,156.487234,0.001954,-1.737790,32.000000,-236.997978,157.150366,0.336238,14.982022,0.685988,277169.978838,0.919649,29.930229,38.141856,2.887099,69.501596,95.129988,56.869392,7.000000,37.927914
55.028482,75.207563,158.943117,161.361663,61.143895,56.536115,59.184691,13.009057,156.045324,1.296003,75.463801,55.717064,159.828991,158.211850,156.768116,156.974296,69.876088,156.497756,0.001954,-1.737737,32.000000,-236.998201,157.190189,0.278358,14.984422,0.686532,277167.214968,0.918799,29.932445,38.146746,2.888020,69.501842,95.136186,56.867877,7.000000,37.921415
55.026075,75.208324,158.978971,161.380604,61.138354,56.532002,59.209878,13.009502,156.064019,1.214314,75.464978,55.712887,159.847920,158.229496,156.786741,156.991374,69.878601,156.513373,0.001954,-1.737758,32.000000,-236.997786,157.206590,0.256023,14.992166,0.686262,277124.193036,0.919076,29.936087,38.150740,2.888381,69.502470,95.145709,56.865573,7.000000,37.905158
55.024249,75.209500,159.014335,161.399293,61.085620,56.531911,59.229237,13.009212,156.076156,1.446711,75.466898,55.711747,159.866729,158.245617,156.804166,157.006266,69.880858,156.527096,0.001975,-1.737806,32.000000,-236.998000,157.193234,0.334507,15.003089,0.686155,277122.792947,0.919506,29.939283,38.153365,2.888379,69.503748,95.156017,56.863970,7.000000,37.918592
55.024563,75.210949,159.007220,161.416899,61.056916,56.531730,59.212300,13.009497,156.090987,1.456425,75.469324,55.711126,159.885638,158.260652,156.821388,157.021047,69.883902,156.542212,0.001957,-1.737811,32.000000,-236.997749,157.204539,0.336388,15.003303,0.685934,277100.995251,0.919094,29.942351,38.157651,2.889157,69.505417,95.166630,56.863262,7.000000,37.915721
55.023471,75.212007,158.978149,161.428209,61.020123,56.531698,59.224204,13.009636,156.100992,1.456510,75.471268,55.710417,159.897885,158.270856,156.832640,157.032724,69.885520,156.551448,0.001949,-1.737816,32.000000,-236.997593,157.214471,0.336375,15.003561,0.685611,277099.462637,0.918829,29.945278,38.161366,2.889896,69.506263,95.173783,56.862835,7.000000,37.901997
55.021711,75.214037,158.990844,161.445018,61.065833,56.531688,59.214615,13.009176,156.114474,1.456367,75.474117,55.710436,159.916084,158.286753,156.849586,157.046130,69.888109,156.561801,0.001947,-1.737824,32.000000,-236.998179,157.227330,0.336610,14.994524,0.685569,277096.701701,0.919086,29.946425,38.164901,2.889750,69.507733,95.184011,56.861975,7.000000,37.887251
55.020787,75.216334,158.982981,161.460961,61.027994,56.531625,59.216560,13.008407,156.127854,1.456468,75.477375,55.708032,159.933693,158.301683,156.865825,157.059389,69.890598,156.572786,0.001969,-1.737835,32.000000,-236.998915,157.239579,0.336343,14.991845,0.685447,277095.584267,0.918923,29.948530,38.167302,2.889279,69.509211,95.194135,56.860726,7.000000,37.880849
55.022519,75.219103,159.000516,161.475843,61.053160,56.531680,59.170843,13.007969,156.139614,1.456625,75.481021,55.708016,159.950538,158.316687,156.881381,157.074082,69.892651,156.584796,0.001974,-1.737849,32.000000,-236.999409,157.251521,0.336717,14.999312,0.685942,277095.066561,0.919109,29.952249,38.169219,2.889602,69.510144,95.203503,56.860026,7.000000,37.861171
55.023945,75.221188,159.027991,161.485295,61.065408,56.531496,59.206135,13.008246,156.149121,1.456685,75.483482,55.710187,159.961337,158.325559,156.891458,157.083789,69.894057,156.592984,0.001966,-1.737860,32.000000,-236.999096,157.260939,0.336617,15.002716,0.686052,277093.850230,0.919100,29.955434,38.171508,2.889508,69.510439,95.209573,56.859633,7.000000,37.872996
55.023282,75.224467,159.062048,161.499467,61.114095,56.531370,59.219221,13.007656,156.166440,1.225262,75.488306,55.710646,159.977086,158.340673,156.906107,157.097838,69.896300,156.610282,0.001964,-1.737864,32.000000,-236.999704,157.305005,0.258844,14.999700,0.685759,277093.653920,0.919786,29.956541,38.174683,2.889735,69.511128,95.218696,56.859427,7.000000,37.878329
55.027817,75.228183,159.076239,161.513812,61.141199,56.531294,59.164285,13.009417,156.179912,1.391847,75.493723,55.714932,159.992824,158.360010,156.921561,157.114143,69.898932,156.625821,0.001985,-1.737865,32.000000,-236.997936,157.256018,0.320152,14.999861,0.685700,277092.682616,0.919213,29.957258,38.176839,2.890160,69.512530,95.228526,56.859402,7.000000,37.873722
