Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Thursday, November 15, 2018
8:27:28 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,
54.168692,75.197975,160.101086,163.574291,52.143354,55.564171,59.187658,12.910111,157.659065,1.265670,75.641511,54.850683,162.097577,159.503338,158.947796,158.212830,68.198370,157.666857,0.001933,-1.784244,32.000000,-237.097132,158.329440,0.407511,15.101969,0.685421,274209.801543,0.919305,30.732294,40.354214,2.959729
54.188761,75.226396,160.024877,163.549893,52.072585,55.576314,59.176835,12.910950,157.591987,1.333658,75.676070,54.870327,162.082741,159.436846,158.944401,158.144591,68.177510,157.602060,0.001930,-1.784855,32.000000,-237.096292,158.260301,0.425679,15.094517,0.685421,274275.625894,0.918706,30.742904,40.347367,2.957545
54.212145,75.254398,159.951073,163.523850,51.991203,55.588476,59.202584,12.911282,157.527561,1.333696,75.708150,54.893328,162.066216,159.371047,158.939373,158.079221,68.156703,157.537160,0.001952,-1.783296,32.000000,-237.095946,158.196137,0.425303,15.090580,0.685192,274375.829264,0.919370,30.759257,40.338570,2.955602
54.227055,75.272551,159.920441,163.505275,52.000682,55.608732,59.223714,12.909094,157.483699,1.333722,75.729035,54.909089,162.054256,159.327386,158.935721,158.034753,68.142692,157.492762,0.001952,-1.782705,32.000000,-237.098138,158.151878,0.425611,15.086206,0.685160,274472.759817,0.919432,30.768200,40.331377,2.953101
54.256321,75.299256,159.834722,163.475256,52.048498,55.629161,59.203152,12.909375,157.425929,1.277751,75.760112,54.938971,162.034678,159.268327,158.929641,157.973436,68.121780,157.434906,0.001932,-1.781502,32.000000,-237.097788,158.109402,0.403500,15.078558,0.684931,274568.610834,0.918864,30.773514,40.324078,2.950466
54.287552,75.325399,159.786666,163.442936,52.082182,55.661791,59.187544,12.910248,157.371791,1.083934,75.789607,54.971012,162.013003,159.213050,158.922237,157.917384,68.102009,157.375637,0.001927,-1.779740,32.000000,-237.097007,158.069348,0.342835,15.072200,0.685090,274692.337982,0.918637,30.777205,40.318856,2.949090
54.322353,75.350660,159.743769,163.408278,52.023442,55.698379,59.175869,12.910357,157.316227,1.084049,75.817373,55.006375,161.989006,159.158682,158.914251,157.862104,68.082577,157.319426,0.001946,-1.778007,32.000000,-237.096906,158.015623,0.343099,15.068331,0.684994,274826.963145,0.918812,30.775531,40.314700,2.945919
54.345897,75.367249,159.700334,163.384037,52.084412,55.722766,59.178789,12.910068,157.280306,1.084055,75.834890,55.032663,161.970787,159.124240,158.907644,157.827434,68.069144,157.284093,0.001945,-1.777432,32.000000,-237.097160,157.981374,0.342967,15.072689,0.685119,275019.365006,0.919075,30.771403,40.308783,2.943339
54.385762,75.391877,159.626814,163.345916,52.158254,55.759438,59.225397,12.911922,157.233502,1.084040,75.861360,55.073987,161.942732,159.078141,158.896212,157.779816,68.051148,157.237803,0.001946,-1.777454,32.000000,-237.095347,157.933145,0.342871,15.061834,0.685152,275229.772901,0.919274,30.762948,40.303845,2.940664
54.427026,75.415645,159.548611,163.306167,52.077448,55.796039,59.219398,12.913145,157.186319,1.084068,75.887321,55.116638,161.913368,159.033289,158.884161,157.734326,68.034572,157.190154,0.001925,-1.776539,32.000000,-237.094083,157.888391,0.342991,15.063763,0.684800,275370.173631,0.919234,30.756737,40.301956,2.938590
54.466958,75.438900,159.522624,163.265249,52.061446,55.832561,0.791344,12.912582,157.139564,1.153634,75.912367,55.157789,161.882857,158.991016,158.871452,157.690399,68.018964,157.145913,0.001927,-1.775132,32.000000,-237.094555,157.812118,0.368847,15.050710,0.684953,275577.650761,0.918434,30.742774,40.299875,2.935085
54.506506,75.461209,159.458975,163.222820,52.122516,55.869133,8.320783,12.911528,157.096536,1.274041,75.935878,55.198854,161.850617,158.949311,158.856940,157.649712,68.003926,157.103340,0.001947,-1.774549,32.000000,-237.095546,157.906791,0.401069,15.057046,0.684484,275782.209314,0.918422,30.726624,40.295781,2.931423
54.534694,75.475520,159.399590,163.194059,52.127808,55.893520,7.900886,12.912908,157.074029,1.093047,75.950764,55.227206,161.827846,158.926073,158.846030,157.626968,67.993900,157.080339,0.001948,-1.773388,32.000000,-237.094124,157.898066,0.344246,15.053679,0.684926,275985.595438,68.722918,30.711270,40.292193,2.928796
54.574030,75.495831,159.372619,163.150528,52.137326,55.930040,59.183008,12.912401,157.039634,1.082860,75.971193,55.267406,161.792733,158.893143,158.829182,157.592925,67.981017,157.047799,0.001927,-1.771658,32.000000,-237.094682,157.863247,0.341811,15.051303,0.684336,276187.866739,6.535312,30.695360,40.288756,2.925503
54.614929,75.513927,159.366683,163.107231,52.141911,55.966638,59.220262,12.914241,157.009923,1.082695,75.988759,55.310609,161.756553,158.864782,158.810533,157.565937,67.968593,157.020383,0.001927,-1.769893,32.000000,-237.092875,157.834651,0.342197,15.046984,0.684196,276321.863574,6.881988,30.682446,40.288796,2.922902
54.654934,75.530662,159.325672,163.064298,52.268159,56.003281,59.190581,12.913928,156.985316,1.082675,76.003330,55.352868,161.720442,158.839784,158.790988,157.541337,67.958312,156.993682,0.001945,-1.768132,32.000000,-237.093152,157.809597,0.341946,15.049303,0.684147,276520.509518,0.918662,30.664781,40.287554,2.920301
54.682082,75.540817,159.288415,163.036037,52.248053,56.027710,59.178907,12.914262,156.969383,1.082681,76.011179,55.381565,161.696341,158.828447,158.777380,157.527751,67.951522,156.982743,0.001944,-1.766963,32.000000,-237.092778,157.761961,0.341970,15.049845,0.684253,276716.726289,0.917973,30.643414,40.288074,2.918006
54.726722,75.554197,159.266864,162.994279,52.163297,56.064225,59.192403,12.915642,156.951049,1.323115,76.021053,55.425479,161.659924,158.814033,158.757017,157.510504,67.942603,156.967400,0.001925,-1.765175,32.000000,-237.091400,157.666290,0.421877,15.044959,0.683922,276910.410516,0.918336,30.621570,40.286761,2.915120
54.769061,75.566040,159.293750,162.953037,52.273219,56.100831,59.187810,12.916635,156.942567,1.331128,76.027690,55.470707,161.623854,158.806049,158.734771,157.501156,67.934793,156.958376,0.001921,-1.763400,32.000000,-237.090407,157.658580,0.423540,15.043440,0.683700,277038.682684,0.918441,30.605558,40.288799,2.912991
54.811058,75.575751,159.307639,162.912318,52.442465,56.137372,59.168878,12.916706,156.942735,1.154537,76.031963,55.514133,161.587845,158.803877,158.712836,157.497464,67.928033,156.955098,0.001940,-1.761623,32.000000,-237.090342,157.686328,0.360826,15.046547,0.683697,277226.447455,0.918040,30.575931,40.291054,2.910221
54.837915,75.581101,159.299109,162.885767,52.459610,56.165874,59.228150,12.916990,156.942632,1.080269,76.032538,55.544173,161.563384,158.804697,158.698015,157.497599,67.923594,156.954251,0.001939,-1.760449,32.000000,-237.090105,157.686174,0.341245,15.051237,0.683779,277413.356779,0.917960,30.547009,40.294946,2.908462
54.881412,75.587412,159.258777,162.846707,52.543870,56.214663,59.234888,12.918555,156.949817,1.080389,76.030790,55.588549,161.527494,158.813339,158.675262,157.501570,67.919132,156.958834,0.001941,-1.758703,32.000000,-237.088615,157.692486,0.341470,15.045173,0.683588,277597.262540,0.918102,30.516308,40.300282,2.906487
54.923471,75.591142,159.295824,162.808479,52.627744,56.263473,59.174458,12.917895,156.955881,1.080260,76.027407,55.632472,161.492982,158.820677,158.653748,157.508332,67.916459,156.967078,0.001919,-1.756949,32.000000,-237.089278,157.697629,0.341099,15.051844,0.683334,277739.423772,0.917169,30.495828,40.304354,2.904908
54.965809,75.593032,159.316945,162.770996,52.863782,56.308053,59.187075,12.919159,156.962488,1.080399,76.020501,55.675742,161.458291,158.835238,158.632052,157.521052,67.915312,156.981381,0.001924,-1.755164,32.000000,-237.087948,157.700828,0.341510,15.047583,0.683466,277978.574499,0.917078,30.460325,40.310805,2.901871
54.990786,75.593048,159.330905,162.746406,52.848290,56.332418,59.182083,12.920504,156.974422,1.270818,76.014485,55.703737,161.435362,158.847498,158.617020,157.532877,67.915062,156.990604,0.001924,-1.753983,32.000000,-237.086616,157.750572,0.407989,15.045303,0.683345,278214.682696,0.918049,30.423647,40.317060,2.900323
55.027148,75.591426,159.368687,162.710965,52.876020,56.368930,8.347388,12.920212,156.992348,1.328130,76.004647,55.741547,161.401959,158.863669,158.594619,157.550302,67.915668,157.005978,0.001939,-1.752229,32.000000,-237.086950,157.768840,0.423282,15.049395,0.683604,278426.401133,0.917808,30.384884,40.324418,2.898474
55.061978,75.589054,159.404564,162.677092,52.922200,56.405531,59.175825,12.920954,157.016129,1.328142,75.993615,55.779526,161.369628,158.887195,158.572258,157.573594,67.918374,157.029734,0.001920,-1.750443,32.000000,-237.086156,157.793569,0.423406,15.046218,0.683717,278540.612720,0.917826,30.360928,40.328673,2.897411
55.100527,75.586029,159.420568,162.645840,52.918984,56.442090,59.194640,12.922566,157.045583,1.328103,75.981631,55.817547,161.337538,158.916071,158.548828,157.603399,67.921245,157.058889,0.001922,-1.748673,32.000000,-237.084630,157.822902,0.423157,15.056557,0.683638,278709.391886,6.506754,30.324423,40.334744,2.896183
55.125371,75.583844,159.435362,162.625907,52.868215,56.466527,59.217352,12.922663,157.064203,1.328234,75.973758,55.842647,161.317250,158.936598,158.533508,157.622503,67.923773,157.079058,0.001922,-1.747504,32.000000,-237.084531,157.842880,0.423183,15.049769,0.683906,278876.824439,0.917801,30.288654,40.342353,2.895002
55.162382,75.580255,159.460766,162.597213,52.924254,56.503215,59.177383,12.922637,157.100393,1.264438,75.960709,55.879087,161.288400,158.969527,158.511253,157.657116,67.927619,157.111431,0.001941,-1.745732,32.000000,-237.084483,157.893201,0.398972,15.060176,0.683416,279041.737701,0.917392,30.248686,40.352140,2.893268
55.200186,75.575596,159.496014,162.569877,52.948688,56.535695,59.173985,12.923364,157.141357,1.081879,75.946298,55.916018,161.260428,159.010049,158.489178,157.696122,67.932112,157.151527,0.001923,-1.744483,32.000000,-237.083756,157.949064,0.341592,15.055664,0.683740,279151.817581,0.916978,30.222702,40.358368,2.892232
55.233484,75.569560,159.566401,162.543939,52.973538,56.560174,59.183835,12.922814,157.183914,1.081981,75.929219,55.949919,161.233290,159.051649,158.467658,157.739112,67.936815,157.191888,0.001920,-1.743287,32.000000,-237.084214,157.988781,0.341680,15.063005,0.683308,279316.511874,0.917510,30.183674,40.368574,2.890752
55.257087,75.564431,159.573381,162.527733,52.992079,56.580422,59.177824,12.922913,157.208261,1.158075,75.917580,55.974653,161.215599,159.082593,158.454226,157.769898,67.940889,157.221631,0.001919,-1.742096,32.000000,-237.084163,157.991354,0.369614,15.062615,0.683532,279458.975660,0.917389,30.142835,40.381482,2.889411
55.293901,75.556274,159.634939,162.504992,53.040165,56.610859,59.184852,12.923438,157.248084,1.329546,75.900621,56.010368,161.189655,159.127108,158.435363,157.813650,67.947811,157.263308,0.001937,-1.740308,32.000000,-237.083562,158.048531,0.423651,15.066418,0.683322,279561.647515,0.917012,30.104947,40.394291,2.888943
55.328631,75.548359,159.692456,162.483145,52.975422,56.647466,59.173409,12.923983,157.292305,1.329542,75.883945,56.045168,161.165466,159.172794,158.416199,157.859899,67.956269,157.307870,0.001936,-1.739711,32.000000,-237.083043,158.092410,0.423573,15.077293,0.683291,279647.490946,0.916991,30.077249,40.403119,2.887836
55.367160,75.540268,159.727019,162.461839,53.031324,56.684103,7.974718,12.925590,157.339733,1.329576,75.866106,56.082983,161.141500,159.222949,158.397010,157.907436,67.966104,157.356572,0.001915,-1.739113,32.000000,-237.081408,158.142880,0.423755,15.079635,0.683227,279774.608668,0.916686,30.033905,40.414275,2.887026
55.392650,75.534488,159.786112,162.447693,53.129259,56.708456,59.191499,12.926170,157.376925,1.149341,75.853557,56.108510,161.126005,159.257698,158.384586,157.940217,67.973662,157.389036,0.001914,-1.739095,32.000000,-237.080803,158.206873,0.360033,15.081161,0.682927,279931.699219,0.916805,29.992813,40.425142,2.886254
55.430077,75.525295,159.856738,162.426840,53.229736,56.745055,59.161990,12.926875,157.430697,0.959272,75.835113,56.146316,161.103949,159.310915,158.365772,157.993474,67.985699,157.439183,0.001921,-1.738488,32.000000,-237.080127,158.272288,0.301480,15.089151,0.682871,280085.707476,6.801871,29.947933,40.436422,2.884869
55.465746,75.515581,159.908756,162.406805,53.352341,56.781601,59.232610,12.927368,157.482155,0.959252,75.816534,56.181358,161.082184,159.366622,158.347515,158.045901,67.998564,157.490861,0.001936,-1.737665,32.000000,-237.079585,158.323267,0.301599,15.091468,0.682983,280187.085709,0.916315,29.917825,40.442937,2.884609
55.501976,75.505647,159.916486,162.387250,53.323285,56.810142,59.226883,12.928928,157.536513,0.959304,75.798224,56.218782,161.060715,159.423277,158.329691,158.102776,68.012298,157.545682,0.001915,-1.737069,32.000000,-237.078032,158.375408,0.301383,15.097014,0.682829,280338.265090,0.916663,29.872927,40.452633,2.883935
55.524462,75.499085,159.963230,162.374783,53.365195,56.834387,59.171225,12.929622,157.570919,0.959213,75.786100,56.242380,161.047482,159.462724,158.318316,158.140879,68.022228,157.580965,0.001912,-1.737066,32.000000,-237.077372,158.393436,0.301504,15.092207,0.682884,280488.412395,0.915490,29.829202,40.462160,2.883018
55.558569,75.489027,160.047467,162.357115,53.279220,56.866896,59.171094,12.930261,157.626659,1.201650,75.767569,56.278377,161.027305,159.518286,158.301343,158.196677,68.036764,157.636797,0.001922,-1.737058,32.000000,-237.076820,158.398982,0.382169,15.104770,0.682502,280597.430938,0.915358,29.784740,40.472174,2.881276
55.589443,75.478914,160.121639,162.340140,53.373630,56.891165,59.234782,12.929662,157.684365,1.208516,75.750124,56.309109,161.008062,159.574599,158.284434,158.254590,68.052716,157.694258,0.001938,-1.737012,32.000000,-237.077334,158.453752,0.383484,15.121004,0.682885,280695.532420,0.916187,29.756755,40.477524,2.880951
55.618485,75.468539,160.198903,162.324319,53.394914,56.915547,59.216662,12.928992,157.742420,1.208473,75.732180,56.337260,160.990341,159.631707,158.267875,158.314626,68.069259,157.750190,0.001921,-1.736968,32.000000,-237.078014,158.511744,0.383624,15.117636,0.682575,280824.161150,0.916072,29.714217,40.487163,2.880698
55.635823,75.461211,160.259470,162.314535,53.366223,56.931711,59.176903,12.928334,157.781990,1.208562,75.719744,56.355797,160.978449,159.670735,158.257393,158.355587,68.080034,157.789563,0.001919,-1.736962,32.000000,-237.078672,158.551601,0.383585,15.119096,0.682005,280910.830842,0.914895,29.674717,40.496085,2.880432
55.664569,75.449657,160.291516,162.301217,53.552300,56.956061,59.219928,12.928942,157.844818,1.208507,75.699737,56.380898,160.962103,159.734169,158.242833,158.418116,68.096842,157.854956,0.001919,-1.736954,32.000000,-237.078031,158.614462,0.383595,15.118391,0.682358,280997.916077,0.915018,29.636709,40.503747,2.880318
55.689900,75.436999,160.362623,162.289852,53.751530,56.980471,59.169199,12.930292,157.910794,1.208489,75.678866,56.403933,160.946387,159.798294,158.227651,158.484139,68.113780,157.920835,0.001937,-1.736328,32.000000,-237.076699,158.693504,0.383763,15.120603,0.682481,281056.436990,0.915562,29.612889,40.510007,2.880509
55.716411,75.423635,160.455957,162.280183,53.770805,57.004847,59.162125,12.932372,157.982724,0.968754,75.657089,56.425418,160.931864,159.867196,158.213408,158.553971,68.131322,157.989502,0.001935,-1.736330,32.000000,-237.074650,158.654908,0.304328,15.131569,0.682536,281142.104200,0.914742,29.574003,40.521484,2.879597
55.730923,75.414274,160.512885,162.274878,53.791241,57.021166,59.168557,12.932272,158.023034,1.041511,75.641588,56.438696,160.923082,159.911085,158.203991,158.596258,68.143229,158.032576,0.001914,-1.736318,32.000000,-237.074699,158.664185,0.331867,15.134720,0.682648,281228.135071,0.915431,29.537267,40.533035,2.879564
55.750024,75.399169,160.577237,162.268273,53.802913,57.045480,59.155432,12.930755,158.088456,1.209621,75.617778,56.456168,160.911932,159.975081,158.191174,158.660707,68.161206,158.095940,0.001914,-1.736303,32.000000,-237.076157,158.753335,0.385033,15.139835,0.682451,281312.707472,0.915422,29.498712,40.545175,2.879869
55.767012,75.383558,160.640119,162.262842,53.812397,57.069995,59.231243,12.930245,158.156117,1.209405,75.591975,56.474199,160.901772,160.042120,158.178347,158.726443,68.178723,158.163610,0.001926,-1.736314,32.000000,-237.076608,158.819009,0.385035,15.151994,0.682522,281369.510979,0.915300,29.475567,40.551883,2.880140
55.783635,75.367076,160.710642,162.259230,53.834924,57.094316,59.222372,12.929791,158.221598,1.209379,75.565566,56.488859,160.892602,160.109022,158.166467,158.792989,68.195898,158.231942,0.001937,-1.736294,32.000000,-237.077010,158.883810,0.384916,15.153290,0.682560,281453.593948,0.915513,29.442322,40.561285,2.880308
55.793306,75.355558,160.761364,162.257616,53.937121,57.110570,7.697112,12.929852,158.267762,1.209302,75.547785,56.497588,160.887184,160.154614,158.159342,158.839046,68.207832,158.276591,0.001919,-1.736277,32.000000,-237.076895,158.928898,0.385035,15.152236,0.682304,281539.662018,0.914392,29.410581,40.572995,2.880558
55.805400,75.337817,160.867022,162.256407,54.205992,57.134935,59.174679,12.928798,158.337324,1.021741,75.519932,56.510371,160.880403,160.222024,158.149576,158.907134,68.225149,158.343819,0.001918,-1.736278,32.000000,-237.077950,159.093423,0.319324,15.152702,0.682567,281624.600012,0.914580,29.378320,40.585325,2.880964
55.816227,75.319164,160.920170,162.256871,54.266408,57.151105,59.167756,12.928346,158.402246,1.204950,75.492192,56.521253,160.875021,160.288812,158.141311,158.977062,68.242298,158.410902,0.001929,-1.736268,32.000000,-237.078453,159.125446,0.384758,15.161771,0.682869,281680.698175,7.037329,29.357624,40.592666,2.881374
55.826257,75.299840,161.029390,162.258612,54.282039,57.169855,59.171132,12.929371,158.469811,1.211283,75.463218,56.530845,160.871306,160.357594,158.133339,159.046859,68.260191,158.480128,0.001946,-1.736282,32.000000,-237.077420,159.192527,0.386348,15.165619,0.683369,281765.674902,0.915507,29.328406,40.604361,2.882643
55.832448,75.286402,161.102094,162.260626,54.224949,57.178015,59.223251,12.929478,158.514979,1.211325,75.443179,56.536412,160.869797,160.403323,158.128232,159.090594,68.271776,158.524338,0.001929,-1.736276,32.000000,-237.077397,159.237371,0.386320,15.168104,0.683187,281810.279932,0.915634,29.299481,40.616152,2.883036
55.838849,75.265312,161.143370,162.265134,54.236825,57.177973,59.179468,12.927677,158.582131,1.211375,75.412038,56.538845,160.868248,160.467141,158.121230,159.157154,68.288432,158.592550,0.001926,-1.736262,32.000000,-237.079091,159.305163,0.386172,15.167274,0.683515,281866.056952,0.915656,29.270641,40.628114,2.884474
55.841922,75.243042,161.193284,162.271219,54.219814,57.177944,59.149882,12.925545,158.651672,1.211505,75.378925,56.543127,160.868073,160.534841,158.115678,159.226298,68.305162,158.659966,0.001927,-1.736269,32.000000,-237.081170,159.372864,0.386179,15.180157,0.683681,281882.098155,0.914838,29.251332,40.635591,2.885456
55.845237,75.219616,161.287159,162.279559,54.089676,57.177952,59.225730,12.925985,158.724591,1.211462,75.344886,56.543954,160.869011,160.608260,158.110149,159.298729,68.321726,158.732926,0.001943,-1.736260,32.000000,-237.080766,159.445092,0.386184,15.178924,0.683768,281846.520338,0.915349,29.224170,40.648338,2.885865
55.845594,75.203532,161.339035,162.286112,54.184466,57.177802,59.166140,12.925628,158.780429,1.137528,75.322145,56.544008,160.871540,160.654574,158.107212,159.347018,68.332937,158.781221,0.001940,-1.736259,32.000000,-237.081068,159.518716,0.358640,15.187050,0.683305,281811.027841,0.915699,29.198987,40.660658,2.886600
55.845860,75.178737,161.385434,162.297385,54.201069,57.177839,59.196822,12.925281,158.843937,1.048437,75.286709,56.541049,160.875896,160.725544,158.104895,159.419038,68.350148,158.854892,0.001923,-1.736279,32.000000,-237.081415,159.499734,0.334371,15.199774,0.683653,281774.781951,0.914411,29.172416,40.675522,2.888109
55.846071,75.152730,161.434837,162.310809,54.202453,57.177918,59.173766,12.924907,158.913432,1.214147,75.250151,56.538878,160.880937,160.795264,158.103747,159.486685,68.366204,158.924633,0.001924,-1.736279,32.000000,-237.081830,159.573485,0.386680,15.212440,0.683452,281750.283386,0.915286,29.155993,40.685110,2.889020
55.840516,75.126062,161.524823,162.325314,54.111025,57.177999,59.172853,12.923233,158.980022,1.214127,75.212855,56.533689,160.889052,160.863378,158.104929,159.556990,68.383243,158.991006,0.001936,-1.736302,32.000000,-237.083511,159.638551,0.386564,15.212348,0.683017,281713.152497,0.914749,29.130946,40.699615,2.889837
55.834146,75.098028,161.628438,162.341466,54.262038,57.177878,59.174361,12.922128,159.047204,1.214121,75.172977,56.525856,160.897189,160.930556,158.105702,159.626636,68.398713,159.058773,0.001945,-1.736319,32.000000,-237.084566,159.704921,0.386676,15.220682,0.682596,281676.988764,0.915042,29.104740,40.713574,2.890711
55.829553,75.078743,161.692203,162.352991,54.229387,57.177831,59.169258,12.922273,159.092269,1.214111,75.145840,56.520570,160.903254,160.976907,158.106404,159.671829,68.409458,159.103252,0.001925,-1.736358,32.000000,-237.084431,159.747677,0.386746,15.222998,0.682991,281640.669839,0.915094,29.083339,40.725090,2.892610
55.820479,75.048905,161.737847,162.371161,54.193898,57.177787,59.174218,12.923620,159.161676,1.214132,75.103794,56.511581,160.914036,161.044761,158.109331,159.742133,68.425522,159.171139,0.001923,-1.736952,32.000000,-237.083083,159.815288,0.386664,15.225847,0.683067,281604.209494,0.915118,29.061347,40.738768,2.894796
55.808597,75.018092,161.802540,162.390598,54.125207,57.177894,59.153904,12.924055,159.229463,1.214131,75.062202,56.500718,160.926258,161.111100,158.113031,159.809427,68.442100,159.236074,0.001936,-1.737009,32.000000,-237.082690,159.881214,0.386857,15.236213,0.683239,281579.162858,0.915234,29.046418,40.747148,2.896176
55.794454,74.987086,161.864748,162.411451,54.125920,57.173879,59.232500,12.923051,159.300059,1.138011,75.019413,56.483634,160.940634,161.176620,158.117616,159.875381,68.458730,159.302061,0.001951,-1.737035,32.000000,-237.083728,159.972894,0.358695,15.231776,0.683363,281542.047096,0.915250,29.025187,40.760265,2.897464
55.782396,74.966058,161.927296,162.426258,54.158894,57.171849,59.152901,12.922421,159.349712,0.973701,74.989628,56.469608,160.950778,161.220950,158.120739,159.919862,68.469557,159.346998,0.001936,-1.737053,32.000000,-237.084370,160.004062,0.306292,15.238563,0.683258,281504.888914,0.915707,29.005648,40.771593,2.899240
55.762926,74.932937,161.944672,162.450178,54.318407,57.147438,59.205311,12.922346,159.411753,1.053588,74.944677,56.448974,160.966320,161.287384,158.127250,159.987530,68.485585,159.415222,0.001935,-1.737063,32.000000,-237.084385,160.039044,0.336004,15.244191,0.683780,281447.907374,0.914610,28.988061,40.783311,2.901090
55.739728,74.899061,162.032891,162.476375,54.416534,57.123046,59.166949,12.921166,159.477198,1.217345,74.899414,56.424882,160.983443,161.349324,158.134594,160.053169,68.500860,159.478574,0.001934,-1.737075,32.000000,-237.085524,160.116277,0.387775,15.243081,0.683830,281413.832077,0.915976,28.978477,40.791784,2.902839
55.713391,74.865331,162.082476,162.504844,54.334241,57.098523,59.173154,12.921501,159.540503,1.217360,74.855642,56.398133,161.002274,161.410242,158.143765,160.119754,68.516352,159.544084,0.001951,-1.737081,32.000000,-237.085150,160.182985,0.387850,15.246418,0.683551,281256.769426,0.915048,28.963839,40.805050,2.904164
55.695276,74.842912,162.109856,162.524842,54.330734,57.082238,59.167592,12.921243,159.580997,1.217297,74.826562,56.378522,161.015635,161.451227,158.149804,160.160990,68.526287,159.585826,0.001945,-1.737084,32.000000,-237.085394,160.225435,0.387808,15.251566,0.683900,281101.523355,0.915590,28.951991,40.816968,2.906955
55.664586,74.809395,162.147911,162.556363,54.262597,57.057830,59.175939,12.918813,159.639832,1.217361,74.783803,56.347914,161.037720,161.509956,158.161151,160.220278,68.541084,159.644921,0.001927,-1.737118,32.000000,-237.087855,160.283970,0.387775,15.253995,0.683944,280946.218406,0.915497,28.943278,40.829589,2.909219
55.633812,74.776321,162.240730,162.590023,54.274641,57.033341,59.168993,12.917972,159.697281,1.217376,74.740908,56.316599,161.061580,161.568540,158.172649,160.277687,68.556051,159.702874,0.001926,-1.737148,32.000000,-237.088703,160.342918,0.387792,15.256864,0.683826,280843.493909,0.915596,28.938070,40.837560,2.910657
55.600125,74.743142,162.279150,162.625295,54.294781,57.009207,59.172887,12.917245,159.754213,1.217394,74.698161,56.281086,161.086574,161.619679,158.184249,160.332720,68.570399,159.758380,0.001940,-1.737154,32.000000,-237.089402,160.418104,0.387771,15.267631,0.683920,280690.987034,0.915551,28.933724,40.848110,2.912946
55.576880,74.721001,162.308009,162.649575,54.365426,56.992893,59.169767,12.916529,159.789991,1.021311,74.670820,56.255753,161.104802,161.655253,158.192609,160.369667,68.580421,159.793788,0.001943,-1.737152,32.000000,-237.090144,160.502254,0.319743,15.268474,0.684213,280538.057981,0.915745,28.929913,40.857993,2.916225
55.541554,74.688200,162.392877,162.687024,54.414947,56.968637,59.198566,12.915683,159.839518,0.968092,74.631008,56.219131,161.133592,161.705645,158.206021,160.418929,68.595156,159.848141,0.001928,-1.737170,32.000000,-237.090950,160.535668,0.305633,15.265692,0.683977,280388.447037,0.915828,28.928779,40.867438,2.918683
55.506980,74.655933,162.429224,162.725435,54.455306,56.944300,8.198622,12.915828,159.883202,1.214533,74.591873,56.182907,161.163296,161.752189,158.221181,160.465677,68.609792,159.895540,0.001925,-1.737195,32.000000,-237.090835,160.563616,0.387496,15.267561,0.684125,280287.273071,0.915983,28.928760,40.872591,2.920423
55.473053,74.624735,162.449359,162.764190,54.548704,56.919927,59.180603,12.916380,159.925018,1.220298,74.553976,56.146114,161.194156,161.795025,158.236861,160.506285,68.624081,159.939177,0.001939,-1.738934,32.000000,-237.090215,160.606910,0.387950,15.272299,0.684703,280137.440170,0.915711,28.929592,40.881146,2.923809
55.447587,74.604420,162.485650,162.789957,54.476798,56.903631,59.153157,12.915595,159.951061,1.220342,74.529607,56.121909,161.215033,161.819194,158.246755,160.531816,68.632510,159.964110,0.001952,-1.738922,32.000000,-237.090991,160.632331,0.387831,15.282859,0.684873,279987.437525,6.613087,28.930258,40.886815,2.926285
55.410142,74.574906,162.572793,162.828497,54.302382,56.875297,59.242939,12.914801,159.986661,1.220407,74.495615,56.085980,161.247656,161.854276,158.264085,160.566600,68.645797,159.998311,0.001935,-1.740678,32.000000,-237.091880,160.667138,0.387674,15.292016,0.684838,279838.320482,0.916298,28.931392,40.891216,2.928437
55.375322,74.546845,162.595324,162.866763,54.398552,56.838864,59.168408,12.913959,160.018301,1.220513,74.462946,56.050036,161.280575,161.887112,158.281372,160.596957,68.658290,160.029273,0.001933,-1.741239,32.000000,-237.092755,160.697817,0.387893,15.292672,0.684609,279740.935916,0.916876,28.935354,40.893465,2.930437
55.339444,74.519600,162.620512,162.904716,54.364311,56.802266,59.167438,12.913045,160.050434,1.139752,74.432152,56.014717,161.313463,161.914921,158.299684,160.625914,68.669784,160.058160,0.001934,-1.741775,32.000000,-237.093707,160.759246,0.358237,15.294755,0.684648,279575.853357,0.915640,28.941554,40.894821,2.933990
55.317096,74.502280,162.647192,162.929904,54.400865,56.785957,59.220210,12.912548,160.068394,0.978020,74.412597,55.992358,161.335124,161.933575,158.312567,160.643602,68.677315,160.076300,0.001945,-1.741758,32.000000,-237.094241,160.753417,0.306593,15.297740,0.684675,279371.776062,0.916774,28.946720,40.895583,2.936242
