Torad 40 Ton Compressor Load Stand
C Bradshaw
Measured on:
Wednesday, September 5, 2018
1:52:02 PM

6
Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
-6.683134,12.622851,-6.931354,194.458921,-85.885547,-63.529258,377.139956,0.981443,-4.025851,-14.176370,19.556275,-5.837400,19.350314,-5.745441,19.379965,-5.731397,19.406674,-5.862539,-111.839111,-1.962123,0.000000,-250.002087,-4.451493,-14.000372
