Torad 40 Ton Compressor Load Stand
C Bradshaw
Measured on:
Wednesday, September 5, 2018
1:10:56 PM

6
Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-3.729288,16.291860,-2.536210,462.198670,-7.161718,-53.370197,0.000000,376.782771,-2.031782,-6.996032,19.555291,-250.001905,19.344807,-2.504291,19.373534,-2.630490,19.407534,-2.599017,-0.895080,-40.757739,-3.454329,-1.567275,-31.346312,0.986236
-3.632862,16.401462,-2.439991,460.332855,-6.953023,-51.635534,0.000000,376.582915,-1.959409,-6.786873,19.555392,-250.001896,19.345142,-2.409638,19.373685,-2.535142,19.407615,-2.502931,-0.863344,-39.417235,-3.357697,-1.495948,-30.389791,0.986234
-3.542383,16.503979,-2.349457,431.264520,-6.757623,-50.010708,0.000000,376.639871,-1.892075,-6.588049,19.555249,-250.001845,19.345078,-2.320584,19.373566,-2.444835,19.407440,-2.412721,-0.833909,-38.162697,-3.267734,-1.429108,-29.494716,0.986233
-3.460505,16.600103,-2.264536,430.482010,-6.574462,-48.487866,0.000000,377.040803,-1.829499,-6.409044,19.555328,-250.001866,19.345057,-2.236026,19.373790,-2.359565,19.407563,-2.327793,-0.806360,-36.986328,-3.184666,-1.366080,-28.656027,0.986232
-3.408584,16.660897,-2.212251,447.272865,-6.462046,-47.523546,0.000000,376.442292,-1.789520,-6.288482,19.555180,-250.001878,19.344980,-2.182591,19.373717,-2.306038,19.407621,-2.274127,-0.788614,-36.242087,-3.132407,-1.326894,-28.125534,0.986234
-0.866745,16.915049,0.342225,425.103843,-0.909563,-1.268017,0.000000,376.445544,0.124897,-0.738495,19.555245,-250.001949,19.345059,0.373543,19.373781,0.246604,19.407604,0.280443,0.053626,-0.533110,-0.587971,0.591722,-2.642232,0.986237
-0.865444,19.579302,0.339638,440.104589,-0.904307,-1.268552,0.000000,376.657314,0.126123,-0.734004,19.555530,-250.001937,19.345277,0.374873,19.374131,0.245767,19.408012,0.279775,0.053624,-0.533822,-0.588777,0.589739,-2.642298,0.986250
-0.863441,19.579319,0.340041,440.104589,-0.902917,-1.267779,0.000000,376.803092,0.127632,-0.737916,19.555384,-250.001960,19.345206,0.376733,19.373912,0.245939,19.408139,0.281001,0.053524,-0.533569,-0.588389,0.588907,-2.642675,0.986243
-0.861085,19.579318,0.338646,414.694298,-0.902792,-1.268523,0.000000,377.979874,0.128047,-0.733964,19.555223,-250.001952,19.344945,0.377707,19.373727,0.246126,19.408226,0.281552,0.053425,-0.534028,-0.588343,0.589142,-2.642921,0.986243
-0.859569,19.579350,0.339015,414.694298,-0.903017,-1.269296,0.000000,378.471471,0.127661,-0.734057,19.555201,-250.001957,19.344828,0.377320,19.373514,0.246008,19.408089,0.280210,0.053413,-0.534694,-0.588423,0.588030,-2.643429,0.986240
-0.860746,19.579400,0.338574,440.104589,-0.902674,-1.269236,0.000000,376.563148,0.127215,-0.737580,19.555191,-250.001869,19.344988,0.377267,19.373498,0.245824,19.408108,0.279905,0.053319,-0.535727,-0.589511,0.587253,-2.642511,0.986240
-0.864382,19.579431,0.339238,440.104589,-0.904511,-1.268285,0.000000,376.502839,0.127168,-0.734529,19.555043,-250.001877,19.344830,0.377010,19.373184,0.245505,19.408076,0.282006,0.053533,-0.535727,-0.590757,0.587155,-2.642593,0.986257
-0.865375,19.579454,0.339897,440.104589,-0.906287,-1.268731,0.000000,376.516483,0.127536,-0.741826,19.555020,-250.001808,19.344809,0.377143,19.373413,0.245314,19.408071,0.282078,0.053528,-0.535887,-0.590242,0.588325,-2.643134,0.986250
-0.865027,19.579503,0.340580,440.104589,-0.900651,-1.269414,0.000000,377.262788,0.127950,-0.738738,19.555076,-250.001806,19.344834,0.378325,19.373674,0.244378,19.408051,0.280983,0.053856,-0.536163,-0.590333,0.586963,-2.643117,0.986260
-0.862552,19.579550,0.340644,440.104589,-0.899126,-1.268523,0.000000,378.113759,0.127855,-0.742712,19.555118,-250.001816,19.344866,0.377423,19.373932,0.242980,19.408283,0.280975,0.053997,-0.535910,-0.591095,0.586000,-2.643298,0.986256
-0.860244,19.579566,0.341657,363.873715,-0.902442,-1.269177,0.000000,376.524676,0.128367,-0.735612,19.555273,-250.001805,19.344878,0.379051,19.373832,0.242398,19.408220,0.281146,0.053954,-0.536254,-0.591965,0.585824,-2.644002,0.986264
-0.861159,19.579581,0.340946,313.053133,-0.904071,-1.269028,0.000000,376.800355,0.127665,-0.739414,19.555630,-250.001800,19.344939,0.378195,19.374087,0.242123,19.408633,0.281541,0.053968,-0.536369,-0.592811,0.585574,-2.643904,0.986278
-0.865098,19.579613,0.341884,287.642842,-0.904100,-1.269593,0.000000,376.796624,0.127345,-0.732235,19.555683,-250.001764,19.345136,0.379120,19.374270,0.243718,19.408786,0.280572,0.053747,-0.535704,-0.592991,0.586223,-2.645166,0.986274
-0.864875,19.579659,0.340839,313.053133,-0.904232,-1.269147,0.000000,376.652810,0.127448,-0.738953,19.555497,-250.001756,19.345128,0.381921,19.374480,0.243100,19.408881,0.279402,0.053792,-0.535704,-0.594383,0.586395,-2.644822,0.986270
-0.860961,19.579711,0.339967,338.463424,-0.904679,-1.269920,0.000000,377.949338,0.126541,-0.735679,19.555506,-250.001785,19.344992,0.382762,19.374563,0.242608,19.408824,0.278851,0.053790,-0.537471,-0.595168,0.586391,-2.645461,0.986275
-0.858199,19.579728,0.340076,338.463424,-0.902042,-1.270455,0.000000,376.786951,0.126475,-0.739024,19.555359,-250.001744,19.344968,0.383283,19.374595,0.243341,19.408809,0.278497,0.053599,-0.536231,-0.595035,0.586546,-2.646051,0.986264
-0.857987,19.579753,0.339905,287.642842,-0.899751,-1.270306,0.000000,376.567507,0.126061,-0.735179,19.555349,-250.001808,19.345121,0.382444,19.374544,0.242016,19.408833,0.278761,0.053460,-0.536277,-0.595914,0.587498,-2.645691,0.986263
-0.861843,19.579797,0.341433,262.232550,-0.903574,-1.271495,0.000000,376.498874,0.126762,-0.735033,19.555193,-250.001862,19.345003,0.381964,19.374588,0.239686,19.408767,0.280020,0.053462,-0.537494,-0.594058,0.587397,-2.645232,0.986265
-0.865185,19.579815,0.343462,211.411968,-0.907001,-1.271466,0.000000,377.157059,0.125299,-0.738588,19.555180,-250.001855,19.344989,0.383971,19.374250,0.238976,19.408479,0.279289,0.053360,-0.537425,-0.593285,0.587745,-2.644756,0.986270
-0.866003,19.579854,0.343893,211.411968,-0.904439,-1.271822,0.000000,377.087253,0.123888,-0.738131,19.555134,-250.001831,19.345144,0.385460,19.374463,0.237753,19.408699,0.278392,0.053490,-0.538228,-0.593760,0.588367,-2.644855,0.986274
-0.864177,19.579901,0.343411,236.822259,-0.901338,-1.270128,0.000000,377.994346,0.122776,-0.741851,19.555029,-250.001793,19.345067,0.383680,19.374407,0.236099,19.408649,0.278167,0.053514,-0.537861,-0.594873,0.589098,-2.644642,0.986279
-0.860517,19.579949,0.345634,211.411968,-0.901441,-1.268731,0.000000,378.140932,0.121831,-0.737477,19.554912,-250.001787,19.345029,0.385993,19.374394,0.233414,19.408479,0.279338,0.053810,-0.537356,-0.595848,0.589064,-2.644314,0.986277
-0.859376,19.579996,0.346480,160.591385,-0.901277,-1.267869,0.000000,378.141217,0.121158,-0.741475,19.554598,-250.001901,19.344760,0.384929,19.374336,0.233445,19.408540,0.280231,0.053952,-0.536736,-0.594584,0.589169,-2.644052,0.986286
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
