Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Tuesday, December 11, 2018
5:40:56 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz,,,,
54.873245,76.013637,161.208582,162.141475,46.912773,56.491417,52.538945,12.770164,158.379438,1.622043,76.664017,55.524295,160.507972,160.429267,156.996250,159.352981,75.269774,158.621934,0.001851,-1.792534,32.000000,-237.237028,159.366091,0.500484,15.132590,0.691226,271681.537450,0.923186,30.854860,33.672885,2.936585,66.963752,61.468102,94.129502,13.000000,47.559291,63.920000,44.415364,11.759494,19.270948
54.870753,76.031203,161.251476,162.159946,46.900063,56.475051,59.287769,12.768753,158.362948,1.622025,76.681307,55.521737,160.526912,160.418372,157.017846,159.350745,75.260961,158.611332,0.001862,-1.792498,32.000000,-237.238318,159.356656,0.499679,15.127246,0.691431,271704.593765,1.036052,30.876061,33.675329,2.936893,66.955156,61.464048,94.128038,13.000000,47.593798,63.920000,44.440548,11.759494,19.275793
54.865577,76.045883,161.240841,162.175549,46.763352,56.454682,59.115666,12.768433,158.361073,1.393295,76.696320,55.518300,160.541168,160.412988,157.035091,159.346483,75.253825,158.607646,0.001828,-1.792486,32.000000,-237.238587,159.385257,0.416163,15.133222,0.691645,271723.959279,1.040345,30.894398,33.679659,2.937836,66.948308,61.460818,94.126665,13.000000,47.596569,63.920000,44.463254,11.759494,19.279868
54.857668,76.063347,161.199695,162.195071,46.518661,56.438440,59.293847,12.768077,158.352110,1.074648,76.714688,55.508682,160.558583,160.407088,157.055923,159.341632,75.244991,158.601623,0.001831,-1.792415,32.000000,-237.238807,159.389137,0.323996,15.126997,0.691932,271668.326045,0.921741,30.914360,33.683904,2.938751,66.940876,61.457509,94.124825,13.000000,47.577664,63.920000,44.495196,11.759494,19.284791
54.851648,76.077280,161.166533,162.212543,46.442002,56.418110,52.184904,12.768427,158.339692,1.070703,76.729459,55.500804,160.573505,160.402810,157.072572,159.335588,75.238932,158.594588,0.001833,-1.792408,32.000000,-237.238608,159.382494,0.323702,15.133220,0.691467,271590.413984,0.924221,30.934015,33.689450,2.938834,66.935159,61.454623,94.121789,13.000000,47.564291,63.920000,44.523799,11.759494,19.288856
54.848640,76.093761,161.095117,162.234181,46.363156,56.393671,52.691719,12.768050,158.329015,1.070717,76.746563,55.491805,160.591890,160.391347,157.093596,159.326427,75.231676,158.586790,0.001840,-1.792411,32.000000,-237.238903,159.372014,0.324195,15.122657,0.691521,271536.801029,0.921365,30.959081,33.695689,2.938508,66.929318,61.450815,94.117507,13.000000,47.530648,63.920000,44.551113,11.759494,19.293721
54.843827,76.107405,161.035458,162.252364,46.324344,56.373247,52.075960,12.768293,158.319561,1.070806,76.760205,55.485233,160.608324,160.380964,157.108876,159.321808,75.226075,158.577777,0.001815,-1.792417,32.000000,-237.238590,159.365729,0.323719,15.133384,0.690962,271457.513517,1.046665,30.978803,33.698716,2.938226,66.925192,61.447161,94.112555,13.000000,47.498597,63.920000,44.578410,11.759494,19.297801
54.838785,76.123732,160.995720,162.274282,46.256621,56.348855,52.693688,12.769130,158.308876,1.070739,76.776147,55.478956,160.628347,160.369439,157.129253,159.313627,75.219652,158.570666,0.001812,-1.792429,32.000000,-237.237808,159.354220,0.323776,15.128790,0.690933,271360.689353,1.036254,30.998176,33.702612,2.937085,66.922728,61.443629,94.107409,13.000000,47.472915,63.920000,44.610686,11.759494,19.302735
54.832497,76.136858,160.962309,162.292722,46.240430,56.328479,52.106586,12.769046,158.297339,1.070921,76.789094,55.474936,160.645606,160.361231,157.147361,159.303653,75.215039,158.560449,0.001811,-1.792469,32.000000,-237.238042,159.341308,0.324094,15.120512,0.690041,271279.955242,1.048264,31.016448,33.704328,2.936255,66.922637,61.441070,94.103813,13.000000,47.448265,63.920000,44.640390,11.759494,19.306822
54.821828,76.151989,160.995257,162.315088,46.251472,56.303945,59.149183,12.768489,158.298005,0.554667,76.803388,55.459551,160.664910,160.352208,157.166069,159.296564,75.208826,158.555964,0.001835,-1.792453,32.000000,-237.238550,159.389007,0.155840,15.119181,0.689889,271182.970768,1.035675,31.037622,33.707686,2.935800,66.923989,61.436900,94.100486,13.000000,47.464908,63.920000,44.680106,11.759494,19.311669
54.811117,76.163845,160.998785,162.335165,46.367103,56.292064,59.166788,12.767417,158.291854,0.580064,76.814003,55.447960,160.682151,160.344057,157.181646,159.286850,75.203891,158.549761,0.001838,-1.792414,32.000000,-237.239680,159.372199,0.173542,15.116789,0.689991,271101.249984,1.047132,31.056796,33.707894,2.935528,66.925988,61.433323,94.100198,13.000000,47.465222,63.920000,44.716499,11.759494,19.315652
54.801825,76.177781,160.960778,162.361017,46.284740,56.267515,51.847616,12.768045,158.280252,1.051286,76.827317,55.441288,160.704193,160.343185,157.200868,159.286970,75.197975,158.550587,0.001837,-1.792419,32.000000,-237.238981,159.330626,0.322894,15.109824,0.690059,271003.847757,0.922285,31.082187,33.712175,2.936700,66.928352,61.428600,94.102138,13.000000,47.454282,63.920000,44.761236,11.759494,19.320390
54.796293,76.189790,160.922767,162.382617,46.316507,56.247094,59.327401,12.770003,158.279132,1.072485,76.838592,55.435943,160.722455,160.344463,157.219293,159.292511,75.193355,158.554041,0.001837,-1.792395,32.000000,-237.236931,159.328145,0.325235,15.110321,0.690202,270963.707816,0.922042,31.104346,33.714437,2.937338,66.931320,61.424450,94.104215,13.000000,47.433703,63.920000,44.794534,11.759494,19.324416
54.785696,76.204173,160.968977,162.408541,46.245345,56.222298,52.469508,12.767945,158.277328,0.956043,76.850744,55.422439,160.744675,160.344815,157.241740,159.287770,75.187525,158.551721,0.001866,-1.792116,32.000000,-237.238982,159.348061,0.279369,15.108800,0.690217,270864.932443,1.051977,31.127221,33.720709,2.937143,66.935777,61.419930,94.106979,13.000000,47.445535,63.920000,44.840840,11.759494,19.329302
54.775099,76.215733,160.959171,162.430113,46.298310,56.218128,59.268047,12.768057,158.280703,0.542859,76.860572,55.411211,160.764025,160.340579,157.259362,159.282638,75.182868,158.553057,0.001872,-1.795025,32.000000,-237.239025,159.374059,0.152154,15.106690,0.689890,270781.908767,0.919144,31.144553,33.726817,2.936746,66.939927,61.416979,94.110252,13.000000,47.436491,63.920000,44.883235,11.759494,19.333354
54.766547,76.228531,160.930574,162.456844,46.278424,56.193636,51.740766,12.770031,158.282741,0.522114,76.872149,55.403330,160.788327,160.338814,157.283577,159.281247,75.178124,158.555720,0.001845,-1.795621,32.000000,-237.237105,159.378433,0.148788,15.108403,0.690008,270682.611381,1.039078,31.169132,33.731647,2.938157,66.944658,61.413977,94.114847,13.000000,47.429222,63.920000,44.932000,11.759494,19.338105
54.761630,76.239009,160.890354,162.479451,46.279510,56.173503,59.292654,12.769776,158.280457,0.522097,76.881498,55.393706,160.808153,160.340174,157.303975,159.278626,75.174003,158.554473,0.001845,-1.795595,32.000000,-237.237420,159.376902,0.148723,15.103805,0.690184,270678.900732,0.920041,31.190892,33.736879,2.938546,66.948086,61.410837,94.119051,13.000000,47.400174,63.920000,44.970789,11.759494,19.342039
54.755339,76.251849,160.933977,162.506193,46.274820,56.149132,59.135152,12.769799,158.274757,0.521982,76.891741,55.387134,160.831921,160.332628,157.327742,159.275386,75.168223,158.550229,0.001844,-1.795615,32.000000,-237.237479,159.373436,0.149267,15.112055,0.689822,270577.674343,1.053645,31.211920,33.742771,2.938483,66.949685,61.407682,94.124272,13.000000,47.410454,63.920000,45.017503,11.759494,19.346828
54.753723,76.262589,160.894056,162.528447,46.269714,56.128824,59.287907,12.770730,158.271582,0.521876,76.900463,55.388392,160.853007,160.326964,157.346964,159.270961,75.164191,158.545602,0.001850,-1.795613,32.000000,-237.236620,159.372508,0.148598,15.106945,0.689709,270494.289388,0.919231,31.227132,33.746355,2.938013,66.951239,61.405734,94.129864,13.000000,47.391384,63.920000,45.055132,11.759494,19.350854
54.752115,76.275822,160.918762,162.554627,46.403841,56.116785,52.401271,12.772108,158.269177,0.521805,76.912141,55.384488,160.877228,160.318254,157.370551,159.266063,75.160027,158.540052,0.001828,-1.795640,32.000000,-237.235166,159.368280,0.149165,15.112377,0.689321,270394.633537,0.921426,31.246028,33.750306,2.939147,66.952497,61.404163,94.136988,13.000000,47.405913,63.920000,45.099270,11.759494,19.355769
54.755408,76.287083,160.914337,162.575502,46.441179,56.116851,51.342161,12.773221,158.267866,0.521624,76.922009,55.382032,160.897571,160.314410,157.390725,159.265761,75.156390,158.532688,0.001825,-1.795634,32.000000,-237.233952,159.364005,0.148913,15.100485,0.689183,270309.238873,0.918774,31.258323,33.752344,2.938504,66.953261,61.402167,94.142405,13.000000,47.403862,63.920000,45.132752,11.759494,19.359926
54.755174,76.301030,160.899054,162.598848,46.498959,56.116799,59.146942,12.773327,158.253093,1.036139,76.933748,55.386403,160.919425,160.305377,157.415117,159.261570,75.152297,158.526532,0.001825,-1.795684,32.000000,-237.233830,159.305860,0.319133,15.109208,0.688937,270265.898908,1.039366,31.273105,33.754115,2.939042,66.953458,61.399104,94.148113,13.000000,47.393375,63.920000,45.173379,11.759494,19.365005
54.762198,76.313142,160.912634,162.616277,46.577509,56.120746,51.754696,12.773787,158.245907,1.067379,76.945004,55.393424,160.937084,160.292850,157.435727,159.252692,75.148105,158.517966,0.001855,-1.795700,32.000000,-237.233304,159.296330,0.324547,15.104475,0.689439,270277.618418,1.060768,31.281195,33.754577,2.938784,66.954040,61.396991,94.154282,13.000000,47.380678,63.920000,45.200949,11.759494,19.369331
54.765958,76.328516,160.894664,162.634497,46.666789,56.145083,59.161040,12.774530,158.235168,1.067382,76.958630,55.399279,160.956860,160.282956,157.456772,159.242132,75.142976,158.507037,0.001853,-1.795703,32.000000,-237.232576,159.284413,0.324474,15.113935,0.689006,270291.733229,0.920829,31.295367,33.756017,2.938518,66.954809,61.394194,94.162021,13.000000,47.383940,63.920000,45.236518,11.759494,19.374684
54.769532,76.341599,160.889366,162.648125,46.718088,56.157389,59.155389,12.775154,158.225713,1.067253,76.971311,55.401527,160.971443,160.274784,157.473654,159.226343,75.139250,158.497761,0.001851,-1.795679,32.000000,-237.231970,159.273006,0.324439,15.112298,0.689256,270322.134377,1.052312,31.300717,33.756515,2.938389,66.955908,61.393374,94.168272,13.000000,47.373620,63.920000,45.265645,11.759494,19.379229
54.772830,76.357585,160.885507,162.663201,46.805511,56.173776,51.216375,12.773751,158.213292,1.067250,76.988707,55.401993,160.988166,160.262380,157.492860,159.210676,75.134830,158.480351,0.001852,-1.795663,32.000000,-237.233228,159.257376,0.324975,15.111989,0.689027,270455.284833,0.920939,31.312473,33.756931,2.937859,66.956709,61.392564,94.175253,13.000000,47.361219,63.920000,45.300987,11.759494,19.384763
54.782193,76.371857,160.893404,162.674015,46.835072,56.194032,59.269572,12.774612,158.202833,1.067090,77.004039,55.406398,161.000329,160.250616,157.508043,159.200525,75.131763,158.468143,0.001882,-1.795608,32.000000,-237.232254,159.247601,0.324464,15.108486,0.689211,270526.833367,0.921194,31.322114,33.756659,2.937571,66.956721,61.392021,94.180335,13.000000,47.364936,63.920000,45.324229,11.759494,19.389511
