Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Tuesday, December 11, 2018
6:28:57 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz,,,,
54.907025,75.400328,160.905453,163.062853,40.762627,56.523578,59.302709,12.706402,158.006063,0.502561,75.572251,55.520183,161.546148,160.154742,158.578178,158.966114,76.375396,158.342978,0.001796,-1.797056,32.000000,-237.300581,159.132033,0.143117,15.095614,0.690950,270220.483964,1.047297,30.248435,32.459978,2.931827,67.080934,62.307288,94.524905,13.000000,51.744699,63.920000,43.825692,11.759494,23.232687
54.901830,75.397060,160.784204,163.062819,40.721397,56.523625,59.312391,12.705966,157.994059,0.502487,75.569362,55.516141,161.545242,160.139135,158.575626,158.954237,76.375438,158.335643,0.001795,-1.797066,32.000000,-237.301013,159.117716,0.142542,15.102254,0.690535,270219.984251,0.920297,30.251570,32.456541,2.930456,67.083355,62.305516,94.514112,13.000000,51.677101,63.920000,43.845164,11.759494,23.232778
54.900968,75.394454,160.688474,163.062184,40.557590,56.523457,59.307479,12.705510,157.985637,0.502406,75.566220,55.513986,161.544436,160.133496,158.574704,158.946573,76.375546,158.323676,0.001805,-1.797091,32.000000,-237.301410,159.108362,0.142912,15.106466,0.690908,270217.857846,0.920153,30.248629,32.453751,2.930508,67.085196,62.303479,94.504577,13.000000,51.622478,63.920000,43.860389,11.759494,23.232865
54.895008,75.391148,160.659681,163.060984,40.455438,56.523410,59.318031,12.704189,157.970128,0.502205,75.562760,55.507602,161.543689,160.122295,158.574157,158.935582,76.376245,158.313577,0.001832,-1.797109,32.000000,-237.302779,159.098700,0.142752,15.095195,0.690179,270216.744628,0.920091,30.250353,32.450544,2.928576,67.091134,62.301554,94.494422,13.000000,51.587246,63.920000,43.883787,11.759494,23.232950
54.894815,75.388102,160.614624,163.059764,40.461573,56.507033,52.416550,12.705862,157.964225,0.502301,75.559396,55.502814,161.543483,160.116866,158.571482,158.930497,76.375781,158.308604,0.001831,-1.797106,32.000000,-237.301193,159.091294,0.142630,15.093601,0.689604,270214.259422,0.920174,30.248575,32.445271,2.926879,67.095510,62.300228,94.486954,13.000000,51.551582,63.920000,43.900088,11.759494,23.232965
54.892367,75.384989,160.606693,163.058197,40.531543,56.491034,59.121009,12.704386,157.942631,0.983270,75.555898,55.496426,161.543501,160.106281,158.571753,158.923360,76.376009,158.295137,0.001829,-1.797196,32.000000,-237.302780,159.016743,0.302810,15.092389,0.690073,270212.477743,0.920112,30.250995,32.440214,2.926672,67.101500,62.299238,94.479041,13.000000,51.534560,63.920000,43.921449,11.759494,23.233034
54.891675,75.382358,160.559067,163.056328,40.553782,56.482925,59.318074,12.704950,157.934976,1.036019,75.553596,55.492619,161.543890,160.100380,158.571585,158.916536,76.375163,158.287383,0.001828,-1.797237,32.000000,-237.302168,159.006082,0.312505,15.095719,0.689768,270132.398131,1.040953,30.248134,32.438533,2.925861,67.106612,62.298493,94.473194,13.000000,51.491388,63.920000,43.935862,11.759494,23.233095
54.886215,75.379135,160.546575,163.053317,40.528228,56.482720,59.098894,12.704465,157.936636,0.670389,75.550120,55.486760,161.543881,160.095244,158.572108,158.909605,76.374195,158.279951,0.001861,-1.796679,32.000000,-237.302775,159.047487,0.187404,15.098938,0.689622,270053.903733,0.922683,30.247374,32.432493,2.925847,67.113058,62.296977,94.466818,13.000000,51.457845,63.920000,43.959784,11.759494,23.233154
54.883637,75.375997,160.568414,163.051101,40.511872,56.482788,59.289086,12.706592,157.934618,0.500942,75.547021,55.481628,161.543007,160.090409,158.572724,158.907283,76.373804,158.276308,0.001826,-1.794945,32.000000,-237.300643,159.041634,0.143024,15.106718,0.689185,270014.203881,0.919493,30.245407,32.429991,2.925017,67.118030,62.296300,94.460564,13.000000,51.456377,63.920000,43.979736,11.759494,23.233138
