Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,x_acc,y_acc,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,LG,MG,SG,LL,ML,SL,Speed2,Power2,VFD_out,Kc_LG,Ti_LG,Td_LG,Kc_MG,Ti_MG,Td_MG,Kc_SG,Ti_SG,Td_SG,Kc_LL,Ti_LL,Td_LL,Kc_ML,Ti_ML,Td_ML,Kc_SL,Ti_SL,Td_SL,Kc_WVB,Ti_WVB,Td_WVB,Kc_WVI,Ti_WVI,Td_WVI,,,,,
psia,F,psia,F,lbm/min,lbm/min,Hz,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,g,g,F,F,F,F,F,F,F,F,F,F,F,,Hz,,,,,,,Hz,kW,Hz,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,,,,
49.823982,60.016789,161.2751,160.80477,100.307188,97.401298,29.081419,14.247156,160.589349,1.320393,58.073804,-5.357873,153.118354,161.490548,151.453751,161.078973,91.894898,159.562194,-0.000538,0.030039,32,-235.761946,161.139002,-0.02447,27.515147,0.693515,420211.2763,0.972685,19.930482,17.458645,3.236874,0.073366,0.03247,183.453842,32,199.147536,199.282935,182.663493,162.699024,32,157.647702,68.725784,71.747712,97.924095,97.625056,38.922918,49.113924,0,48.635186,26.341772,0,34.896026,29.081419,39.79342,59.528435,0,0,0,0.377,5.36,0,0.091203,0.879,0,0,0,0,-0.153,7.656,0,-0.287,0.25,0,0.15,1.2,0,-0.0561,0.3,0,,1,Spool-0081-MixTest,1,14.31.00-Mon.12.09.2019.csv
49.741868,59.999011,160.966016,161.999912,100.14314,97.276646,29.073406,14.250992,160.458794,1.31425,57.997266,-7.92926,153.158621,161.39292,151.492859,160.93145,91.761201,159.433793,-0.00053,0.03009,32,-235.75768,161.034394,-0.024505,27.49313,0.693261,419959.193,0.973737,20.002545,17.536382,3.236425,0.073911,0.032389,183.481902,32,199.113721,-1819.179895,181.584799,162.712083,32,157.654447,68.871069,71.450837,97.852446,97.625056,37.445852,49.113924,0,48.533123,26.341772,0,35.22744,29.073406,39.799878,59.528886,0,0,0,0.377,5.36,0,0.091203,0.879,0,0,0,0,-0.153,7.656,0,-0.287,0.25,0,0.15,1.2,0,-0.0561,0.3,0,,1,Spool-0081-MixTest,1,14.37.45-Mon.12.09.2019.csv
49.778851,60.021898,186.03986,176.005511,98.644962,95.341401,28.906971,14.252922,185.783161,1.460115,57.466901,-18.536442,165.945339,187.123452,163.937811,186.338833,99.60648,184.92732,-0.000526,0.030168,32,-235.755785,186.283737,-0.024447,31.092646,0.674913,397830.0154,0.959112,19.985602,20.034621,3.737667,0.077045,0.038796,201.874809,32,219.040088,-1394.484682,199.12088,178.281877,32,172.210295,68.700968,71.176973,105.349473,100,32.663337,47.113924,0,35.951014,26.341772,0,39.163591,28.906971,43.530794,59.61296,0,0,0,0.377,5.36,0,0.091203,0.879,0,0,0,0,-0.153,7.656,0,-0.287,0.25,0,0.15,1.2,0,-0.0561,0.3,0,,1,Spool-0081-MixTest,1,15.09.12-Mon.12.09.2019.csv
49.794197,60.003017,186.023699,182.062659,98.373917,95.555092,28.89999,14.254976,185.685358,1.46339,57.255294,-26.143409,166.082952,187.095388,164.225078,186.278773,99.592556,184.872701,-0.000528,0.03029,32,-235.753854,186.280097,-0.024379,31.079172,0.676344,398706.6625,0.960941,19.944114,20.028814,3.735481,0.076304,0.038613,201.910819,32,218.930628,297.654702,199.033639,178.213261,32,172.098275,68.720043,71.198745,104.879483,100,33.267632,47.113924,0,36.141177,26.341772,0,41.117066,28.89999,43.528907,59.611697,0,0,0,0.377,5.36,0,0.091203,0.879,0,0,0,0,-0.153,7.656,0,-0.287,0.25,0,0.15,1.2,0,-0.0561,0.3,0,,1,Spool-0081-MixTest,1,15.24.47-Mon.12.09.2019.csv
49.791309,60.015621,213.610438,270.534665,94.190826,91.960401,28.713348,14.266114,213.627094,1.633833,56.345281,-85.997692,180.333493,215.407108,178.085038,214.259553,109.59282,212.924642,-0.00052,-1.543079,32,-235.742984,214.016138,-0.02439,34.595155,0.646507,366740.021,0.931496,19.973942,20.238409,4.290998,0.077251,0.030275,220.683749,32,237.499682,-8819.668002,215.594,195.807021,32,188.176252,68.970138,73.902148,111.390854,100,31.794136,42.113924,0,32.605733,28.341772,0,32.365076,28.713348,47.191084,59.595724,0,0,0,0.377,5.36,0,0.091203,0.879,0,0,0,0,-0.153,7.656,0,-0.287,0.25,0,0.15,1.2,0,-0.0561,0.32,0,,1,Spool-0081-MixTest,1,15.51.49-Mon.12.09.2019.csv
40.906302,50.102952,139.025126,211.787408,85.970024,81.139275,29.198764,14.427627,138.874297,0.951698,49.586294,-5.335096,145.406361,139.272276,142.919987,139.088454,82.737768,137.814212,-0.000502,0.030480,32.000000,-235.580700,139.199028,-0.024435,24.309603,0.680265,358233.908748,0.977298,19.953329,16.770869,3.398711,0.080294,0.038693,175.112555,32.000000,191.281749,541.542421,172.156013,155.716882,32.000000,151.470492,68.930577,68.300473,90.230214,100.000000,31.425900,49.126582,0.000000,43.567681,20.316456,0.000000,38.989164,29.198764,36.558414,59.463143,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.300000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.330000,0.000000,,1,Spool-0081-MixTest,1,15.00.05-Tue.12.10.2019.csv
40.863343,50.066162,139.095535,216.298804,86.360624,80.901365,29.262852,14.428212,138.938904,0.945251,49.533864,-7.982610,146.379862,139.409516,144.043992,139.146122,83.083580,137.877908,-0.000507,0.030134,32.000000,-235.580633,139.244299,-0.024305,24.283434,0.679858,356653.609535,0.971725,19.970035,16.451767,3.403913,0.078749,0.038695,176.052861,32.000000,192.231662,356.425646,175.823508,156.340740,32.000000,152.089711,69.009639,68.767191,90.243346,100.000000,33.912159,49.126582,0.000000,43.001276,20.316456,0.000000,41.396684,29.262852,36.574469,59.463776,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.300000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.309208,0.000000,,1,Spool-0081-MixTest,1,15.04.53-Tue.12.10.2019.csv
40.796799,50.024230,161.116504,226.024093,85.068548,80.093451,29.086959,14.429783,161.133650,0.908812,48.231827,-24.687853,158.566209,161.886473,156.204479,161.446499,91.044724,160.282836,-0.000503,0.030196,32.000000,-235.578784,161.423402,-0.024350,26.820301,0.684607,341526.022956,0.969674,20.013206,18.618455,3.949503,0.049775,0.028899,191.490387,32.000000,208.467886,-9861.984985,190.265153,169.816343,32.000000,164.815834,69.057272,69.853888,97.595507,100.000000,33.866201,45.126582,0.000000,37.719307,22.316456,0.000000,37.682768,29.086959,39.214938,59.492098,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.300000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.300000,0.000000,,1,Spool-0081-MixTest,1,15.32.20-Tue.12.10.2019.csv
40.843217,50.020155,161.323600,237.065741,85.841599,80.103081,29.098483,14.430359,161.351291,0.881401,48.255715,-28.209292,158.772766,162.158476,156.437756,161.660141,91.232575,160.483820,-0.000511,0.030263,32.000000,-235.578665,161.651879,-0.024247,26.890462,0.682781,341220.301083,0.967385,19.949002,18.516939,3.949813,0.049110,0.028621,191.908744,32.000000,208.614567,-1178.393465,190.292080,170.025273,32.000000,164.930008,69.131116,70.193049,98.274027,100.000000,34.304255,45.126582,0.000000,37.595187,22.316456,0.000000,38.350479,29.098483,39.237153,59.494594,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.300000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.300000,0.000000,,1,Spool-0081-MixTest,1,15.39.03-Tue.12.10.2019.csv
40.800207,50.007391,185.873137,231.274472,82.737656,78.089626,28.955294,14.433493,186.196727,0.900830,47.808604,-83.724159,172.555916,187.198612,169.808964,186.466565,100.011735,185.361411,-0.000522,0.030167,32.000000,-235.575518,186.405527,-0.024128,29.756385,0.664753,320254.160661,0.948929,19.983272,19.796583,4.555439,0.042106,0.022668,209.427833,32.000000,224.133810,-8769.817716,203.243373,186.344524,32.000000,179.852393,69.269098,72.645394,106.151986,85.008891,24.532599,39.126582,0.000000,39.205013,23.316456,0.000000,37.599920,28.955294,42.196320,59.581683,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.300000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.370000,0.000000,,1,Spool-0081-MixTest,1,16.14.01-Tue.12.10.2019.csv
40.810405,50.000463,185.940856,233.285665,82.657206,78.085690,28.980967,14.434753,186.243610,0.899091,47.709136,-86.602981,172.672164,187.285683,169.952120,186.532646,100.049888,185.393989,-0.000505,0.029953,32.000000,-235.574204,186.460469,-0.024180,29.712793,0.665829,320174.002077,0.948980,19.973302,19.773717,4.556550,0.042561,0.022901,209.559928,32.000000,224.157583,-12452.371819,205.142757,186.392325,32.000000,179.899157,69.267292,72.757958,106.195332,85.008891,24.989152,39.126582,0.000000,38.940988,23.316456,0.000000,38.411913,28.980967,42.219685,59.581775,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.300000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.370000,0.000000,,1,Spool-0081-MixTest,1,16.21.28-Tue.12.10.2019.csv
