Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,x_acc,y_acc,Toil,Tbox,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,LG,MG,SG,LL,ML,SL,Speed2,Power2,eta_is_2,VFD_out,Kc_LG,Ti_LG,Td_LG,Kc_MG,Ti_MG,Td_MG,Kc_SG,Ti_SG,Td_SG,Kc_LL,Ti_LL,Td_LL,Kc_ML,Ti_ML,Td_ML,Kc_SL,Ti_SL,Td_SL,Kc_WVB,Ti_WVB,Td_WVB,Kc_WVI,Ti_WVI,Td_WVI,,,,,
psia,F,psia,F,lbm/min,lbm/min,Hz,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,g,g,F,F,F,F,F,F,F,F,F,F,F,,Hz,,,,,,,Hz,kW,,Hz,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,Purpose of Test, Test Request Number, Build Number, Steady (1 yes 0 no),Raw Data File
49.824943,49.136808,199.421195,164.099468,170.040931,163.330899,148.764254,14.141519,196.385973,1.040646,48.874697,49.787733,162.250661,201.7868,160.667805,196.833016,98.125938,193.053592,-0.068623345,0.038359,93.72229,66.418646,196.814678,21.275222,12.292677,2.977858747,663166.2658,0.853316,9.050248,24.587911,4.002501,0.070331,0.053383,32,90.35862,32,32,32,32,32,32,69.306347,63.181711,104.011678,100,27.581761,42.78481,46.690531,42.170947,32.544304,33.145462,30.64514,148.764255,61.872468,,149.330894,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.25,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,14.21.13-Thu.04.23.2020.csv
49.821685,49.139173,199.148709,163.913857,183.877765,175.392546,158.782772,14.135006,195.696459,0.44814,48.860765,49.77455,162.16775,201.653326,160.691498,196.202736,99.134484,191.897749,-0.068623345,0.038211,108.329649,65.953181,196.180922,21.20959,39.011443,1.006566031,708772.1638,0.858574,9.056316,23.146972,3.997182,0.072941,0.055715,32,92.886811,32,32,32,32,32,32,69.212569,63.996928,103.748788,100,30.895619,41.78481,51.690531,51.695083,34.544304,33.145462,42.905451,158.782772,66.412737,,159.639115,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.25,0,-0.287,0.4729,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,15.39.10-Thu.04.23.2020.csv
49.813795,49.24711,199.162547,163.301516,192.386004,187.570408,168.819204,14.122077,195.122447,0.005277,48.943212,49.786495,161.650206,201.504211,160.121422,195.601077,101.405482,190.601833,-0.067921459,0.037788,95.23009,65.289176,195.560616,21.111616,40.165949,1.046082635,750157.8392,0.864,9.171121,20.390204,3.998149,0.074825,0.057748,32,93.949752,32,32,32,32,32,32,68.952459,64.32609,102.92235,100,33.88956,41.78481,51.690531,63.834325,37.544304,34.145462,44.317917,168.819203,70.985168,,170.121732,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.25,0,-0.287,0.502931,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,16.36.30-Thu.04.23.2020.csv
49.721229,49.086116,199.111475,162.678413,197.928832,199.944432,178.832266,14.171252,194.175563,2.284788,48.419615,49.915761,161.116716,200.985262,159.421601,194.414745,110.124772,187.500986,-0.06735995,0.037955,78.616277,64.288507,194.379332,21.231528,41.964722,1.06831167,766196.2672,0.870816,9.107419,10.500148,4.004519,0.072845,0.058181,32,88.202432,32,32,32,32,32,32,69.169409,66.166826,103.638002,100,37.623433,48.873418,68.607595,34.822446,48.101266,45.72084,66.576488,178.832265,75.157674,,180.020524,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.25,0,-0.287,0.55,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,10.00.05-Tue.04.28.2020.csv
49.70743,49.040228,199.283214,161.492821,213.058618,212.530562,188.886874,14.165007,193.526314,1.840586,48.029041,49.958731,159.979358,200.9652,158.192179,193.783845,110.37758,185.645191,-0.065956177,0.038311,92.747785,63.737537,193.66657,21.183375,44.961826,1.0606733,813230.5311,0.876531,9.074256,9.53904,4.00911,0.079297,0.062022,32,91.165791,32,32,32,32,32,32,69.462663,65.352881,103.870947,100,38.336406,48.873418,68.607595,45.62887,50.101266,54.197468,75.793411,188.886874,79.708456,,189.690094,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.25,0,-0.287,0.45,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,11.04.37-Tue.04.28.2020.csv
49.713417,49.013551,199.319355,161.203921,227.097721,224.923826,198.881292,14.156387,192.435921,1.825675,47.430401,50.079333,159.704964,200.631595,157.850862,192.658566,109.915983,183.232187,-0.065394668,0.038302,96.509294,63.340654,192.558031,21.149467,47.93189,1.053178029,862433.6649,0.88085,9.041004,9.073333,4.00949,0.081147,0.064102,32,92.632226,32,32,32,32,32,32,69.394348,66.297076,102.697828,100,43.06576,48.873418,68.607595,59.1023,50.101266,66.197468,81.213568,198.881291,83.911345,,198.799432,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.25,0,-0.287,0.363149,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,11.44.13-Tue.04.28.2020.csv
49.579425,48.875868,199.416065,164.690382,156.079444,162.16465,148.751262,14.326018,196.693095,0.691234,48.638904,49.549802,162.815968,202.101744,161.244455,197.134035,113.099414,191.900504,-0.066377309,0.038007,95.454556,66.267202,197.110511,21.205965,36.161442,1.00868756,612097.3028,0.851355,9.043712,9.185681,4.022212,0.067061,0.05753,32,92.725732,32,32,32,32,32,32,69.073423,62.621017,107.820973,100,24.654991,45.316456,43.896637,33.220537,47.341772,42.912103,34.23645,148.751261,62.045568,,149.342725,0.377,0.879,0,0.377,0.811004,0,0.091203,0.879,0,-0.153,0.4,0,-0.253,0.25,0,-0.287,0.35,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,10.54.18-Thu.04.30.2020.csv
49.838946,49.143914,199.166588,163.723816,180.616739,175.214788,158.78743,14.31028,195.969761,1.238026,48.314439,49.91421,161.924081,201.574612,160.359498,196.28179,114.009578,189.913981,-0.067500327,0.038201,97.694157,66.189543,196.240886,21.282836,38.502816,1.018657942,658515.8968,0.857363,9.044559,7.52755,3.996198,0.069852,0.060012,32,92.583021,32,32,32,32,32,32,68.945205,63.518516,106.718787,100,28.534967,41.531646,54.936709,45.822785,53.405063,51.091321,56.670886,158.787429,66.02751,,159.672228,0.377,0.879,0,0.377,0.8,0,0.091203,0.879,0,-0.153,0.4,0,-0.253,0.25,0,-0.287,0.35,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,12.39.26-Thu.04.30.2020.csv
49.80654,49.502835,199.127603,163.662311,190.307946,187.030258,168.814214,14.289989,195.260844,0.022288,49.021427,49.902324,161.974277,201.496805,160.469021,195.644515,113.459474,188.624998,-0.06735995,0.038389,95.137009,65.375646,195.651697,21.154733,40.643825,1.031599825,705759.9073,0.862275,9.435275,7.590837,3.997937,0.071936,0.061819,32,94.431504,32,32,32,32,32,32,69.114827,64.489694,106.576813,100,31.241313,44.531646,56.603623,47.822785,55.016476,52.775307,56.670886,168.814215,70.887464,,170.100616,0.377,0.879,0,0.477,0.7,0,0.091203,0.879,0,-0.153,0.4,0,-0.350011,0.171128,0,-0.287,0.35,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,13.50.27-Thu.04.30.2020.csv
49.772874,49.163361,199.227261,162.53923,204.879883,200.031824,178.837094,14.267082,194.403261,1.304857,48.236782,50.028578,160.933611,201.23076,159.264959,194.7787,113.558398,186.299508,-0.063710141,0.038467,89.223265,64.61583,194.63176,21.094992,42.557003,1.053715235,753525.5255,0.870389,9.131627,6.605404,4.002694,0.069362,0.060739,32,94.174556,32,32,32,32,32,32,68.9735,65.372387,105.891113,100,34.244992,44.531646,59.130602,56.291835,54.405063,70.761214,82.326888,178.837094,75.722026,,180.062052,0.377,0.879,0,0.477,0.7,0,0.091203,0.879,0,-0.153,0.4,0,-0.353,0.3,0,-0.287,0.35,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,15.26.12-Thu.04.30.2020.csv
49.793717,49.093863,199.381965,164.595554,162.325253,164.374327,148.791704,14.200055,196.631308,-0.000247,49.107428,49.012788,162.812329,201.945444,161.225547,196.794114,93.498254,193.408053,-0.067500327,0.031352,89.556077,66.452885,196.721702,20.889026,54.221469,0.679557,681726.0561,0.859106,9.040893,29.345268,4.004168,0.0683,0.058352,32,94.308792,32,32,32,32,32,32,70.145319,63.600131,109.539055,68.444984,22.81418,43.797468,49.873418,37.814768,31.898734,21.518987,37.454242,148.791704,61.611094,0.598125,149.277005,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.622812,0,0.15,1.2,0,-0.0561,0.794084,0,,1,75TonScrew,1,17.08.06-Tue.05.26.2020.csv
49.810299,49.111277,199.090554,164.012526,181.245142,176.639341,158.819354,14.199557,195.858874,-0.000253,49.11618,49.013394,162.331217,201.473319,160.867461,195.952546,93.309287,192.138623,-0.065394668,0.031339,107.699349,66.038209,195.958285,20.784493,57.592488,0.686635,733200.3718,0.864619,9.042233,29.061896,3.996999,0.07125,0.061583,32,94.829336,32,32,32,32,32,32,70.307301,63.124976,108.669288,68.444984,24.952572,43.797468,49.873418,49.47344,31.898734,25.049261,51.49281,158.819354,66.128756,0.598004,159.621164,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.6,0,0.15,1.2,0,-0.0561,0.893054,0,,1,75TonScrew,1,17.34.54-Tue.05.26.2020.csv
49.849252,49.279169,199.356595,162.179937,195.255262,189.572858,168.834098,14.223085,196.018662,-0.000342,49.187017,49.326187,160.49857,201.390536,158.867686,195.932472,97.406675,191.426343,-0.064973537,0.031341,86.862484,65.161116,196.015357,20.591265,60.980623,0.696503,772561.5974,0.872569,9.16988,24.699586,3.999265,0.07326,0.063707,32,84.462142,32,32,32,32,32,32,69.646529,64.875892,109.013443,67.594937,28.209738,44.303797,52.379747,57.459321,34.417722,30.379621,49.012583,168.834099,70.073871,0.60615,170.058634,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.6,0,0.15,1.2,0,-0.0561,0.97,0,,1,75TonScrew,1,07.51.58-Wed.05.27.2020.csv
49.612588,49.231342,199.240258,163.838199,204.494416,198.369045,178.864652,14.225173,194.762386,-0.000451,49.159416,48.967159,162.08246,200.83939,160.435732,194.489662,98.837629,189.339303,-0.064692782,0.031388,91.034887,64.266949,194.783706,2.568341,64.273707,0.694022,803172.3898,0.866342,9.367658,22.480924,4.016224,0.070785,0.06274,32,89.158189,32,32,32,32,32,32,69.973282,68.193819,107.23833,67.594937,35.284397,45.156977,53.737013,63.599799,37.417722,31.406336,54.319479,178.864652,74.677889,0.597356,180.163891,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.566243,0,0.15,1.2,0,-0.0561,0.976,0,,1,75TonScrew,1,08.37.18-Wed.05.27.2020.csv
49.869349,49.154648,199.326454,160.203255,216.54054,214.794597,188.904244,14.226567,193.445971,4.339306,47.171419,49.187233,158.713043,200.867538,156.922001,193.55227,94.826028,187.548066,-0.063990896,0.03144,92.625611,63.546924,193.203953,13.061949,67.929576,0.707855,885317.2526,0.882945,9.025393,25.816018,3.997151,0.078099,0.067888,32,90.971578,32,32,32,32,32,32,70.22083,65.89984,105.62569,67.594937,34.77641,45.303797,57.207207,87.331546,37.417722,33.609679,63.431514,188.904244,79.485026,0.604968,189.802472,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.4,0,0.15,1.2,0,-0.0561,1.443168,0,,1,75TonScrew,1,09.39.00-Wed.05.27.2020.csv
49.99962,48.995486,199.354461,160.202125,229.727965,227.805136,198.935338,14.22378,192.686606,3.075225,47.011348,49.339565,158.7489,200.841916,156.928661,192.743647,95.02633,185.751331,-0.06427165,-0.239652,93.343199,63.246383,192.521287,12.906686,71.872826,0.707588,937339.4212,0.886172,8.729899,24.93097,3.98725,0.079555,0.069733,32,91.907497,32,32,32,32,32,32,70.253691,66.391373,105.17299,67.594937,38.916527,45.303797,70.993401,87.252263,38.417722,33.626607,80.353676,198.935339,83.716965,0.607521,198.929399,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.4,0,0.15,1.2,0,-0.0561,1.5,0,,1,75TonScrew,1,10.15.45-Wed.05.27.2020.csv
49.840695,48.904983,199.14544,160.077889,240.107975,238.962151,208.949292,14.221643,191.484235,2.112055,47.231201,49.134908,158.555142,200.074655,156.640244,191.495535,95.428665,183.626131,-0.063429387,-1.438705,92.336053,62.244917,191.398676,11.575089,75.44364,0.708391,981331.7226,0.887939,8.801616,23.710918,3.995568,0.081527,0.071931,32,92.294052,32,32,32,32,32,32,70.249308,67.775992,104.012837,67.594937,43.797035,46.303797,82.387013,86.591685,39.417722,39.726607,75.781169,208.949292,87.700396,0.609377,208.274393,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.4,0,0.15,1.2,0,-0.0561,1.576164,0,,1,75TonScrew,1,10.57.26-Wed.05.27.2020.csv
49.997903,49.357584,160.951488,141.162416,231.756585,230.440354,199.118952,14.211125,151.476009,5.135727,48.228646,49.443189,139.7484,160.604381,137.532777,151.445236,81.822517,141.820087,-0.066236932,0.030946,79.992053,62.511845,150.254686,14.808742,61.103636,0.71233,1005378.449,0.896555,9.092658,19.579783,3.219178,0.07995,0.070246,32,84.951286,32,32,32,32,32,32,70.205716,66.483454,91.977408,64.171314,49.437142,72.911392,76.202532,64.099862,41.594937,32.639887,43.481717,199.118952,72.287459,0.602126,199.599155,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.4,0,0.15,1.2,0,-0.0561,0.8,0,,1,75TonScrew,1,13.57.42-Wed.05.27.2020.csv
50.035028,49.073303,186.009796,153.055512,230.035456,228.819151,198.984748,14.206726,178.248593,4.384529,47.357639,49.292006,151.567091,186.886399,149.553047,178.423169,90.867978,170.542259,-0.065956177,0.031143,89.246007,63.184535,176.858031,16.546724,68.286559,0.710338,959186.6843,0.889398,8.768343,23.08021,3.717513,0.079497,0.069749,32,87.889856,32,32,32,32,32,32,70.358499,67.10037,101.458011,62.235267,41.494418,59.493671,60.253165,51.028475,41.594937,32.595587,44.876173,198.984749,79.688445,0.608732,199.458193,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.4,0,0.15,1.2,0,-0.0561,0.8,0,,1,75TonScrew,1,14.27.29-Wed.05.27.2020.csv
49.857232,49.17336,213.216312,166.391085,225.304087,224.976763,198.860824,14.20388,207.214883,3.405313,47.86774,48.984288,164.742832,215.224667,162.798811,207.671297,101.420047,201.633113,-0.063990896,0.031168,94.393698,63.522827,205.740266,18.371199,75.882313,0.696019,899866.552,0.878776,9.051847,24.432151,4.276532,0.079621,0.069738,32,90.722337,32,32,32,32,32,32,70.537836,69.975002,108.347723,89.884088,39.874303,49.873418,56.342641,35.588154,41.594937,34.051469,49.819858,198.860823,87.548346,0.603322,198.459799,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.4,0,0.15,1.2,0,-0.0561,0.8,0,,1,75TonScrew,1,14.49.10-Wed.05.27.2020.csv
49.583863,49.123404,243.828737,181.395516,221.067576,219.4565,198.631496,14.262124,239.170452,3.15734,47.522058,49.012298,179.61773,246.225748,177.849556,239.718915,115.391407,233.566262,-0.065254291,0.031171,98.314684,63.750163,237.441448,19.909992,84.317062,0.669688,821111.5802,0.863294,9.286264,21.319039,4.917788,0.079283,0.070068,32,89.045967,32,32,32,32,32,32,70.356659,70.642664,116.220565,100,37.150684,40.253165,41.042326,43.269457,45.126582,36.910435,48.198918,198.631496,95.787362,0.58952,198.523189,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,12.30.49-Thu.05.28.2020.csv
48.86755,47.954134,204.573128,164.009239,223.704722,220.826775,198.851556,14.263014,198.317517,3.09401,43.828653,47.883972,162.514291,206.446959,160.733981,198.809767,98.233246,192.610244,-0.064131273,-1.20104,93.291193,62.189152,197.066255,17.411162,73.385,0.695864,894251.0082,0.878964,8.864582,24.312997,4.186279,0.079181,0.070618,32,93.04586,32,32,32,32,32,32,70.307724,68.943527,106.793916,89.620253,39.787284,40.253165,87.9967,48.004129,45.126582,30.860435,25.316041,198.851555,85.521708,0.597127,198.641317,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,13.41.21-Thu.05.28.2020.csv
49.765102,48.875785,151.793981,139.301751,165.875671,168.149939,149.00743,14.262996,146.555618,0.926493,48.291202,48.385507,137.976556,152.696637,136.427973,146.866034,78.165334,142.971376,-0.064973537,-1.384514,95.279311,65.044809,146.159813,13.541259,43.714186,0.692348,744499.7957,0.877534,8.850651,23.775654,3.05018,0.068419,0.059971,32,89.067357,32,32,32,32,32,32,70.381183,63.448321,94.783227,100,29.298889,55.227848,60,39.383941,32.924051,24.160435,13.020034,149.007429,51.600001,0.586527,149.475456,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.37,0,,1,75TonScrew,1,14.58.59-Thu.05.28.2020.csv
49.853802,49.142074,199.388307,163.608672,161.144803,163.134841,148.745272,14.353216,196.293291,2.134268,48.544819,48.671598,161.848282,201.882805,160.270832,196.813079,94.57272,193.50753,-0.066377309,0.03161,92.604573,66.391168,195.645071,19.835097,54.225231,0.673785,673313.8658,0.851846,9.026382,28.30765,3.999442,0.068653,0.061122,32,93.948489,32,32,32,32,32,32,70.981529,65.565158,108.915479,100,24.148246,38.987342,48.858768,32.88953,30.113924,25.532869,40.286117,148.745272,62.042954,0.588807,149.283927,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.6,0,,1,75TonScrew,1,13.20.26-Fri.05.29.2020.csv
49.866249,49.124843,199.111398,162.999791,178.303196,175.503507,158.78709,14.324854,195.679552,2.236342,48.584465,48.984397,161.249575,201.457693,159.785339,196.16191,94.698836,192.30732,-0.067079195,0.038002,94.555825,66.096612,195.107545,21.185415,57.529268,0.682376,723868.5105,0.858214,8.997048,27.733152,3.992924,0.06875,0.061556,149.706014,93.301897,71.725552,32,32,32,32,32,70.894706,64.411539,107.859979,95.746216,25.453746,39.987342,49.341772,38.991249,31.113924,25.532869,55.030871,158.787089,66.296646,0.592161,159.649813,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.46035,0,0.15,1.2,0,-0.0561,0.6,0,,1,75TonScrew,1,15.08.41-Mon.06.01.2020.csv
49.749608,49.246854,199.162704,163.167885,191.054409,187.112292,168.807454,14.311977,195.007529,2.024294,48.515126,48.589908,161.569991,201.388129,160.107915,195.554864,95.198796,191.174102,-0.066096555,0.026517,97.554106,65.288713,194.276819,21.014967,61.030942,0.687564,770365.552,0.86316,9.239799,26.812297,4.003376,0.071681,0.064872,150.368902,98.876414,72.168323,32,32,32,32,32,71.066012,65.689369,107.814401,95.746216,29.17748,39.987342,49.341772,49.831,33.113924,25.532869,66.487472,168.807454,71.261504,0.588833,170.057801,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.45,0,0.15,1.2,0,-0.0561,0.6,0,,1,75TonScrew,1,16.09.44-Mon.06.01.2020.csv
49.757521,49.102125,199.257417,162.263271,202.950424,200.155052,178.836708,14.300886,194.18478,1.414184,47.982347,48.506406,160.725546,201.233134,159.124712,194.728658,95.581551,189.674151,-0.066658064,-1.40156,91.365303,64.453837,193.190108,20.934417,64.731984,0.693268,822192.0732,0.871083,9.084967,25.865073,4.00456,0.070737,0.064229,149.270594,99.720683,72.376239,32,32,32,32,32,71.388685,66.452481,106.976307,95.746216,32.229384,40.987342,49.341772,60.11132,35.113924,28.532869,68.718925,178.836709,76.009867,0.590489,180.195178,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.45,0,0.15,1.2,0,-0.0561,0.6,0,,1,75TonScrew,1,16.33.45-Mon.06.01.2020.csv
49.650152,49.051175,199.202828,160.682563,215.186597,212.787831,188.908452,14.297343,192.888798,3.242917,46.249703,48.433556,159.199984,200.999747,157.45823,193.412396,95.427062,187.238692,-0.064692782,-1.759865,94.742097,63.740385,191.646621,20.916826,68.127679,0.701388,874646.495,0.87867,9.145276,25.097026,4.012164,0.076168,0.069861,148.096581,99.415736,72.429219,32,32,32,32,32,71.162458,66.881846,106.131675,95.746216,34.902946,42.987342,49.341772,67.95115,38.113924,30.532869,65.008539,188.908451,80.197146,0.595839,189.832379,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.45,0,0.15,1.2,0,-0.0561,0.6,0,,1,75TonScrew,1,17.09.11-Mon.06.01.2020.csv
49.833339,49.133257,199.44522,164.254717,167.64592,163.920285,150.02273,14.173282,197.589494,0.989482,48.868411,48.310285,162.410776,201.89429,160.96429,197.046024,94.548943,193.494888,-0.06735995,0.038474,96.835149,66.502261,197.275595,21.126187,54.291119,0.676561,676619.1586,0.849027,9.036013,28.327818,4.002287,0.140317,0.064438,151.368842,94.39634,-675.684283,32,32,32,32,32,71.605986,61.79903,109.363428,100,20.909698,37.696203,46.063291,39.557159,33.443038,27.582278,17.529072,150.02273,62.359341,0.58905,149.251875,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.456087,0,0.15,1.2,0,-0.0561,0.61182,0,,1,75TonScrew,1,11.46.55-Thu.06.04.2020.csv
49.818941,49.084028,199.337312,164.572237,166.755399,163.826175,150.041284,14.172462,197.394561,0.915124,48.808604,48.052118,162.760604,201.872721,161.332824,196.957527,94.777865,193.417309,-0.0658158,0.038929,99.680907,66.475578,197.179418,20.992393,54.309402,0.675756,675445.6528,0.848587,9.002972,28.06922,4.001204,0.137449,0.064422,151.746856,97.900968,77.813772,32,32,32,32,32,71.45003,62.524976,109.325085,100,21.568824,37.696203,46.063291,38.928558,33.443038,27.582278,19.531858,150.041284,62.608497,0.586202,149.258293,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.7,0,,1,75TonScrew,1,12.03.12-Thu.06.04.2020.csv
49.89601,49.043009,199.445671,163.751679,170.716847,164.29002,148.766213,14.158749,197.54415,1.019507,48.514209,48.262793,161.882989,201.907781,160.403079,197.02806,96.072183,193.315725,-0.06735995,0.036981,95.204901,66.5976,197.157892,21.206636,54.255561,0.677591,673146.7374,0.85672,8.883419,26.725803,3.997139,0.066228,0.059424,150.801067,95.749821,78.986389,32,32,32,32,32,71.570857,60.576252,109.163221,100,20.564539,35.949367,43.037975,47.256947,33.443038,27.582278,16.521817,148.766213,54.184631,0.678604,149.382258,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.7,0,,1,75TonScrew,1,15.04.20-Thu.06.04.2020.csv
49.823642,49.181972,199.156082,163.874306,182.649755,175.999376,158.796268,14.159267,196.669711,1.05114,48.849387,48.198645,162.185937,201.560484,160.758793,196.215245,94.990872,192.102348,-0.066517686,0.038248,109.723727,66.067533,196.349194,21.052078,57.573727,0.684503,725103.775,0.861528,9.098646,27.367272,3.997277,0.068991,0.061751,151.333421,98.279633,72.272648,32,32,32,32,32,71.434811,60.074822,108.53568,100,22.610898,35.949367,43.037975,59.30981,33.443038,27.582278,35.850481,158.796268,58.498268,0.673687,160.154094,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.7,0,,1,75TonScrew,1,15.22.52-Thu.06.04.2020.csv
49.885301,49.177608,199.097898,163.070763,187.837866,188.655752,168.830101,14.152264,195.980717,0.009048,48.971898,48.116481,161.433728,201.621741,159.970024,195.867319,96.133462,191.124021,-0.066236932,0.038444,97.425285,65.403695,195.972249,20.885836,61.111124,0.690373,773083.6547,0.86743,9.029685,25.859212,3.991119,0.072284,0.065032,150.200101,99.839413,72.413269,32,32,32,32,32,71.458098,59.641455,107.963254,100,24.710633,35.949367,43.037975,72.628747,32.443038,27.582278,81.361863,168.830101,63.07421,0.668895,169.324579,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.7,0,,1,75TonScrew,1,16.05.38-Thu.06.04.2020.csv
49.705554,49.235684,199.290934,162.604407,199.268408,200.752381,178.877741,14.144991,194.936894,1.577609,48.576866,47.911373,161.047534,201.291714,159.438286,194.880167,97.156644,189.47354,-0.067079195,0.038858,89.395907,64.406296,194.885061,20.817789,64.759388,0.696046,819085.8912,0.874811,9.272326,24.215012,4.009378,0.071205,0.064865,149.63041,100.194402,72.552336,32,32,32,32,32,71.349557,59.711861,107.910731,100,27.13957,36.949367,46.037975,88.557349,33.443038,35.532278,72.905113,178.877741,67.607864,0.666727,179.281191,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.5,0,0.15,1.2,0,-0.0561,0.7,0,,1,75TonScrew,1,16.31.53-Thu.06.04.2020.csv
49.675193,49.058022,199.252178,160.818741,213.718974,213.603507,188.878609,14.13595,193.567515,1.790962,46.952271,47.828074,159.344606,201.032353,157.580316,193.539626,98.843703,186.788065,-0.06735995,-0.185314,93.854405,63.758416,193.35585,20.78032,68.123699,0.703944,864177.1918,0.881694,9.126446,21.506414,4.011074,0.076673,0.069966,148.137119,99.674278,72.624984,32,32,32,32,32,71.395737,59.087197,106.41098,100,29.249802,37.949367,56.087975,85.221238,37.443038,36.532278,75.010449,188.878609,71.678176,0.669039,189.21176,0.377,0.879,0,0.377,0.879,0,0.091203,0.879,0,-0.153,0.4,0,-0.153,0.35,0,-0.287,0.35,0,0.15,1.2,0,-0.0561,0.7,0,,1,75TonScrew,1,17.09.44-Thu.06.04.2020.csv
