OSU 80 -Ton Compressor Load Stand
TempCalibration
J Singleton
Measured on:
Wednesday, January 15, 2020
2:20:10 PM
Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,x_acc,y_acc,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,LG,MG,SG,LL,ML,SL,Speed2,Power2,VFD_out,Kc_LG,Ti_LG,Td_LG,Kc_MG,Ti_MG,Td_MG,Kc_SG,Ti_SG,Td_SG,Kc_LL,Ti_LL,Td_LL,Kc_ML,Ti_ML,Td_ML,Kc_SL,Ti_SL,Td_SL,Kc_WVB,Ti_WVB,Td_WVB,Kc_WVI,Ti_WVI,Td_WVI
bar,C,bar,C,kg/s,kg/s,Hz,bar,bar,kg/s,C,bar,C,bar,C,bar,C,C,kg/s,kg/s,C,bar,bar,kg/s,kW,,kW,,C,C,,g,g,C,C,C,C,C,C,C,C,C,C,C,,Hz,,,,,,,Hz,kW,Hz,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,Purpose of Test, Test Request Number, Build Number, Steady (1 yes 0 no),Raw Data File
0.993819,5.058395,0.996110,5.143366,-0.000335,0.000217,0.000000,0.987841,5.583803,-0.000005,20.738365,5.602042,20.746374,0.867019,20.864031,5.639257,20.528015,5.645015,-0.000004,0.000233,5.019053,-16.249125,5.646105,-0.001002,-40.001074,-0.000000,NaN,Inf,31.553639,-0.936036,1.002313,0.283067,0.243090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.095798,20.699327,20.978627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-335.701416,-15.000093,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.500000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.370000,0.000000,,TempCalibration,1,1,14.20.10-Wed.01.15.2020.csv
0.993838,20.037062,0.994896,20.141149,-0.000340,0.000217,0.000000,0.987941,5.586149,-0.000006,20.813501,5.611420,20.889209,0.869611,20.979054,5.645388,20.699852,5.651279,-0.000004,0.000233,20.114292,-16.249029,5.649874,-0.001386,-40.000995,-0.000000,NaN,Inf,46.531824,-1.072080,1.001127,0.283378,0.243521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.581121,20.772122,21.037001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-335.694716,-14.999231,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.500000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.370000,0.000000,,1,TempCalibration,1,14.42.16-Wed.01.15.2020.csv
0.994610,39.982822,0.992614,40.105241,-0.000334,0.000221,0.000000,0.988414,5.601328,0.008993,20.913377,5.642821,21.003148,0.869231,21.075860,5.640909,20.761675,5.646489,-0.000004,0.000235,40.219693,-16.248594,5.684812,-0.001459,-40.001039,0.000000,NaN,Inf,66.458621,-1.162201,0.998096,0.283642,0.243631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.602675,20.811620,21.086840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-335.694979,-14.999238,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.500000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.370000,0.000000,,1,TempCalibration,1,15.15.00-Wed.01.15.2020.csv
0.995125,59.835659,0.997209,59.985841,-0.000340,0.000218,0.000000,0.988934,5.604069,-0.007007,20.931234,5.642515,21.030519,0.869938,21.105336,5.651271,20.772852,5.656267,-0.000004,0.000234,60.142417,-16.248056,5.684833,-0.001501,-40.001003,-0.000000,NaN,Inf,86.302247,-1.120760,1.002203,0.283307,0.243350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.284623,20.825377,21.107201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-335.694723,-14.999269,0.000000,0.000000,0.000000,0.377000,5.360000,0.000000,0.091203,0.879000,0.000000,0.000000,0.000000,0.000000,-0.153000,7.656000,0.000000,-0.287000,0.500000,0.000000,0.150000,1.200000,0.000000,-0.056100,0.370000,0.000000,,1,TempCalibration,1,15.47.50-Wed.01.15.2020.csv
