Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,x_acc,y_acc,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL,Speed2,Power2,,,,,
psia,F,psia,F,lbm/min,lbm/min,Hz,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,g,g,F,F,F,F,F,F,F,F,F,F,F,,Hz,,,,,Hz,kW,Purpose of Test, Test Request Number, Build Number, Steady (1 yes 0 no),Raw Data File
51.674332,81.953898,138.938999,162.372357,97.336234,96.358344,29.155842,14.173224,138.440022,1.147988,81.184391,52.522013,160.641788,139.294367,158.707428,138.825451,78.789694,137.093336,-0.000612,0.002172,32,-235.835312,138.996707,-0.221707,24.177912,0.692751,465775.2492,0.97545,39.980114,20.369158,2.688791,0.061035,0.03917,186.039652,32,200.559498,187.310209,188.713903,169.78802,32,165.462154,67.459134,58.97838,95.916859,63.90557,51.84926,42.493671,99.598892,21.149648,79.586566,59.568916,36.314673,42-90,1,Spool-0081,1,17.43.53-Thu.07.18.2019.csv
51.742076,82.016147,161.190652,173.87722,95.108457,95.080551,29.085858,14.172842,160.902797,1.223675,80.851346,52.570849,171.889066,162.033005,169.769033,161.42631,88.365076,159.854086,-0.000594,-1.822898,32,-235.835802,161.521504,-0.154343,27.210773,0.699147,442643.2186,0.963607,39.975108,21.113658,3.115339,0.037659,0.024493,203.075401,32,219.057791,200.219864,203.136308,183.290661,32,177.424063,68.193276,63.099122,103.597166,91.119278,54.802918,26.098024,71.24866,22.160607,84.186167,59.585525,39.457462,42-90,1,Spool-0081,1,19.14.39-Thu.07.18.2019.csv
51.743497,82.676227,186.127361,187.008332,94.25282,93.332446,29.004726,14.176095,186.066595,1.46845,80.735704,52.685115,184.730981,187.499167,182.363759,186.691786,97.300947,185.234331,-0.000595,-1.73079,32,-235.832593,186.606223,-0.0665,30.621202,0.689187,419832.8641,0.950007,40.633723,22.458852,3.59712,0.058478,0.027925,222.103248,32,239.08774,214.080922,219.002657,198.622716,32,191.997654,67.971532,64.647954,112.097332,90.329327,50.552268,21.436312,64.89991,19.412474,99.263345,59.624899,43.043043,42-90,1,Spool-0081,1,20.20.54-Thu.07.18.2019.csv
51.738942,81.996828,185.966564,186.093036,94.389759,93.53499,29.00655,14.179316,185.894539,1.490636,79.968122,52.691054,183.841706,187.332367,181.504027,186.516779,97.358875,185.066191,-0.000593,-1.747375,32,-235.829283,186.457522,-0.024432,30.607829,0.689352,419809.8168,0.950538,39.958484,22.335418,3.594329,0.056453,0.02718,220.967878,32,237.888703,212.935311,217.833852,197.592304,32,191.066281,68.128452,64.960545,111.710694,90.329327,50.903293,21.436312,65.151343,20.99646,97.332488,59.625163,43.020017,42-90,1,Spool-0081,1,20.47.22-Thu.07.18.2019.csv
51.753663,82.228673,213.601066,200.524801,85.177361,90.436851,28.915756,14.186367,214.020777,1.595855,79.515449,52.627156,198.146794,215.564315,195.403,214.504019,106.728735,213.159365,-0.000592,-1.647439,32,-235.822434,214.256257,-0.024345,34.267837,0.660662,390488.229,0.922168,40.17613,23.184759,4.127263,0.066563,0.030694,239.411209,32,257.881952,228.718468,235.178705,215.370981,32,207.247656,68.194274,66.393485,119.350884,81.86,46.233826,10.918124,52.753186,29.91172,77.005253,59.614388,46.828855,42-90,1,Spool-0081,1,21.47.20-Thu.07.18.2019.csv
65.972386,94.864992,244.070595,202.847961,110.763565,111.9876,28.784554,14.198114,244.249377,5.458657,86.3422,67.187044,200.766208,246.323278,198.772209,244.725298,119.391635,242.891985,-0.000596,-1.580521,32,-235.81066,243.494917,-0.120349,40.10148,0.644367,466140.9615,0.907498,39.815174,20.287448,3.699577,0.070311,0.022126,247.165184,32,266.336659,230.877715,238.999659,219.065473,32,209.908405,68.917956,68.24374,126.185183,99.635055,49.778856,47.723882,46.004783,47.177424,50.657543,59.413294,52.879006,42-130,1,Spool-0081,1,06.05.47-Fri.07.19.2019.csv
65.943361,94.910172,212.987986,189.345242,117.34426,115.980445,28.903955,14.30445,212.447918,4.976428,88.570362,67.000244,187.487052,214.416163,185.719873,213.263223,108.129171,211.307696,-0.000641,-0.280671,32,-235.704278,212.321269,-0.288998,35.511742,0.675482,507724.1472,0.936533,39.885434,21.13981,3.229902,0.056072,0.029499,227.138928,32,244.698232,215.566184,222.200998,202.02226,32,193.927407,68.648229,69.01559,118.073245,98.911967,56.189836,49.627521,52.329342,38.522934,68.756564,59.565465,48.022541,55-130,1,Spool-0081,1,07.36.43-Mon.07.22.2019.csv
65.977694,94.96968,186.088343,177.490243,121.582497,119.668713,28.99392,14.315992,185.144963,4.571437,90.277114,67.129962,175.820601,186.813118,174.236001,185.94731,97.933722,183.82924,-0.000637,-1.75152,32,-235.692682,185.223133,-0.223197,31.732947,0.689493,547190.1256,0.962907,39.914911,21.285282,2.820459,0.056306,0.020136,206.88409,32,224.325653,203.240991,207.592096,188.150219,32,180.892209,68.745976,66.276555,110.722535,52.364793,49.631262,50.627521,78.6375,38.522934,57.39804,59.626488,44.14464,55-130,1,Spool-0081,1,09.04.17-Mon.07.22.2019.csv
66.121257,94.91319,161.181505,166.773715,124.789141,122.024401,29.074504,14.31987,159.903306,4.171924,91.410736,67.344853,165.257722,161.37625,163.814676,160.612097,88.886825,158.132652,-0.000613,-1.932818,32,-235.688889,160.050164,-0.203696,28.194478,0.678956,578808.9137,0.976659,39.73843,19.851388,2.437655,0.061858,0.014623,190.559926,32,205.327115,192.100203,193.825835,174.930662,32,169.731221,68.594944,64.573923,102.76541,27.515612,45.29867,74.559024,87.998299,38.522934,53.442228,59.586923,40.495222,55-130,1,Spool-0081,1,10.11.19-Mon.07.22.2019.csv
65.968871,94.912321,138.754285,156.067253,124.456507,123.054811,29.158656,14.326159,137.099111,3.819416,92.432152,67.186269,154.701386,138.347837,153.354536,137.683104,78.924731,134.633923,-0.000618,-2.058434,32,-235.682557,137.235599,-0.202186,24.351652,0.660675,607261.4259,0.98457,39.864909,19.042746,2.103333,0.052776,0.00978,176.18821,32,188.469671,178.646959,179.506793,162.155089,32,158.564781,68.049725,60.561602,94.702246,11.698848,38.739375,85.046005,74.079315,38.522934,43.79388,59.550075,36.510468,55-130,1,Spool-0081,1,11.30.53-Mon.07.22.2019.csv
65.981828,95.10249,119.284179,146.071111,124.849902,124.099289,29.244181,14.32691,117.096427,3.298736,93.598573,67.177569,144.812934,118.086002,143.578992,117.468152,70.68826,113.765869,-0.000621,-2.165947,32,-235.68154,117.221371,-0.220948,20.590817,0.626524,632364.2933,0.990267,40.044592,16.45884,1.807825,0.031317,0.000031,163.114413,32,174.199423,164.179186,165.534144,150.445116,32,147.970296,67.597448,59.317794,85.608198,0,40.779942,91.788753,69.757546,38.50684,37.544187,59.539252,32.589411,55-130,1,Spool-0081,1,13.22.37-Mon.07.22.2019.csv
65.979728,95.045256,101.367783,135.354975,127.98894,125.467748,29.333227,14.319768,98.664575,2.514499,94.49512,67.212564,134.134941,99.382837,133.015223,98.810108,62.059551,94.309043,-0.000619,0.002343,32,-235.688787,98.826285,-0.254179,16.556504,0.569667,660171.2255,0.998049,39.989677,13.553145,1.536344,0.037917,0.003632,149.744911,32,160.282382,149.304993,151.681872,138.890574,32,136.764336,67.044995,56.749437,76.038494,3.692254,31.469991,97.439651,56.933462,40.150049,27.644588,59.582263,28.418062,55-130,1,Spool-0081,1,15.28.18-Mon.07.22.2019.csv
58.853684,94.865644,83.642234,130.668371,113.753651,111.04095,29.411708,14.315642,80.299669,1.847865,94.757571,59.892495,129.404564,80.923878,128.230603,80.403299,55.373249,76.2369,0.003837,0.002273,32,-235.692849,80.584471,-0.279439,13.271924,0.520069,601272.1787,0.998023,46.022961,7.780197,1.421223,0.023943,0.019549,144.408833,32,155.36881,143.613065,146.188872,133.462024,32,131.699235,66.554689,56.143054,62.171885,0,44.948429,98.686541,100,39.194049,34.379594,59.61558,25.112254,55-130,1,Spool-0081,1,16.36.59-Mon.07.22.2019.csv
