Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,x_acc,y_acc,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL,Speed2,Power2,,,,,
psia,F,psia,F,lbm/min,lbm/min,Hz,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,g,g,F,F,F,F,F,F,F,F,F,F,F,,Hz,,,,,Hz,kW,Purpose of Test, Test Request Number, Build Number, Steady (1 yes 0 no),Raw Data File
54.68725,64.93574,85.68033,108.4175,113.4476,111.7822,29.39266,14.21887,83.61582,-0.00098,65.27106,55.69903,107.5329,83.61883,106.7186,83.37346,57.30396,80.39604,-0.0008,0.002475,32,-235.789,84.15044,-0.1538,14.63461,0.567198,559079.8,1.010199,19.99731,8.903378,1.566812,0.06741,0.054047,120.8379,32,131.3646,119.9018,122.4734,110.3743,32,108.764,66.37134,56.36751,63.88557,0.130849,57.73976,83.78564,88.60043,17.87342,22.94498,59.60907,26.43627,,1,Spool-0081,1,11.38.44-Tue.06.04.2019.csv
49.97617,59.98097,138.9806,143.638,111.5215,99.39315,29.42045,14.25997,138.7173,0.236239,59.77679,50.8505,142.0884,139.0047,140.4483,138.9245,79.91106,136.9429,-0.00069,0.000912,32,-235.749,139.1067,-0.6272,24.45989,0.69185,450921.4,0.970272,19.73277,19.17583,2.780843,0.041151,0.022308,166.8921,32,182.2583,167.5056,168.9669,150.2678,32,145.7777,67.24003,60.77371,92.85372,0,46.22083,45.47526,81.30811,25.13924,24.77815,59.5642,36.56541,,1,Spool-0081,1,20.07.38-Tue.06.11.2019.csv
49.77741,59.9247,138.8849,143.1199,110.0304,99.12112,29.61317,14.28536,138.6084,1.248786,58.38091,50.75734,141.7067,138.9827,140.2439,138.8316,80.56351,136.9491,-0.00072,0.000325,32,-235.723,138.8191,-0.62819,24.54515,0.690096,448487.6,0.972207,19.88684,18.52586,2.790102,0.038217,0.020969,166.577,32,182.5016,166.7842,166.7101,149.7928,32,145.0203,67.38201,62.34405,92.63273,0,49.48371,45.47526,74.02919,19.14751,35.78247,59.55522,36.60895,,1,Spool-0081,1,23.23.10-Tue.06.11.2019.csv
54.79412,85.08257,138.8906,163.0846,103.6898,102.0439,29.67778,14.28334,138.3522,0.650318,85.13942,55.59886,161.2241,139.0432,159.2615,138.5691,78.9867,136.6514,-0.00069,0.000696,32,-235.725,138.8092,-0.67553,24.62134,0.677706,495442.6,0.959492,40.0385,19.95981,2.534807,0.053681,0.046039,186.5321,32,200.7643,188.323,189.4341,170.0351,32,165.5291,68.17084,59.90368,94.62791,14.47449,47.78831,58.4802,55.1037,7.78034,46.55466,59.56609,36.69698,40-100,1,Spool-0081,1,14.48.01-Wed.06.12.2019.csv
54.79293,84.58471,161.1772,172.9724,102.3914,100.7847,29.63055,14.28035,160.9319,1.144061,83.82986,55.61174,170.9592,161.9318,168.934,161.3008,87.65624,159.5649,-0.00068,-1.16311,32,-235.728,161.3448,-0.45239,27.52435,0.694977,472289.4,0.948133,39.54394,21.69847,2.941667,0.047421,0.021492,200.6332,32,217.9798,199.7742,202.4044,181.8902,32,175.9612,68.24127,61.86022,103.4528,33.62025,51.08424,58.4802,31.54096,17.78034,46.24869,59.58836,39.8143,40-100,1,Spool-0081,1,15.51.54-Wed.06.12.2019.csv
54.76357,85.09426,186.0472,186.033,108.9596,98.64878,29.39129,14.27221,186.2293,0.904806,84.47977,55.56628,183.752,187.3001,181.4126,186.5225,96.55186,184.9577,-0.00069,-1.78574,32,-235.736,186.4987,-0.35309,30.79492,0.691034,446570.8,0.92973,40.08132,23.10118,3.397316,0.041522,0.00458,219.9434,32,237.8264,213.8151,218.3044,197.5054,32,190.4783,68.02753,63.4626,111.9512,60.68636,53.48251,53.4802,12.28966,19.78034,48.1965,59.62443,43.20047,40-100,1,Spool-0081,1,17.01.44-Wed.06.12.2019.csv
54.78854,85.16212,213.621,199.6194,99.43939,96.21456,29.37803,14.27352,214.454,1.124726,83.92651,55.6595,196.8709,215.4879,194.2176,214.4279,106.1445,213.065,-0.00069,-1.70591,32,-235.735,214.2691,-0.28119,34.46729,0.670633,418436.7,0.905988,40.12412,23.73655,3.899037,0.061266,0.01531,241.3739,32,257.6222,227.8841,234.3889,213.4886,32,205.3724,68.62811,66.00816,120.1693,87.59919,55.06433,28.19648,39.55409,24.91925,45.87945,59.60558,47.05218,40-100,1,Spool-0081,1,18.13.55-Wed.06.12.2019.csv
61.13404,85.46693,85.98945,120.9849,122.1023,119.3317,29.63971,14.35035,83.66855,1.725927,86.21115,62.20649,119.8262,83.44136,118.7413,83.12578,55.28857,79.19657,-0.00018,0.000258,32,-235.658,83.68925,-0.54968,13.39176,0.522912,630506.6,0.996559,34.57594,10.05182,1.406569,0.036177,0.02351,133.0944,32,143.1071,131.7251,134.2101,122.8902,32,121.5282,67.3123,54.84008,62.0649,0,51.23968,100,96.87983,24.79694,21.25922,59.61647,25.15239,High Superheat,1,Spool-0081,1,10.10.22-Thu.06.13.2019.csv
54.704462,85.242365,85.876899,128.562892,107.982227,104.599232,29.601168,14.351122,83.799922,0.976924,85.760141,55.607365,127.282312,83.73574,125.978059,83.477115,55.770607,80.493956,-0.001741,0.000544,32,-235.657403,83.716666,-0.605695,14.427749,0.570051,554068.0801,0.987221287,40.285502,10.507706,1.569831,0.048892,0.030168,142.749808,32,153.11279,141.818576,144.303514,131.224235,32,129.509804,67.349758,54.899025,64.336918,5.063291,49.177463,63.714156,66.381912,20.450914,18.19173,59.60734,26.146039,High Superheat,1,Spool-0081,1,11.11.06-Thu.06.13.2019.csv
55.143759,85.391691,101.599557,139.142258,108.36966,104.972036,29.472425,14.346361,100.010099,0.100089,85.889889,56.017738,137.62148,100.118269,135.980448,99.906266,62.253889,97.473496,-0.000685,0.000577,32,-235.662147,100.285376,-0.646283,17.725086,0.632864,543135.642,0.982865347,40.010842,15.350767,1.842427,0.056167,0.033585,155.288792,32,165.868301,155.201716,157.526951,142.723881,32,140.795991,67.514343,55.855524,75.489367,67.567731,41.260277,61.714156,11.41392,20.693914,18.453435,59.569616,29.52294,High Superheat,1,Spool-0081,1,12.13.48-Thu.06.13.2019.csv
54.782226,85.020533,119.097904,150.887991,111.166862,103.365866,29.572393,14.334269,118.310178,0.911697,85.046539,55.786706,149.227785,118.693919,147.494168,118.336084,70.1897,116.23578,-0.000692,0.000681,32,-235.674285,118.473654,-0.619704,21.255618,0.662273,518928.1272,0.973529283,39.987145,18.311604,2.174045,0.061194,0.052539,170.448913,32,182.638613,172.30748,173.35425,155.527865,32,152.846037,67.889484,57.418052,85.391247,99.221791,35.197219,45.821277,19.34794,22.641242,20.793077,59.535836,33.187012,High Superheat,1,Spool-0081,1,13.42.03-Thu.06.13.2019.csv
54.800615,84.997136,138.934788,162.92639,103.921609,102.115007,29.303128,14.309475,138.552682,0.473983,85.224218,55.619531,160.991507,139.284985,159.074956,138.757038,78.81416,136.893136,-0.000691,-1.600056,32,-235.698965,139.050722,-0.729437,24.440113,0.6832,497097.8034,0.9699826,39.947676,20.248502,2.535269,0.052196,0.038002,186.457453,32,200.258055,187.693356,189.139995,169.152054,32,165.599522,68.018853,60.126792,95.272961,45.433343,44.965439,55.90453,51.344213,28.131754,22.340536,59.538486,36.450268,High Superheat,1,Spool-0081,1,15.52.54-Thu.06.13.2019.csv
54.777171,85.010182,138.883573,162.803149,103.856071,102.037212,29.185967,14.302096,138.550372,0.647056,85.066343,55.604305,160.89665,139.239086,159.003457,138.747312,78.777787,136.854856,-0.000693,-1.981272,32,-235.706412,138.983773,-0.56599,24.434152,0.682951,495734.5672,0.962198498,39.982013,20.266192,2.535439,0.051668,0.037238,186.456417,32,200.339666,187.694932,189.172235,169.065981,32,165.446367,68.192774,60.006212,95.147035,45.433343,44.91011,55.90453,51.518357,28.131754,22.385697,59.541274,36.473751,SH Sweep,1,Spool-0081,1,16.39.49-Thu.06.13.2019.csv
54.761851,89.956681,138.853269,163.870667,102.136408,101.162382,29.42017,14.296306,138.12728,3.031593,86.908745,55.776543,162.167987,139.004721,160.425242,138.477963,78.411361,136.51499,-0.000682,-1.990575,32,-235.712223,138.025975,-0.497657,24.536122,0.682838,498765.7626,0.963747252,44.944151,20.468786,2.535601,0.050807,0.040357,186.549525,32,202.616996,188.384973,189.95471,171.58919,32,166.89881,68.275079,59.930867,95.467149,45.433343,43.820161,55.90453,51.391776,28.082788,20.155631,59.541268,36.579937,SH Sweep,1,Spool-0081,1,17.22.24-Thu.06.13.2019.csv
54.788274,95.120528,138.973307,171.509624,100.983759,99.737893,29.619461,14.287324,138.483623,1.313821,94.526073,55.689532,169.554657,139.394169,167.498474,138.769019,78.366053,136.986713,-0.000694,-2.006616,32,-235.721327,138.817014,-0.474636,24.491442,0.683375,498576.9,0.960733,50.083613,20.741757,2.536556,0.052763,0.040663,194.498109,32,209.47234,196.783711,198.14565,178.909453,32,174.695762,67.997163,60.273193,96.271724,45.433343,42.140813,55.90453,50.336634,25.018169,23.841675,59.541093,36.5237,SH Sweep,1,Spool-0081,1,18.20.30-Thu.06.13.2019.csv
54.80381,80.220535,138.98234,158.143534,106.110763,103.597041,29.674687,14.190254,138.423421,0.687474,80.196148,55.668189,156.383405,139.015271,154.570277,138.503148,78.963684,136.667789,-0.000699,0.000666,32,-235.818236,138.818489,-0.619502,24.740207,0.676491,496426.7995,0.962413,35.168616,19.990602,2.536033,0.050581,0.039775,181.76545,32,195.896897,182.932759,184.336275,165.021813,32,160.579642,67.81072,59.755334,94.746968,82.952979,53.81585,58.720655,50.446267,17.294105,51.876331,59.538596,36.802171,SH Sweep,1,Spool-0081,1,13.34.15-Fri.06.14.2019.csv
54.849713,75.326782,139.280092,152.729448,108.217885,105.639842,29.678182,14.179198,138.603506,0.924006,74.896247,55.803252,151.118428,139.274446,149.405636,138.814287,79.701143,136.881113,-0.000691,0.000618,32,-235.829304,139.072472,-0.597985,24.824464,0.679508,497940.3291,0.968316,30.228625,19.356421,2.539261,0.052062,0.038436,175.906879,32,190.284124,177.276326,178.596652,159.727455,32,155.116188,68.06293,61.010259,94.04941,80.0693,56.550032,55.851795,56.989198,24.197028,34.613761,59.548315,36.981948,SH Sweep,1,Spool-0081,1,14.50.13-Fri.06.14.2019.csv
54.78852,69.858245,138.80271,147.771951,111.635433,107.379294,29.68947,14.174425,138.220912,0.643217,69.510351,55.769205,146.311369,138.761083,144.831458,138.297829,80.42081,136.36518,-0.000694,-1.269632,32,-235.834244,138.638077,-0.466593,24.83481,0.678613,496981.742,0.971318,24.821435,18.386992,2.533493,0.051775,0.038415,170.884925,32,184.959437,172.049032,173.361088,154.391544,32,149.806215,68.078884,62.669752,93.326422,48.024684,54.876235,55.851795,58.695124,28.217685,32.657137,59.55284,36.993487,SH Sweep,1,Spool-0081,1,15.45.38-Fri.06.14.2019.csv
54.784469,64.772642,138.825382,142.607611,119.153328,109.126877,29.686927,14.171885,138.240196,0.461873,64.416781,55.829277,141.256846,138.706087,139.903152,138.297281,81.099789,136.324635,-0.000696,-1.936154,32,-235.836591,138.663523,-0.389309,24.845933,0.679804,496386.3869,0.974094,19.741414,17.688666,2.534139,0.0477,0.033236,165.089817,32,178.926825,166.32719,167.356587,149.135388,32,144.509145,68.018696,64.020811,92.786325,43.047029,57.267749,55.851795,59.8685,31.292596,30.549921,59.552478,36.992594,SH Sweep,1,Spool-0081,1,16.26.54-Fri.06.14.2019.csv
54.783852,59.796273,138.83055,136.961969,122.538041,110.584435,29.688135,14.161819,138.267991,0.689771,58.963521,55.852581,135.700712,138.634588,134.441294,138.32604,80.175649,136.270821,-0.000688,-2.06552,32,-235.846753,138.639315,-0.34311,24.78467,0.680764,497753.7597,0.973772,14.763478,18.58641,2.534128,0.048536,0.03283,158.669497,32,172.852954,159.99822,161.021552,143.202467,32,138.668575,67.876459,61.629559,92.656158,7.632911,40.528387,55.851795,60.613417,33.948867,25.089335,59.549286,36.892255,SH Sweep,1,Spool-0081,1,17.33.12-Fri.06.14.2019.csv
54.811331,85.192756,138.790138,162.864606,104.857281,102.115318,29.523853,14.213156,138.305152,0.470988,85.54118,55.633395,161.010765,138.923247,159.036437,138.507711,79.012713,136.614488,-0.000683,0.000574,32,-235.795444,138.791242,-0.59479,24.354197,0.685056,495874.4651,0.962369413,40.137173,19.914631,2.532328,0.055485,0.046413,185.919117,32,199.136708,188.294683,188.986872,169.236578,32,165.314145,68.107018,60.116002,95.084665,51.610185,46.873139,53.924051,45.188905,25.823226,25.074594,59.557959,36.490903,Speed,1,Spool-0081,1,17.26.48-Mon.06.17.2019.csv
54.78305,84.941268,138.925158,161.551228,98.699671,96.448492,29.545094,14.203085,138.473884,0.842394,84.714446,55.675281,159.655621,139.149134,157.653066,138.732241,78.255503,137.023737,-0.000683,0.000694,32,-235.805179,138.956462,-0.62308,22.860049,0.690005,469455.6797,0.910982,39.908637,20.869768,2.53594,0.050292,0.042736,185.249071,32,199.098938,187.918186,188.83553,168.732163,32,165.116357,68.239993,58.850111,95.598315,51.610185,42.007081,53.924051,37.790035,25.823226,15.520024,54.694141,34.58065,Speed,1,Spool-0081,1,18.21.48-Mon.06.17.2019.csv
54.792762,85.066371,139.006856,161.186947,84.125139,82.320933,29.626782,14.203659,138.709387,0.862305,84.610689,55.252741,159.262658,139.443566,156.928014,139.059508,76.799678,137.696591,-0.000689,0.000952,32,-235.804191,139.211436,-0.51197,19.555909,0.688955,403128.3229,0.774622649,40.024229,22.649404,2.536953,0.030729,0.014781,183.322509,32,197.132583,185.252055,186.658068,168.597309,32,165.186895,68.290446,57.128115,96.272017,100,38.366022,45.748073,25.309037,20.52489,7.040277,49.75445,30.806223,Speed,1,Spool-0081,1,19.27.00-Mon.06.17.2019.csv
54.783057,85.149249,138.919234,161.636942,76.34857,73.496029,29.072524,14.203478,138.759901,0.541377,85.146336,55.101568,159.598642,139.491747,156.922183,139.122971,75.638884,137.934938,-0.000691,0.000775,32,-235.804181,139.307045,-0.41321,17.486918,0.687688,361627.3513,0.692379625,40.116181,23.923661,2.535812,0.061691,0.03983,183.858967,32,195.040879,186.900643,187.752636,169.724766,32,165.401838,68.24922,55.886181,96.466257,99.917531,32.678532,35.904339,21.789537,14,6.753152,44.819981,28.363775,Speed,1,Spool-0081,1,20.17.22-Mon.06.17.2019.csv
60.171933,85.139718,138.985673,156.696609,115.264487,113.610924,29.405264,14.22028,138.17794,0.606132,85.313455,61.130463,155.084568,138.85389,153.467998,138.300088,79.34278,136.148251,-0.000682,0.000488,32,-235.78843,138.721692,-0.534748,24.711848,0.66826,547950.4288,0.965622074,35.107157,19.360798,2.309868,0.064728,0.05236,179.148442,32,191.64564,181.067016,181.88723,162.939636,32,158.91852,67.724454,60.847687,94.425784,51.281359,49.606131,70.886076,33.347707,26.55526,26.518696,59.537038,36.826221,,1,Spool-0081,1,13.01.06-Tue.06.18.2019.csv
49.755085,85.146014,138.897186,169.302704,93.180117,91.512307,29.426029,14.213347,138.259772,0.883797,84.815088,50.493443,167.254436,139.192689,165.081735,138.614532,79.491914,137.13152,-0.000687,0.000869,32,-235.795207,138.9144,-0.615172,24.326105,0.687437,445825.6348,0.955926149,45.132413,19.684875,2.791673,0.064233,0.055334,194.11711,32,210.551398,194.728044,196.62787,177.519023,32,172.525186,68.431061,61.625704,96.003947,51.281359,46.768307,44.429198,23.01888,24.55526,19.761524,59.550315,36.496121,,1,Spool-0081,1,14.04.10-Tue.06.18.2019.csv
40.786807,85.105749,138.956082,184.460063,81.063533,73.387979,29.460443,14.204034,138.54028,0.671205,84.813771,41.267088,181.595002,139.599942,178.496787,138.874941,79.315483,137.876858,-0.000686,0.000728,32,-235.804442,139.300417,-0.63818,23.784359,0.68882,361327.1209,0.948983953,55.103,20.219503,3.406956,0.055022,0.027493,213.234364,32,230.308817,211.468487,213.81699,193.706613,32,188.489148,68.854837,61.704966,97.209243,56.281359,43.951677,28.886618,4.439393,22.55526,17.042043,59.557373,35.960947,,1,Spool-0081,1,15.06.31-Tue.06.18.2019.csv
33.149678,85.050921,138.904975,199.293727,63.767938,58.503022,29.493992,14.181571,138.563427,0.701906,84.175944,33.517203,195.523709,139.834095,191.242108,138.929209,78.295734,138.337219,-0.00068,-2.016476,32,-235.826803,139.4057,-0.436232,22.637693,0.68878,291840.9194,0.940228955,65.015,21.458861,4.190254,0.020201,0.027298,227.734783,32,245.367847,227.165541,228.782023,209.96312,32,204.081658,68.732846,60.536549,99.408093,79.689902,40.62203,30.202598,35.685232,9.74246,26.754108,59.556384,34.803097,,1,Spool-0081,1,16.35.11-Tue.06.18.2019.csv
16.661912,30.149438,139.029145,207.711958,33.278607,31.496453,29.678851,14.156095,138.676244,0.555889,21.354341,16.322326,200.401356,140.116138,192.302289,139.302178,76.841785,138.812958,-0.000686,-1.927107,32,-235.852179,139.560239,-0.348638,19.53914,0.598235,141540.1263,0.916477,40.075571,23.140378,8.344479,0.025579,0.018003,236.192884,32,242.71813,227.905607,227.346709,220.595119,32,211.787429,68.414328,57.136298,99.15123,99.442053,34.002139,34.100606,34.544339,17.581759,31.984046,59.54418,31.543659,-10,1,Spool-0081,1,18.50.38-Tue.06.18.2019.csv
21.160765,39.743803,138.861469,194.758956,42.674823,40.018251,29.676351,14.15616,138.541205,0.528121,34.541791,21.130316,189.980614,139.836004,184.117423,139.066233,84.301778,138.490691,-0.000692,-1.962203,32,-235.852227,139.361248,-0.35284,20.719509,0.635722,177118.6177,0.928917,39.756593,15.528698,6.562798,0.025067,0.006516,223.527108,32,232.149263,215.593888,216.878142,206.929088,32,198.608541,68.319332,58.909573,98.219286,98.905504,40.363316,34.100606,46.671782,20.467553,46.525454,59.543573,32.740081,0,1,Spool-0081,1,19.49.43-Tue.06.18.2019.csv
26.627379,48.214014,138.622213,181.604265,58.863247,50.287032,29.677073,14.148615,138.38211,0.390506,45.969186,26.832983,178.2723,139.513493,173.972641,138.893291,91.551512,138.03911,-0.000689,0.000826,32,-235.859813,139.183142,-0.713081,21.627836,0.669234,218488.1749,0.936047,38.222404,8.055931,5.206458,0.018786,0.023421,211.490175,32,223.590962,205.411419,207.362925,192.469734,32,186.151306,68.835222,61.338024,95.101868,62.877132,44.303173,34.177215,50.657758,25.822295,39.876757,59.546665,33.683901,10,1,Spool-0081,1,15.11.32-Wed.06.19.2019.csv
26.650437,47.59623,139.05777,180.993466,61.428412,50.421091,29.675097,14.143982,138.71861,0.394175,45.094279,26.821369,177.621965,139.853124,173.354627,139.258576,89.636779,138.433531,-0.000687,0.001042,32,-235.86442,139.556225,-0.583778,21.680941,0.669242,220400.3533,0.936374,37.564533,10.160515,5.218139,0.02049,0.024096,210.873415,32,223.043988,204.770747,206.7405,191.955153,32,185.554208,68.728387,60.107722,95.52242,62.877132,42.346826,34.177215,50.685452,25.822295,33.430511,59.546124,33.735,10,1,Spool-0081,1,15.47.20-Wed.06.19.2019.csv
33.200002,59.964953,139.159602,175.638868,66.396751,62.013377,29.555517,14.130706,138.745485,0.372573,59.225865,33.519281,172.466136,139.847939,169.109508,139.242558,94.449807,138.187915,-0.000663,0.001132,32,-235.877735,139.601272,-0.382103,22.737598,0.685366,271630.0454,0.940209255,39.86081,5.232444,4.191717,0.017974,0.02805,207.322634,32,223.250347,203.036442,205.233599,185.201346,32,179.958294,68.559171,59.678913,96.076677,83.078296,46.344669,45.909701,55.06682,45.208625,21.635173,59.547679,34.80024,20,1,Spool-0081,1,17.39.35-Wed.06.19.2019.csv
40.752299,69.969693,138.606221,170.728544,77.015088,75.578737,29.68262,14.124138,138.055791,-0.000713,69.783934,41.216341,168.267243,139.11378,165.793931,138.504138,96.347579,137.029059,-0.000665,0.001175,32,-235.884268,138.900357,-0.343731,23.673967,0.686092,333642.5301,0.942964,40.008766,2.780388,3.401363,0.038414,0.027241,198.787346,32,216.69923,197.721653,199.931225,179.553565,32,174.135417,68.571588,61.121277,95.991867,100,53.198113,60.725242,61.086431,57.999812,45.71,59.548961,35.780682,30,1,Spool-0081,1,18.26.02-Wed.06.19.2019.csv
40.816778,70.320757,138.967944,167.429921,77.341919,76.422662,29.154815,14.147945,138.273088,1.358312,67.821774,41.600093,165.1487,139.353384,162.772299,138.894708,79.579168,137.699697,-0.000676,0.001173,32,-235.860464,138.935818,-0.520267,23.818161,0.690642,361487.6243,0.969959,40.279202,19.871381,3.404818,0.029798,0.017755,195.522918,32,212.021779,192.735069,194.957572,176.539142,32,171.368389,65.981614,60.590699,94.002298,48.827603,45.244625,38.801977,78.582217,12.960503,29.480124,59.512274,35.664873,,1,Spool-0081,1,13.27.12-Thu.06.20.2019.csv
49.772417,79.886837,138.710895,163.344487,92.686527,92.814731,29.150447,14.139037,137.771366,1.308125,78.532648,50.679406,161.490129,138.822668,159.644115,138.30177,80.678301,136.706014,-0.000675,-0.390059,32,-235.869413,138.450438,-0.51467,24.260657,0.688762,443743.6059,0.973848,39.857917,18.293267,2.786984,0.05941,0.044262,187.625621,32,204.595855,187.954029,189.895427,171.403145,32,166.175355,65.969362,61.551273,93.874186,59.548,51.291642,68.192414,77.255946,27.873584,22.188332,59.508646,36.065743,,1,Spool-0081,1,14.26.47-Thu.06.20.2019.csv
49.785456,80.031036,138.99882,163.111906,92.732068,92.839533,29.15092,14.128063,138.05958,1.340578,78.72186,50.670802,161.259387,139.132557,159.354005,138.500017,81.054163,136.956764,-0.000662,-2.052666,32,-235.880457,138.708755,-0.598499,24.282643,0.689807,443373.4494,0.974164,39.986454,18.039052,2.792087,0.058491,0.044648,187.433562,32,204.284835,187.763473,189.686622,171.34456,32,166.11406,67.409118,62.362929,94.867098,59.548,51.668848,68.192414,76.96854,27.873584,22.510015,59.525715,36.297704,,1,Spool-0081,1,15.58.27-Thu.06.20.2019.csv
49.769963,80.089576,138.944679,163.197353,92.697577,92.804621,29.150059,14.123906,137.969974,1.339175,78.778404,50.672731,161.360109,139.07141,159.439311,138.496581,81.173516,136.892227,-0.000664,-2.058331,32,-235.884473,138.670442,-0.622104,24.274219,0.68986,443073.3947,0.974304,40.062335,17.889036,2.791899,0.061268,0.04672,187.573076,32,204.469756,187.849615,189.7716,171.437008,32,166.20921,67.580005,62.60303,94.485063,59.548,52.267173,68.192414,76.969182,27.873584,23.166115,59.528483,36.303962,,1,Spool-0081,1,16.23.48-Thu.06.20.2019.csv
60.180753,89.812634,138.61327,160.116326,112.973611,112.199776,29.146273,14.116231,137.277203,1.276605,89.348668,61.19567,158.515325,138.338007,156.854828,137.738422,78.65735,135.659055,-0.000652,-2.066668,32,-235.892235,137.979665,-0.623779,24.581943,0.669279,549567.6896,0.981019,39.771048,19.808103,2.303349,0.068001,0.047053,181.662354,32,195.354386,184.447424,185.070916,166.728154,32,162.668128,67.955756,60.115685,94.870892,70.126582,50.836318,88,71.016858,33.164557,51.82019,59.535162,36.645679,,1,Spool-0081,1,17.54.19-Thu.06.20.2019.csv
26.869052,53.7576,134.843318,176.240092,52.753769,50.08283,29.025161,14.114615,134.320883,1.413185,48.405077,27.219933,172.786207,135.455758,168.165327,135.001626,80.488751,134.23999,-0.000652,-2.07605,32,-235.893648,135.053486,-0.62796,21.168222,0.738618,NaN,Inf,43.622254,17.28212,5.073403,0.018965,0.019835,203.445348,33.079755,216.706616,199.127079,200.905872,187.676221,32,181.429768,67.91471,56.853157,95.338031,79.443567,40.109803,8.501921,67.460133,13.843958,98.832815,59.126359,33.160512,,1,Spool-0081,1,18.37.10-Thu.06.20.2019.csv
26.667824,49.923884,138.970254,176.301973,52.514461,50.629982,29.192747,14.108186,138.279001,1.661462,40.805709,26.99536,173.292522,139.621146,169.33122,139.071583,83.455795,138.313161,-0.000662,0.000896,32,-235.900112,139.096789,-0.609669,21.796806,0.671657,228316.9378,0.960308,39.85817,16.286642,5.211217,0.013172,0.020029,204.090356,32,216.501727,198.557067,200.407465,187.66659,32,180.751184,68.348369,59.261153,96.268869,100,44.823102,49.378617,41.306003,27.872635,44.296051,59.538111,33.738064,wtf,1,Spool-0081,1,13.11.05-Fri.06.21.2019.csv
21.182614,39.956124,138.837305,186.741594,56.778158,40.360231,29.20674,14.109621,138.191546,1.396601,27.652302,21.133536,182.337471,139.663888,176.571006,139.096331,78.286162,138.481965,-0.000661,0.001657,32,-235.898556,139.128415,-0.603823,20.816727,0.637986,182953.4572,0.951326,39.932768,21.537101,6.554367,0.024161,0.003566,214.557448,32,223.134143,206.494773,207.676331,199.113428,32,190.528191,68.450305,58.601406,96.926519,99.618433,40.421301,38.123582,37.835974,27.323999,32.953311,59.540548,32.728479,wtf,1,Spool-0081,1,14.30.06-Fri.06.21.2019.csv
16.660592,29.566196,138.894836,197.665142,54.061758,31.552151,29.228133,14.112781,138.367362,1.309095,10.426617,16.067166,190.800831,139.89522,183.67212,139.20445,83.124348,138.730081,-0.000663,0.001193,32,-235.895487,139.308934,-0.595109,19.343059,0.604237,138186.2028,0.931032,39.499403,16.807605,8.337026,0.007265,0.002858,225.308537,32,231.305177,216.749954,215.875135,210.398456,32,201.57302,68.084221,57.381012,97.294032,99.057308,35.420472,29.164108,33.236983,27.717737,27.190188,59.543764,31.237233,0-100-40SH,1,Spool-0081,1,18.59.58-Fri.06.21.2019.csv
51.877425,81.897006,93.364956,134.94157,100.011519,99.455512,29.340127,14.225923,92.005945,-0.000638,82.380199,52.644371,133.533558,92.096281,132.001095,91.826073,59.845642,89.595661,-0.000607,0.002233,32,-235.782437,92.477097,-0.342424,16.362166,0.622779,515965.8128,0.996068,39.718521,12.70564,1.79969,0.05641,0.033659,150.823563,32,161.331271,150.069964,152.537425,137.870904,32,135.882035,66.628917,56.126039,71.591621,0.229227,43.757347,100,83.08614,20.744459,71.831924,59.576772,28.11435,,1,Spool-0081,1,00.14.10-Thu.07.18.2019.csv
51.756006,82.142221,101.7079,141.347311,98.780396,98.461302,29.296232,14.23228,100.737277,-0.000683,82.615673,52.569624,139.761959,100.986693,138.060659,100.693386,63.554599,98.603558,-0.000619,0.002242,32,-235.776199,101.200993,-0.323821,18.141624,0.64102,504278.7518,0.990687,40.085039,14.749131,1.965134,0.059011,0.030765,158.706655,32,169.503085,158.997969,160.939437,144.700438,32,142.844389,66.936888,56.861473,76.625695,19.335308,43.189478,64.80741,65.118224,20.744459,70.859399,59.562471,29.949106,,1,Spool-0081,1,01.15.55-Thu.07.18.2019.csv
51.739781,82.122517,119.069193,153.36549,98.105407,97.263328,29.219795,14.221327,118.740609,-0.000642,82.518066,52.542967,151.591603,119.213794,149.72136,118.868234,71.673413,116.951659,-0.000603,0.002227,32,-235.787264,119.228257,-0.269575,21.401215,0.664229,483255.4033,0.981499,40.083512,17.21642,2.301349,0.064674,0.038031,173.635607,32,185.932601,175.631295,176.81735,158.23556,32,155.381755,67.338835,59.147818,86.354816,86.140631,49.033735,40.674183,49.518453,21.744459,74.098853,59.549482,33.367588,,1,Spool-0081,1,02.27.09-Thu.07.18.2019.csv
