OSU 80 -Ton Compressor Load Stand
40TonSpool_ze
J Singleton
Measured on:
Sunday, November 29, 2020
8:25:17 PM
Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,Tecon,Pecon,Poil2,Moil2,Power,P_reactive,Shaft Power,Torque,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,x_acc,y_acc,Toil,Tbox,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,LG,MG,SG,LL,ML,SL,Encoder Speed,VFD Power,eta_is_2,VFD_out,Kc_LG,Ti_LG,Td_LG,Kc_MG,Ti_MG,Td_MG,Kc_SG,Ti_SG,Td_SG,Kc_LL,Ti_LL,Td_LL,Kc_ML,Ti_ML,Td_ML,Kc_SL,Ti_SL,Td_SL,Kc_WVB,Ti_WVB,Td_WVB,Kc_WVI,Ti_WVI,Td_WVI
psia,F,psia,F,lbm/min,lbm/min,Hz,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,kVAR,kW,in-lb,,Btu/h,,F,F,,g,g,F,F,F,F,F,F,F,F,F,F,F,,Hz,,,,,,,RPM,kW,,Hz,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,,min,min,Purpose of Test, Test Request Number, Build Number, Steady (1 yes 0 no),Raw Data File
37.914765,57.990367,98.072921,119.781799,60.635464,64.138479,34.670946,14.375475,96.928170,8.371325,57.553835,37.774866,120.112378,97.449621,119.717097,97.273354,86.001489,97.325305,-0.064708,-2.096912,32.025740,-235.673845,103.208265,1.279821,13.040942,3.980200,11.828707,960.982562,9.033002,221522.895021,0.969988,16.664655,9.219667,2.589234,0.074976,0.052267,101.591681,86.636040,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.425788,71.480156,85.464203,98.354809,31.060280,15.000000,52.306755,86.177522,5.960474,28.164123,27.954826,0.239011,15.505946,37.797848,35.033554,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.011160,0.246759,0.000000,0.020000,0.800000,0.000000,-0.030000,0.640000,0.000000,21 testing only tends,21,40TonSpool_ze,1,19.10.33-Thu.12.03.2020.csv
38.826109,62.713403,104.912649,123.659043,63.437408,65.476364,34.646821,14.378476,103.729846,10.234203,62.648428,38.795440,121.971680,104.349879,120.777328,104.232709,91.212888,104.323431,-0.063787,-2.061153,32.025740,-235.671052,105.979946,2.026835,13.968267,4.172541,12.604281,1024.632148,9.778203,262525.695546,0.977998,20.090007,8.648340,2.702023,0.074075,0.051432,99.582267,85.171801,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.162112,66.635197,92.232400,108.814428,8.032824,15.000000,48.497575,78.968976,0.000000,27.635036,30.201035,0.238569,16.362246,40.992762,34.995548,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012500,0.202388,0.000000,0.020000,0.800000,0.000000,-0.030000,0.640000,0.000000,21 ,21,40TonSpool_ze,1,19.16.02-Thu.12.03.2020.csv
38.664326,61.753503,104.755792,123.303616,69.393701,71.214343,39.785102,14.378207,103.458602,11.073144,61.667377,38.843177,121.787359,104.224205,120.641767,103.929587,83.538169,103.970255,-0.062979,-2.115975,32.025740,-235.671238,105.844977,2.290492,15.194090,4.988228,14.164757,1003.036550,10.642762,294733.589044,0.928405,19.350372,16.061664,2.709579,0.073558,0.050291,100.777535,84.656277,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.164213,67.705573,91.513229,100.000000,10.548618,15.000000,58.847575,85.978399,0.000000,30.635036,30.036308,0.216036,15.983440,49.266814,39.905031,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012500,0.200000,0.000000,0.020000,0.800000,0.000000,-0.030000,0.640000,0.000000,22,22,40TonSpool_ze,1,19.53.32-Thu.12.03.2020.csv
38.886052,61.960915,104.765815,124.257032,80.615933,82.148892,44.681620,14.378449,102.965970,12.185499,61.794400,39.041784,123.001328,104.040290,121.962190,103.572198,77.086510,103.509790,-0.065238,-2.065525,32.025740,-235.671185,108.355473,0.315974,17.616382,6.229220,16.407327,1034.535274,12.206791,349929.960129,0.948126,19.267085,22.221412,2.694267,0.076700,0.051453,102.406242,85.283816,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.205011,68.392687,90.863938,100.000000,17.510270,15.000000,82.359143,94.497666,0.000000,33.105185,34.445799,0.196305,18.300953,62.185837,44.840158,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012500,0.200000,0.000000,0.020000,0.800000,0.000000,-0.030000,0.640000,0.000000,23,23,40TonSpool_ze,1,20.09.25-Thu.12.03.2020.csv
39.026651,62.281218,105.122281,126.028613,90.260041,91.679296,49.782515,14.377434,103.659668,4.408518,62.224089,39.428586,124.823744,104.372422,123.656000,103.660462,73.685350,103.453752,-0.064020,-2.061264,32.025740,-235.672683,104.345877,4.156627,19.976725,7.605153,18.616995,1053.619711,13.625190,396662.188520,0.946736,19.400161,25.606654,2.693624,0.074500,0.051452,103.642273,85.604130,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.371490,69.408821,88.931455,100.000000,25.307980,25.000000,100.984177,96.872461,0.000000,34.635036,41.383202,0.213594,20.711690,63.797003,49.815268,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012500,0.200000,0.000000,0.020000,0.800000,0.000000,-0.030000,0.640000,0.000000,24,24,40TonSpool_ze,1,20.28.01-Thu.12.03.2020.csv
38.193060,61.941307,105.079127,127.144681,98.473771,99.303337,54.683682,14.375317,103.428094,4.533484,62.230908,38.588939,125.373232,103.970833,124.273549,103.025286,77.007770,102.601998,-0.063471,-2.107959,32.025740,-235.675145,104.022592,4.300870,22.194036,9.031590,21.301411,1097.379656,15.098517,423476.775444,0.954807,20.148379,21.747952,2.751484,0.074213,0.051201,103.477227,85.044131,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.776076,72.050414,87.084940,100.000000,55.242143,36.000000,85.400000,68.851678,0.000000,37.635036,50.652294,0.209188,22.973167,72.177619,54.707421,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012500,0.200000,0.000000,0.020000,0.800000,0.000000,-0.030000,0.640000,0.000000,25,25,40TonSpool_ze,1,20.57.59-Thu.12.03.2020.csv
37.991803,62.081050,104.423682,126.894253,104.949494,105.702138,59.771654,14.370805,102.807094,4.417976,62.186937,38.718674,125.570050,103.244305,124.400962,102.038798,78.426085,100.454582,-0.060941,-2.159020,32.025740,-235.680414,102.256544,4.191723,23.470302,10.164636,19.796285,933.120898,16.074112,448347.384266,0.935523,20.571897,18.958042,2.748695,0.072729,0.050068,104.135004,85.056683,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.701944,73.858046,81.041073,-20.491770,99.248482,39.000000,85.400000,86.400223,0.000000,42.635036,59.619892,0.195462,24.293875,82.237613,59.526098,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012500,0.200000,0.000000,0.020000,0.800000,0.000000,-0.030000,0.640000,0.000000,26,26,40TonSpool_ze,1,21.44.01-Thu.12.03.2020.csv
38.639261,56.407121,105.005701,121.382573,103.959748,101.049029,54.691357,14.373089,103.661619,4.340839,56.478541,38.910130,119.925808,103.907454,118.663528,102.915758,83.844822,101.306034,-0.061439,-2.145280,32.025740,-235.677429,101.778588,4.111445,22.073790,9.034799,20.503932,1056.101503,14.932031,410613.255820,0.946166,14.032816,14.075481,2.717576,0.074380,0.051574,99.029732,80.453874,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.609895,71.571089,88.947886,29.873418,24.185807,39.000000,95.400000,61.757131,0.000000,44.635036,50.317006,0.209778,22.889018,71.183084,54.718081,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012000,0.180000,0.000000,0.020000,0.800000,0.000000,-0.035000,0.640000,0.000000,34,34,40TonSpool_ze,1,22.42.49-Thu.12.03.2020.csv
38.790050,61.547581,105.190168,124.947363,104.462256,101.376791,54.693113,14.373866,103.822637,4.100396,61.764071,39.407882,123.279582,104.105578,121.779472,102.988310,78.177410,101.406576,-0.060607,-2.162449,32.025740,-235.676521,101.642296,3.881261,22.123991,9.049069,20.946951,1078.852610,15.149528,429242.130912,0.957514,18.975671,19.798906,2.711905,0.074582,0.051697,100.075766,82.292926,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.425091,71.500548,87.754984,29.873418,23.356977,39.000000,95.400000,65.633677,0.000000,44.635036,28.989639,0.209225,22.931280,72.409839,54.712054,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012000,0.180000,0.000000,0.020000,0.800000,0.000000,-0.035000,0.640000,0.000000,35,35,40TonSpool_ze,1,23.05.55-Thu.12.03.2020.csv
38.873069,67.284844,105.054330,130.756178,96.085365,100.170328,54.692274,14.371357,103.590527,3.742969,67.357881,39.372504,129.170827,103.849084,127.905354,102.788153,74.074949,101.239832,-0.060622,-2.196780,32.025740,-235.679346,101.683439,3.538607,22.131977,9.055041,21.166777,1090.227145,15.141759,439304.904564,0.957275,24.604077,23.808963,2.702380,0.074543,0.051563,105.331487,87.372403,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.083599,71.165250,87.847803,29.873418,24.705111,39.000000,95.400000,65.566536,0.000000,38.635036,41.531560,0.208120,22.940044,72.753386,54.714365,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012000,0.180000,0.000000,0.020000,0.800000,0.000000,-0.050000,0.500000,0.000000,36,36,40TonSpool_ze,1,23.48.59-Thu.12.03.2020.csv
38.753928,71.971362,105.023614,134.819887,94.040374,98.449399,54.692939,14.372467,103.541057,3.692592,72.169613,39.193676,132.952240,103.815991,131.336306,102.749863,72.932233,101.417720,-0.060019,-2.193977,32.025740,-235.678081,101.714188,3.490656,22.095104,9.019443,20.744145,1068.436512,15.109567,439924.770594,0.954672,29.444988,25.063191,2.710046,0.074603,0.051522,106.750668,89.591607,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.114042,70.699003,87.517679,29.873418,23.762037,39.000000,95.400000,64.345465,0.000000,36.635036,37.386930,0.208314,22.888597,72.532886,54.718046,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012000,0.180000,0.000000,0.020000,0.800000,0.000000,-0.050000,0.500000,0.000000,37,37,40TonSpool_ze,1,00.07.25-Fri.12.04.2020.csv
38.684004,77.456243,104.876514,140.071651,92.603003,96.715901,54.689203,14.369304,103.340856,4.025010,77.693392,38.988781,137.955270,103.703547,136.481806,102.586549,72.027781,101.653684,-0.061202,-2.175486,32.025740,-235.681322,103.408909,3.808915,22.065391,9.012082,21.280754,1096.155532,15.056065,440741.642388,0.951888,35.024732,26.117311,2.711085,0.074548,0.051535,110.421057,93.538004,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,69.992862,70.580997,88.700738,29.873418,18.675281,39.000000,95.400000,62.518427,0.000000,34.635036,39.370394,0.208036,22.859959,72.372846,54.717057,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012000,0.180000,0.000000,0.020000,0.800000,0.000000,-0.050000,0.500000,0.000000,38,38,40TonSpool_ze,1,00.37.44-Fri.12.04.2020.csv
38.854669,82.283949,104.964689,144.000966,92.793436,96.396625,54.691623,14.368730,103.340103,3.898696,82.703872,39.192153,141.537827,103.733032,139.574320,102.596856,71.810861,101.810133,-0.060012,-2.169680,32.025740,-235.681849,103.677008,3.685934,22.134499,9.026284,21.019359,1082.612568,15.126002,445738.238230,0.954959,39.621328,26.429165,2.701564,0.074653,0.051485,111.917481,95.673555,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,69.983051,70.327898,89.006164,29.873418,17.072195,39.000000,95.400000,63.409537,0.000000,34.635036,31.333498,0.207630,22.911141,72.853586,54.718051,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012000,0.180000,0.000000,0.020000,0.800000,0.000000,-0.050000,0.500000,0.000000,39,39,40TonSpool_ze,1,00.51.02-Fri.12.04.2020.csv
38.835805,87.228216,105.153152,148.673954,91.916818,95.355031,54.683633,14.365757,103.552175,3.890334,87.639238,39.155774,146.152377,104.037592,144.063012,102.831486,70.976009,102.226125,-0.058985,-2.187298,32.025740,-235.684934,103.946793,3.678118,22.152749,9.044329,21.409127,1102.884117,15.177882,448643.442486,0.955988,44.593166,27.527923,2.707689,0.074577,0.051585,114.497086,98.808902,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.104695,70.089052,87.823344,29.873418,19.149545,39.000000,95.400000,61.856300,0.000000,32.635036,33.499067,0.207898,22.942432,73.009030,54.708061,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012000,0.180000,0.000000,0.020000,0.800000,0.000000,-0.050000,0.500000,0.000000,40,40,40TonSpool_ze,1,01.08.42-Fri.12.04.2020.csv
38.562225,91.987518,104.872862,153.694206,91.207254,94.455366,54.689834,14.364019,103.307418,3.750210,92.274446,39.089571,151.302452,103.925948,149.384240,102.642514,70.287626,102.056418,-0.061776,-2.189359,32.025740,-235.686726,104.025453,3.544260,22.144292,9.048644,20.561983,1059.102812,15.284648,451732.854137,0.964302,49.720383,28.115405,2.719733,0.075001,0.051787,119.154278,103.411771,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.137727,70.021939,87.992720,29.873418,18.530548,39.000000,95.400000,61.623499,0.000000,31.635036,35.698416,0.206530,22.941190,74.007088,54.712356,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.070010,0.690900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.012000,0.180000,0.000000,0.020000,0.800000,0.000000,-0.050000,0.500000,0.000000,41,41,40TonSpool_ze,1,01.36.27-Fri.12.04.2020.csv
44.911077,65.038901,104.690808,119.232710,117.982710,120.914883,54.722730,14.387189,102.675207,3.658384,65.273818,45.607284,118.426404,103.239827,117.547403,101.858271,94.420605,97.991665,-0.056388,0.033298,32.025740,-235.663517,101.311049,3.454258,21.999359,9.017280,21.185211,1090.544671,15.190335,476609.632633,0.981391,14.820645,1.363834,2.331233,0.075326,0.052435,98.663667,80.798196,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,71.439951,75.640056,87.949506,100.000000,42.145234,55.126582,65.000000,66.020679,17.632911,43.759494,44.443898,0.208961,22.926854,72.698023,54.712953,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.650900,0.000000,-0.153000,0.400000,0.000000,-0.040000,0.800000,0.000000,-0.008000,0.180000,0.000000,0.050000,0.800000,0.000000,-0.018000,0.270000,0.000000,46,46,40TonSpool_ze,1,14.31.09-Mon.12.14.2020.csv
37.185229,65.461528,104.871212,131.260440,93.299470,96.041305,54.700862,14.370540,103.617766,3.924817,65.562348,37.716934,129.538357,103.800915,128.090856,102.944948,95.607511,101.275378,-0.056710,0.033363,32.025740,-235.679995,101.413322,3.710813,21.986654,9.054841,20.720982,1067.146596,15.146412,381678.425235,0.958484,25.047812,2.298994,2.820377,0.074207,0.051200,105.196453,87.684879,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,72.869946,74.727728,90.194247,100.000000,31.742364,48.126582,53.553899,45.880179,17.632911,40.759494,20.635364,0.207958,22.919003,72.835495,54.715049,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.650900,0.000000,-0.153000,0.400000,0.000000,-0.040000,0.800000,0.000000,-0.007000,0.190000,0.000000,0.050000,0.800000,0.000000,-0.018000,0.270000,0.000000,47,47,40TonSpool_ze,1,15.56.12-Mon.12.14.2020.csv
30.346263,64.849454,104.920802,141.457279,75.982889,77.106574,54.694827,14.362550,103.752531,4.163569,64.768288,30.689967,139.014809,104.138432,137.636313,103.663100,88.188053,103.395009,-0.056690,-0.568599,32.025740,-235.687974,100.687792,3.943653,21.350661,8.824008,19.808067,1020.257530,14.851609,319854.215032,0.954893,34.532623,11.055260,3.457779,0.074225,0.050984,111.231655,92.368710,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,71.552784,73.159940,91.980771,100.000000,24.390352,38.126582,53.221537,40.093613,17.632911,25.209494,16.765567,0.206828,22.279152,71.809660,54.768735,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.650900,0.000000,-0.153000,0.400000,0.000000,-0.040000,0.800000,0.000000,-0.007000,0.190000,0.000000,0.050000,0.800000,0.000000,-0.018000,0.270000,0.000000,48,48,40TonSpool_ze,1,17.35.13-Mon.12.14.2020.csv
24.659484,64.252390,104.760581,150.614771,60.063610,60.450795,54.738200,14.312090,103.784675,6.930711,64.280712,24.607258,146.433648,104.225647,144.198371,104.097358,80.231969,104.514833,-0.062677,0.032944,32.025740,-235.738589,99.512466,0.738002,20.504144,8.536203,16.519760,850.198992,13.833210,261476.161617,0.929652,43.756357,19.706663,4.248464,0.076132,0.053567,106.395801,89.184247,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,69.944758,69.286385,92.523484,103.700000,16.200006,31.569620,37.846089,41.772540,14.075949,13.759494,13.248256,0.207234,21.416492,66.754950,54.809138,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.650900,0.000000,-0.153000,0.400000,0.000000,-0.040000,0.800000,0.000000,-0.005000,0.180000,0.000000,0.050000,0.800000,0.000000,-0.018000,0.270000,0.000000,49,49,40TonSpool_ze,1,09.56.29-Tue.12.15.2020.csv
19.826531,65.154290,104.969170,167.326621,47.703092,47.002059,54.750211,14.304085,104.138065,4.007494,65.058110,19.586081,161.617741,104.750871,158.670654,104.568451,73.533160,105.511941,-0.061553,0.032898,32.025740,-235.746490,98.911619,2.508413,19.501439,8.200241,19.945858,1026.375546,12.656955,211274.223656,0.908942,54.518061,27.032326,5.294421,0.076614,0.054221,116.110473,97.785395,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.261413,70.270664,93.073210,139.700000,13.774096,29.569620,35.846089,25.246934,11.075949,7.389032,14.256899,0.206460,20.479560,61.305936,54.709634,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.670900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.005500,0.180000,0.000000,0.050000,0.800000,0.000000,-0.017000,0.293348,0.000000,50,50,40TonSpool_ze,1,10.30.36-Tue.12.15.2020.csv
19.759080,65.029534,104.679891,167.671323,47.682016,46.715035,54.750694,14.303324,103.825482,3.613172,64.965010,19.539108,162.006843,104.475846,159.035113,104.266666,72.862545,105.273064,-0.061129,0.032799,32.025740,-235.747314,98.480446,2.585257,19.447499,8.197977,18.988718,977.086848,12.581798,210449.263880,0.906245,54.538941,27.551479,5.297786,0.076483,0.054227,117.073471,98.434557,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.443397,70.491741,92.369502,139.700000,13.470061,29.569620,35.846089,25.905658,11.075949,7.389032,13.781400,0.206475,20.426400,60.940144,54.696593,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.670900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.006000,0.170000,0.000000,0.050000,0.800000,0.000000,-0.017000,0.290000,0.000000,50,50,40TonSpool_ze,1,10.43.17-Tue.12.15.2020.csv
44.945324,69.639836,121.778495,134.658629,113.989629,115.564693,54.655531,14.286510,119.964062,5.119301,69.917957,45.502506,133.033863,120.911969,131.744219,119.444114,104.938055,116.935613,-0.059171,-1.772537,32.025740,-235.764536,118.722231,4.866024,24.966659,10.033053,23.022377,1186.624704,17.304904,440127.763986,0.949281,19.367590,2.431985,2.709396,0.074908,0.052023,108.657258,89.590659,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.595698,75.162162,96.176618,100.000000,27.497815,44.493671,60.000000,61.182514,26.075949,30.389032,28.229255,0.206304,25.647373,83.883485,54.693247,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.670900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.006000,0.160304,0.000000,0.050000,0.800000,0.000000,-0.017000,0.290000,0.000000,54,54,40TonSpool_ze,1,11.57.30-Tue.12.15.2020.csv
44.963282,70.530349,132.070110,140.478229,112.007968,114.282275,54.615755,14.285365,130.572373,5.390460,70.645940,45.513478,138.616502,131.572792,137.289797,130.187209,110.669890,128.611932,-0.057361,-1.713159,32.025740,-235.765603,126.717610,5.128890,26.589649,10.536524,24.909997,1284.892839,18.534191,424538.858773,0.941103,20.253682,3.154207,2.937197,0.075049,0.051963,110.193830,91.032011,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,70.763673,74.418061,100.688890,100.000000,24.249379,44.493671,60.000000,41.310534,26.075949,29.389032,29.623044,0.206133,27.171764,89.916783,54.607288,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.670900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.006411,0.134901,0.000000,0.050000,0.800000,0.000000,-0.017000,0.290000,0.000000,55,55,40TonSpool_ze,1,12.26.26-Tue.12.15.2020.csv
38.945804,70.285161,70.270273,108.392137,98.242404,102.856500,54.797425,14.273546,67.371864,4.515606,70.486128,39.714187,107.439968,67.750314,105.618372,66.371012,57.391491,62.585993,-0.059205,-1.399847,32.025740,-235.776830,76.415463,4.277886,15.411286,6.464655,13.996033,719.451705,9.270574,486680.739256,0.986198,27.503476,11.163290,1.804335,0.074994,0.052410,90.955977,80.646973,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,68.986502,61.500987,69.280249,100.000000,28.542932,100.000000,100.000000,100.000000,9.379747,27.584330,27.580552,0.207930,16.569403,44.586522,54.646834,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.670900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.008500,0.130000,0.000000,0.050000,0.800000,0.000000,-0.018000,0.290000,0.000000,53,53 best possible,40TonSpool_ze,1,17.04.30-Tue.12.15.2020.csv
37.390478,59.949845,69.884955,102.536698,101.037810,100.177895,54.777939,14.277866,67.199103,4.560810,60.136159,38.125067,101.837933,67.413246,100.855814,66.272394,57.780535,62.518941,-0.060071,-1.081161,32.025740,-235.772364,75.898710,4.318199,15.623079,6.593217,12.443726,639.922267,9.360944,460407.508143,0.979082,19.253264,10.718294,1.869037,0.075413,0.052872,92.916177,78.153882,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,69.274404,62.426478,69.739482,100.000000,26.300348,80.000000,80.253165,65.878475,9.379747,32.672431,34.962645,0.207969,16.780075,45.010590,54.630336,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.670900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.008500,0.100000,0.000000,0.050000,0.800000,0.000000,-0.018000,0.290000,0.000000,56,56,40TonSpool_ze,1,17.34.08-Tue.12.15.2020.csv
33.837807,54.450067,69.885294,103.037767,92.711348,91.053456,54.794821,14.280372,67.705690,4.730559,54.543714,34.362775,102.278483,67.647688,101.236075,66.871433,63.982254,64.998623,-0.058331,0.032977,32.025740,-235.769866,75.980751,4.480167,15.995215,6.792370,15.554679,799.636691,9.835446,403214.649011,0.977388,18.771810,6.769333,2.065215,0.075794,0.053192,92.334849,77.384479,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,69.413380,62.123716,71.305674,100.000000,23.877931,59.734177,67.734177,76.205602,9.379747,32.672431,38.363148,0.207917,17.154345,47.307329,54.641267,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.670900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.008500,0.100000,0.000000,0.050000,0.800000,0.000000,-0.018000,0.290000,0.000000,57,57,40TonSpool_ze,1,17.52.28-Tue.12.15.2020.csv
30.425837,50.137481,70.166938,105.317992,84.148690,82.196798,54.789206,14.286282,68.187616,4.876236,50.089753,30.830513,104.438477,68.108989,103.550829,67.613892,67.234516,67.126061,-0.061523,-0.043910,32.025740,-235.763999,76.146577,4.620580,16.409683,6.999812,15.100577,776.374208,10.234510,356232.609172,0.978621,19.690783,5.375414,2.306267,0.076388,0.053580,92.648916,77.150849,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,69.571418,62.530189,72.908956,100.000000,24.143889,55.734177,60.734177,50.296160,12.379747,30.672431,28.978751,0.207523,17.551440,49.318831,54.655027,0.377000,0.879000,0.000000,0.300000,0.809000,0.000000,0.095101,0.670900,0.000000,-0.153000,0.400000,0.000000,-0.030000,0.800000,0.000000,-0.008500,0.100000,0.000000,0.050000,0.800000,0.000000,-0.018000,0.290000,0.000000,58,58,40TonSpool_ze,1,18.31.56-Tue.12.15.2020.csv
