Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Friday, December 7, 2018
4:34:21 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz,,,,
55.330681,75.388752,161.474524,162.941521,60.212631,56.851907,59.186517,12.965139,158.375378,1.485265,75.569103,55.980743,161.508804,160.612296,158.717485,159.338913,73.112198,158.772938,0.001978,-1.719297,32.000000,-237.041862,159.288442,0.450973,15.208632,0.686486,275331.931906,0.919495,29.820308,35.902092,2.917592,69.385621,59.704266,96.236481,8.000000,43.537785,64.000000,39.443350,12.177215,23.016195
55.319939,75.384055,161.481257,162.946513,60.288899,56.839690,59.171274,12.964352,158.377837,1.485377,75.562301,55.969508,161.509958,160.614011,158.713556,159.340984,73.112613,158.776142,0.001966,-1.718138,32.000000,-237.042656,159.288094,0.450698,15.211362,0.686266,275271.962382,0.919301,29.824806,35.902468,2.918199,69.382303,59.705757,96.231594,8.000000,43.534729,64.000000,39.426194,12.177215,23.015878
55.309641,75.379099,161.512677,162.952249,60.335197,56.827641,59.218468,12.964779,158.380296,1.485369,75.554658,55.961159,161.512025,160.617740,158.709767,159.343647,73.112932,158.778624,0.001963,-1.717564,32.000000,-237.042253,159.287692,0.450827,15.201741,0.686325,275212.242727,0.919498,29.831247,35.902281,2.918354,69.378768,59.706958,96.226458,8.000000,43.564725,64.000000,39.411849,12.177215,23.015518
55.302007,75.375397,161.526084,162.956642,60.331716,56.819411,59.170031,12.964542,158.386526,1.408108,75.548775,55.953593,161.513718,160.620292,158.708662,159.345320,73.113441,158.780405,0.001963,-1.717451,32.000000,-237.042471,159.337094,0.422692,15.206131,0.686218,275152.206903,0.919722,29.836810,35.903247,2.919043,69.376538,59.707853,96.223188,8.000000,43.582054,64.000000,39.402294,12.177215,23.015188
55.289845,75.369072,161.507351,162.963945,60.316910,56.807307,59.190378,12.964436,158.390535,1.215048,75.540058,55.942426,161.518471,160.621994,158.707198,159.348117,73.113879,158.782725,0.001973,-1.715727,32.000000,-237.042607,159.402606,0.364445,15.206422,0.686765,275092.664722,0.918970,29.841693,35.903996,2.920154,69.372244,59.709331,96.217863,8.000000,43.592236,64.000000,39.388949,12.177215,23.014479
55.276721,75.362102,161.475869,162.972105,60.287845,56.795042,59.250803,12.964223,158.392156,1.210994,75.529107,55.930016,161.523680,160.626153,158.705973,159.350240,73.114053,158.785974,0.001960,-1.715734,32.000000,-237.042868,159.406061,0.364746,15.200743,0.686618,275051.797979,0.919720,29.845283,35.904253,2.920800,69.367653,59.710308,96.212101,8.000000,43.581886,64.000000,39.378780,12.177215,23.013548
55.262861,75.354259,161.524660,162.980535,60.279470,56.782865,59.184602,12.963575,158.393902,1.210866,75.517545,55.915799,161.528637,160.627087,158.704710,159.352841,73.114134,158.789874,0.001949,-1.716872,32.000000,-237.043452,159.407308,0.364568,15.208670,0.686528,274991.495170,0.919415,29.850580,35.904815,2.921103,69.362086,59.710761,96.206321,8.000000,43.594841,64.000000,39.368212,12.177215,23.012384
55.253518,75.348761,161.554285,162.986241,60.277453,56.774779,59.185510,12.963505,158.393219,1.210842,75.509776,55.906787,161.532374,160.629860,158.704458,159.353901,73.114098,158.791745,0.001949,-1.716850,32.000000,-237.043472,159.395772,0.364485,15.203920,0.686679,274930.620638,0.918502,29.856151,35.906041,2.921227,69.358505,59.711060,96.202186,8.000000,43.617917,64.000000,39.365689,12.177215,23.011449
55.241489,75.340372,161.502237,162.995122,60.279525,56.762611,56.127241,12.962936,158.393968,1.476981,75.496567,55.896857,161.537888,160.630867,158.704560,159.356269,73.114126,158.795913,0.001969,-1.716263,32.000000,-237.044017,159.383257,0.449755,15.209508,0.686537,274869.312450,0.919567,29.861558,35.907639,2.922843,69.353449,59.711860,96.195359,8.000000,43.627505,64.000000,39.357098,12.177215,23.010017
55.228492,75.330976,161.509039,163.003900,60.278759,56.750499,59.174660,12.962198,158.394655,1.489912,75.482488,55.883111,161.544744,160.633858,158.705744,159.356779,73.113804,158.798595,0.001961,-1.716259,32.000000,-237.044710,159.385708,0.450911,15.211914,0.686888,274828.699422,0.919580,29.864991,35.908480,2.923873,69.348504,59.712582,96.188195,8.000000,43.606745,64.000000,39.349887,12.177215,23.008370
55.215436,75.320935,161.490827,163.012325,60.257798,56.738317,59.179821,12.961815,158.396395,1.489910,75.468089,55.869475,161.551248,160.635994,158.707797,159.356442,73.113450,158.802213,0.001949,-1.715904,32.000000,-237.045140,159.390282,0.450935,15.206349,0.686427,274766.935991,0.969689,29.868105,35.910246,2.923568,69.343639,59.713064,96.180170,8.000000,43.626189,64.000000,39.345847,12.177215,23.006444
55.209175,75.314009,161.535726,163.017938,60.172916,56.730099,59.198321,12.963349,158.399169,1.489917,75.457963,55.860104,161.555648,160.640653,158.709355,159.358801,73.112775,158.806529,0.001949,-1.715906,32.000000,-237.043613,159.395608,0.451129,15.211937,0.686355,274705.373115,0.919771,29.871137,35.911724,2.924379,69.339788,59.713278,96.174108,8.000000,43.650174,64.000000,39.342361,12.177215,23.005065
55.194274,75.303389,161.555128,163.026842,60.120613,56.717896,59.169997,12.962959,158.400250,1.489933,75.444216,55.847649,161.563175,160.640547,158.711258,159.358098,73.111855,158.806439,0.001967,-1.714749,32.000000,-237.044068,159.418042,0.450986,15.205483,0.686542,274643.006570,0.919708,29.873583,35.913635,2.924741,69.333652,59.714019,96.164628,8.000000,43.674763,64.000000,39.337800,12.177215,23.002882
55.179262,75.293089,161.553090,163.036171,60.088788,56.705668,59.176516,12.963125,158.397656,1.228619,75.430029,55.832842,161.570856,160.641855,158.712615,159.359163,73.111316,158.808250,0.001973,-1.714646,32.000000,-237.043768,159.487102,0.366111,15.203686,0.686434,274600.657440,0.919386,29.872648,35.916168,2.925886,69.327564,59.714808,96.155374,8.000000,43.690647,64.000000,39.336596,12.177215,23.000747
55.163542,75.281828,161.529585,163.046382,60.050839,56.693399,59.202148,12.962949,158.397151,1.214792,75.413330,55.818387,161.578684,160.643934,158.714191,159.358956,73.110437,158.810788,0.001963,-1.716366,32.000000,-237.043891,159.488226,0.364379,15.205014,0.686840,274539.101154,0.919876,29.876286,35.917050,2.927027,69.320949,59.714923,96.145577,8.000000,43.678161,64.000000,39.339786,12.177215,22.998475
55.153700,75.273875,161.527654,163.053478,60.010248,56.685223,59.168239,12.962953,158.399161,1.211111,75.402469,55.807868,161.584302,160.643835,158.716153,159.358573,73.110005,158.811927,0.001962,-1.717552,32.000000,-237.043964,159.489342,0.364397,15.204207,0.686944,274476.880650,0.919826,29.880351,35.918368,2.927786,69.316843,59.715165,96.139366,8.000000,43.671415,64.000000,39.341293,12.177215,22.996731
55.138539,75.261938,161.499286,163.064259,59.968551,56.673027,59.212760,12.962478,158.402621,1.211088,75.386164,55.794841,161.592391,160.645172,158.719728,159.356761,73.109267,158.815036,0.001962,-1.716951,32.000000,-237.044436,159.491581,0.364366,15.201637,0.686832,274414.763744,0.919490,29.884136,35.920340,2.928195,69.310780,59.715257,96.130406,8.000000,43.687990,64.000000,39.344676,12.177215,22.994053
55.125271,75.250184,161.478141,163.075010,59.981369,56.660813,59.259732,12.961948,158.406826,1.211070,75.369424,55.781769,161.601041,160.647368,158.723824,159.359601,73.109293,158.816690,0.001971,-1.718082,32.000000,-237.045030,159.494689,0.364152,15.202343,0.686882,274372.454776,0.920046,29.885604,35.921262,2.928682,69.306029,59.715236,96.122567,8.000000,43.650669,64.000000,39.347861,12.177215,22.991403
55.111281,75.238247,161.469244,163.085838,60.125557,56.648780,59.177211,12.962472,158.412539,1.211090,75.352551,55.766870,161.609657,160.650942,158.727585,159.361995,73.109285,158.818223,0.001954,-1.718075,32.000000,-237.044535,159.508079,0.364148,15.205453,0.686911,274309.627669,0.919406,29.888185,35.923339,2.928973,69.300605,59.715030,96.114585,8.000000,43.672589,64.000000,39.352416,12.177215,22.988676
55.102620,75.230159,161.460752,163.092991,60.168654,56.640670,59.195653,12.962772,158.420758,1.002015,75.341713,55.758563,161.615102,160.654546,158.730539,159.364190,73.109273,158.820790,0.001944,-1.716891,32.000000,-237.044158,159.539168,0.292918,15.200508,0.686807,274245.501152,0.918694,29.889138,35.924025,2.929294,69.296885,59.715016,96.109499,8.000000,43.680071,64.000000,39.355591,12.177215,22.986815
55.088341,75.218143,161.500058,163.103758,60.164482,56.628406,59.198160,12.963079,158.419774,0.808065,75.325259,55.746693,161.624213,160.658859,158.735301,159.367726,73.109773,158.824733,0.001943,-1.715716,32.000000,-237.043892,159.517314,0.234408,15.205172,0.686645,274182.318415,0.920008,29.890601,35.924693,2.929876,69.291525,59.715341,96.103122,8.000000,43.678772,64.000000,39.362966,12.177215,22.984013
55.074153,75.205769,161.501687,163.114771,60.165903,56.616149,52.095092,12.961392,158.420378,1.065729,75.309462,55.731500,161.633764,160.657709,158.741131,159.366970,73.111004,158.824280,0.001964,-1.716300,32.000000,-237.045617,159.492390,0.319894,15.205735,0.686835,274139.494791,0.919729,29.890811,35.925810,2.930183,69.287327,59.716369,96.097653,8.000000,43.709514,64.000000,39.370576,12.177215,22.981086
55.060667,75.193645,161.490076,163.125273,60.100719,56.603862,59.185190,12.960948,158.420617,1.077764,75.293191,55.717703,161.643699,160.655185,158.745374,159.366845,73.111459,158.824298,0.001955,-1.718040,32.000000,-237.046046,159.492915,0.320982,15.201584,0.686802,274074.813204,0.919725,29.892477,35.927007,2.931656,69.283720,59.717122,96.092356,8.000000,43.714518,64.000000,39.379995,12.177215,22.978144
55.050310,75.181450,161.501259,163.134912,60.092323,56.591668,59.198540,12.961533,158.426235,0.993689,75.277407,55.705947,161.653318,160.655642,158.749444,159.367351,73.111876,158.824777,0.001944,-1.719213,32.000000,-237.045467,159.521397,0.290762,15.205517,0.686809,274008.652864,1.045164,29.893699,35.925581,2.932441,69.280413,59.717975,96.086492,8.000000,43.713035,64.000000,39.385691,12.177215,22.975193
55.041418,75.173229,161.500928,163.140873,60.018927,56.583674,59.180214,12.961348,158.422834,0.817704,75.266857,55.695830,161.659311,160.654113,158.752465,159.368128,73.112147,158.825006,0.001942,-1.719805,32.000000,-237.045594,159.555442,0.236042,15.201116,0.686956,273943.562882,0.919977,29.894503,35.925133,2.932948,69.278422,59.718607,96.082699,8.000000,43.733446,64.000000,39.392515,12.177215,22.973181
55.029358,75.161009,161.500895,163.149656,59.948833,56.571239,59.194436,12.961833,158.422549,0.800543,75.250928,55.683788,161.667914,160.654658,158.757044,159.366457,73.112357,158.827322,0.001963,-1.719238,32.000000,-237.045081,159.552650,0.234553,15.203803,0.686788,273878.004576,0.919733,29.892237,35.924923,2.933703,69.275598,59.719151,96.077029,8.000000,43.729392,64.000000,39.402832,12.177215,22.970151
55.017440,75.148839,161.489968,163.158249,59.825399,56.558983,59.217308,12.961352,158.423904,0.800067,75.235650,55.671166,161.676525,160.654529,158.761920,159.363342,73.112174,158.826816,0.001969,-1.717502,32.000000,-237.045582,159.551627,0.234253,15.209473,0.686997,273835.303667,0.920031,29.892543,35.924751,2.934171,69.272489,59.719297,96.072345,8.000000,43.738987,64.000000,39.413627,12.177215,22.967083
55.008710,75.137264,161.522622,163.166674,59.831395,56.546929,59.176507,12.961595,158.424353,0.799946,75.220500,55.660165,161.684960,160.655672,158.767262,159.362348,73.111897,158.825416,0.001961,-1.718053,32.000000,-237.045365,159.552043,0.234377,15.210754,0.686858,273769.451306,0.919801,29.891886,35.925539,2.934813,69.269809,59.719080,96.069606,8.000000,43.746838,64.000000,39.422278,12.177215,22.964111
55.004291,75.129652,161.495897,163.172100,59.823770,56.538895,59.205981,12.961319,158.426813,0.799955,75.210495,55.653290,161.690341,160.656212,158.770999,159.361890,73.111949,158.826780,0.001961,-1.718052,32.000000,-237.045651,159.551320,0.234501,15.210945,0.686553,273704.460151,0.919436,29.891148,35.925504,2.935250,69.268487,59.718700,96.068847,8.000000,43.754417,64.000000,39.427263,12.177215,22.962167
54.996217,75.118449,161.447678,163.179778,59.796102,56.530751,59.213740,12.961126,158.434886,0.585562,75.196139,55.644116,161.698211,160.657739,158.776570,159.361084,73.112168,158.830110,0.001960,-1.716876,32.000000,-237.045765,159.549337,0.161345,15.213411,0.686570,273640.405026,0.920007,29.887946,35.925178,2.936310,69.266626,59.717979,96.068922,8.000000,43.741197,64.000000,39.436037,12.177215,22.959285
54.987558,75.107405,161.426401,163.187191,59.795103,56.530602,59.174554,12.960482,158.436261,0.520936,75.182144,55.634381,161.705887,160.659752,158.782398,159.363680,73.112265,158.830905,0.001966,-1.715709,32.000000,-237.046379,159.549540,0.147204,15.210294,0.686401,273597.130788,0.919482,29.884575,35.925712,2.936060,69.264953,59.717344,96.070554,8.000000,43.725101,64.000000,39.444977,12.177215,22.956434
54.979652,75.096604,161.405809,163.194312,59.742215,56.530660,59.178683,12.960258,158.433625,0.744761,75.169134,55.626869,161.713072,160.660491,158.787275,159.362167,73.111991,158.830083,0.001950,-1.715703,32.000000,-237.046632,159.514075,0.222277,15.209489,0.686087,273551.278968,0.919350,29.881117,35.926927,2.935614,69.263892,59.716336,96.071841,8.000000,43.728629,64.000000,39.454698,12.177215,22.953581
