Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Friday, December 7, 2018
4:15:44 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz,,,,
54.990795,76.899269,161.356317,164.138360,59.686701,56.451252,59.181589,12.972849,158.456765,1.243893,77.129897,55.623340,162.616472,160.566539,159.637773,159.280516,72.612964,158.743134,0.001910,0.013176,32.000000,-237.034194,159.410398,0.393873,15.219157,0.687822,275066.212688,0.922956,31.663666,36.393933,2.933426,69.237768,59.380982,95.839389,8.000000,42.233556,64.000000,39.664048,12.177215,21.022576
54.988133,76.898343,161.369015,164.139684,59.665778,56.447231,59.198303,12.972335,158.454245,1.243861,77.130175,55.621593,162.618030,160.564855,159.639066,159.280409,72.614679,158.740411,0.001909,0.013189,32.000000,-237.034767,159.411406,0.393730,15.217768,0.688130,275025.653492,0.922302,31.664309,36.391718,2.933891,69.238881,59.383660,95.843854,8.000000,42.256666,64.000000,39.667901,12.177215,21.024851
54.986808,76.897913,161.382283,164.141494,59.668367,56.443281,59.190570,12.972942,158.454452,1.243927,77.130622,55.618076,162.619706,160.561638,159.639550,159.280474,72.616593,158.737261,0.001911,0.013189,32.000000,-237.034140,159.409093,0.393682,15.220725,0.687884,275024.115947,0.922828,31.667141,36.388682,2.934242,69.239511,59.385478,95.847387,8.000000,42.255376,64.000000,39.670328,12.177215,21.027180
54.987607,76.897786,161.380903,164.142524,59.754133,56.439302,59.146786,12.972992,158.452748,1.243817,77.131003,55.617650,162.620462,160.560535,159.639555,159.279714,72.618243,158.734789,0.001931,0.013171,32.000000,-237.034094,159.408712,0.393766,15.220944,0.687979,275002.535516,0.922549,31.668769,36.385793,2.934615,69.239708,59.386036,95.849413,8.000000,42.263209,64.000000,39.671007,12.177215,21.028759
54.986287,76.897659,161.369196,164.143963,59.835122,56.439344,59.174096,12.972191,158.449641,1.243929,77.131523,55.613671,162.621745,160.557127,159.639009,159.275757,72.620324,158.730730,0.001911,0.013173,32.000000,-237.034895,159.405094,0.393630,15.227387,0.687870,274981.298914,0.922628,31.669610,36.382522,2.934927,69.240422,59.386982,95.852459,8.000000,42.270188,64.000000,39.672994,12.177215,21.031132
54.992008,76.897753,161.370040,164.145323,59.834967,56.435271,59.193923,12.971434,158.439957,1.591810,77.132436,55.615977,162.622957,160.553745,159.637662,159.271488,72.622449,158.726949,0.001905,0.013171,32.000000,-237.035626,159.372768,0.512645,15.233937,0.687792,274959.970043,0.923231,31.668717,36.379808,2.934860,69.241195,59.387485,95.855494,8.000000,42.265998,64.000000,39.670942,12.177215,21.033548
54.994420,76.898643,161.339760,164.145429,59.797936,56.431437,59.173445,12.970907,158.436970,1.667853,77.133756,55.618633,162.624340,160.552073,159.637076,159.268980,72.624731,158.724841,0.001908,0.013168,32.000000,-237.036179,159.367936,0.532791,15.224185,0.687480,274957.996725,0.922830,31.669857,36.375979,2.934717,69.241921,59.386757,95.857279,8.000000,42.264704,64.000000,39.667577,12.177215,21.036023
54.995674,76.899398,161.359298,164.144604,59.844800,56.431505,59.183339,12.970745,158.436730,1.667868,77.134621,55.618562,162.625139,160.551404,159.636907,159.267714,72.626414,158.724987,0.001929,0.013168,32.000000,-237.036424,159.367855,0.532959,15.221675,0.687056,274934.196516,0.922349,31.664461,36.372226,2.934427,69.242367,59.386251,95.858451,8.000000,42.278130,64.000000,39.665794,12.177215,21.037751
54.997826,76.900156,161.383188,164.142994,59.988424,56.439431,59.198407,12.971404,158.436457,1.667866,77.135593,55.620892,162.625449,160.548112,159.636797,159.268573,72.628679,158.726617,0.001912,0.013186,32.000000,-237.035720,159.370367,0.533055,15.214438,0.687298,274913.060696,0.922563,31.663036,36.369036,2.933748,69.242485,59.384716,95.859537,8.000000,42.281946,64.000000,39.663786,12.177215,21.040282
54.994087,76.900522,161.333411,164.141676,60.046684,56.451658,59.175241,12.971998,158.443832,1.332913,77.136295,55.614256,162.625567,160.548433,159.637566,159.270227,72.630275,158.729419,0.001907,0.013210,32.000000,-237.035042,159.402647,0.416977,15.218873,0.687475,274911.971812,0.922389,31.662589,36.367416,2.934036,69.242277,59.383079,95.859366,8.000000,42.280433,64.000000,39.664696,12.177215,21.042761
